"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"url"	"mapid"	"id_mapping"	"chain"	"chain_new"	"id_mapping_chain"	"pident2"	"mismatch2"	"qstart2"	"qend2"	"sstart2"	"send2"	"Resolution"	"Coverage"
"P07703"	""	335	"5af28ca702efd0454fe9c96e"	"PDB"	1	335	"6eu3"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=6eu3&provider=pdb"	"1_335_6eu3_5af28ca702efd0454fe9c96e"	"P07703@6eu3"	"C"	"C"	"P07703@6eu3@C"	"100"	"0"	"1"	"335"	"1"	"335"	"3.3"	0.997014925373134
"P0CX35"	""	261	"5af290bb02efd05dc5a466ad"	"PDB"	1	261	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=1&to=261&template=6eml&provider=pdb"	"1_261_6eml_5af290bb02efd05dc5a466ad"	"P0CX35@6eml"	"S"	"S"	"P0CX35@6eml@S"	"100"	"0"	"1"	"260"	"2"	"261"	"3.6"	0.992337164750958
"P0CX35"	""	261	"5af28ff202efd05995a7eaec"	"PDB"	1	261	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=1&to=261&template=6fai&provider=pdb"	"1_261_6fai_5af28ff202efd05995a7eaec"	"P0CX35@6fai"	"E"	"E"	"P0CX35@6fai@E"	"100"	"0"	"1"	"260"	"2"	"261"	"3.4"	0.992337164750958
"P0CX35"	""	261	"5a9b0a5575daaa1a47818177"	"PDB"	1	261	"5ll6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=1&to=261&template=5ll6&provider=pdb"	"1_261_5ll6_5a9b0a5575daaa1a47818177"	"P0CX35@5ll6"	"S"	"S"	"P0CX35@5ll6@S"	"100"	"0"	"1"	"260"	"2"	"261"	"3.9"	0.992337164750958
"P40515"	""	155	"5b20b16f02efd019cc941cc3"	"PDB"	1	129	"3uux"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=129&template=3uux&provider=pdb"	"1_129_3uux_5b20b16f02efd019cc941cc3"	"P40515@3uux"	"A;C"	"A"	"P40515@3uux@A"	"100"	"0"	"1"	"127"	"3"	"129"	"3.9"	0.812903225806452
"P40515"	""	155	"5b20b16f02efd019cc941cc3"	"PDB"	1	129	"3uux"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=129&template=3uux&provider=pdb"	"1_129_3uux_5b20b16f02efd019cc941cc3"	"P40515@3uux"	"A;C"	"C"	"P40515@3uux@C"	"100"	"0"	"1"	"125"	"3"	"127"	"3.9"	0.8
"P40515"	""	155	"5a9af93475daaa2a76e875ad"	"PDB"	1	129	"2pqr"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=129&template=2pqr&provider=pdb"	"1_129_2pqr_5a9af93475daaa2a76e875ad"	"P40515@2pqr"	"A;B"	"A"	"P40515@2pqr@A"	"100"	"0"	"1"	"98"	"5"	"102"	"1.88"	0.625806451612903
"P40515"	""	155	"5a9af93475daaa2a76e875ad"	"PDB"	1	129	"2pqr"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=129&template=2pqr&provider=pdb"	"1_129_2pqr_5a9af93475daaa2a76e875ad"	"P40515@2pqr"	"A;B"	"B"	"P40515@2pqr@B"	"100"	"0"	"1"	"124"	"5"	"128"	"1.88"	0.793548387096774
"P40515"	""	155	"5a9b0c8175daaa3ccf7d06d5"	"PDB"	1	127	"3o48"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=127&template=3o48&provider=pdb"	"1_127_3o48_5a9b0c8175daaa3ccf7d06d5"	"P40515@3o48"	"A"	"A"	"P40515@3o48@A"	"100"	"0"	"1"	"123"	"5"	"127"	"1.75"	0.787096774193548
"P40515"	""	155	"5a9b25ec75daaa1aa742f66f"	"PDB"	1	129	"2pqn"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=129&template=2pqn&provider=pdb"	"1_129_2pqn_5a9b25ec75daaa1aa742f66f"	"P40515@2pqn"	"A"	"A"	"P40515@2pqn@A"	"100"	"0"	"1"	"126"	"4"	"129"	"2.15"	0.806451612903226
"P40515"	""	155	"5a9b238475daaa78fd29900b"	"PDB"	1	138	"1y8m"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=138&template=1y8m&provider=pdb"	"1_138_1y8m_5a9b238475daaa78fd29900b"	"P40515@1y8m"	"A"	"A"	"P40515@1y8m@A"	"100"	"0"	"1"	"138"	"1"	"138"	"NA"	0.883870967741936
"Q01477"	""	912	"5b20b26f02efd01c9645d448"	"PDB"	190	233	"2qiy"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q01477.pdb?from=190&to=233&template=2qiy&provider=pdb"	"190_233_2qiy_5b20b26f02efd01c9645d448"	"Q01477@2qiy"	"C;D"	"C"	"Q01477@2qiy@C"	"100"	"0"	"1"	"25"	"206"	"230"	"1.69"	0.0263157894736842
"Q01477"	""	912	"5b20b26f02efd01c9645d448"	"PDB"	190	233	"2qiy"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q01477.pdb?from=190&to=233&template=2qiy&provider=pdb"	"190_233_2qiy_5b20b26f02efd01c9645d448"	"Q01477@2qiy"	"C;D"	"D"	"Q01477@2qiy@D"	"100"	"0"	"1"	"25"	"206"	"230"	"1.69"	0.0263157894736842
"P33442"	""	255	"5af28ff202efd05995a7eaec"	"PDB"	1	255	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=6fai&provider=pdb"	"1_255_6fai_5af28ff202efd05995a7eaec"	"P33442@6fai"	"B"	"B"	"P33442@6fai@B"	"100"	"0"	"1"	"214"	"20"	"233"	"3.4"	0.835294117647059
"P33442"	""	255	"5af290bb02efd05dc5a466ad"	"PDB"	1	255	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=6eml&provider=pdb"	"1_255_6eml_5af290bb02efd05dc5a466ad"	"P33442@6eml"	"Q"	"Q"	"P33442@6eml@Q"	"100"	"0"	"1"	"214"	"20"	"233"	"3.6"	0.835294117647059
"P33442"	""	255	"5a9b0a5575daaa1a47818177"	"PDB"	1	255	"5ll6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=5ll6&provider=pdb"	"1_255_5ll6_5a9b0a5575daaa1a47818177"	"P33442@5ll6"	"Q"	"Q"	"P33442@5ll6@Q"	"100"	"0"	"1"	"214"	"20"	"233"	"3.9"	0.835294117647059
"P0CX33"	""	63	"5af290bb02efd05dc5a466ad"	"PDB"	1	63	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=1&to=63&template=6eml&provider=pdb"	"1_63_6eml_5af290bb02efd05dc5a466ad"	"P0CX33@6eml"	"g"	"g"	"P0CX33@6eml@g"	"100"	"0"	"1"	"60"	"2"	"61"	"3.6"	0.936507936507937
"P0CX33"	""	63	"5a9b0a5575daaa1a47818177"	"PDB"	1	63	"5ll6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=1&to=63&template=5ll6&provider=pdb"	"1_63_5ll6_5a9b0a5575daaa1a47818177"	"P0CX33@5ll6"	"g"	"g"	"P0CX33@5ll6@g"	"100"	"0"	"1"	"60"	"2"	"61"	"3.9"	0.936507936507937
"P35997"	""	82	"5af28ff202efd05995a7eaec"	"PDB"	1	82	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35997.pdb?from=1&to=82&template=6fai&provider=pdb"	"1_82_6fai_5af28ff202efd05995a7eaec"	"P35997@6fai"	"b"	"b"	"P35997@6fai@b"	"100"	"0"	"1"	"81"	"2"	"82"	"3.4"	0.975609756097561
"P35997"	""	82	"5af290bb02efd05dc5a466ad"	"PDB"	1	82	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35997.pdb?from=1&to=82&template=6eml&provider=pdb"	"1_82_6eml_5af290bb02efd05dc5a466ad"	"P35997@6eml"	"f"	"f"	"P35997@6eml@f"	"100"	"0"	"1"	"81"	"2"	"82"	"3.6"	0.975609756097561
"P35997"	""	82	"5a9b0a5575daaa1a47818177"	"PDB"	1	82	"5ll6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P35997.pdb?from=1&to=82&template=5ll6&provider=pdb"	"1_82_5ll6_5a9b0a5575daaa1a47818177"	"P35997@5ll6"	"f"	"f"	"P35997@5ll6@f"	"100"	"0"	"1"	"81"	"2"	"82"	"3.9"	0.975609756097561
"P39938"	""	119	"5a9b0a5575daaa1a47818177"	"PDB"	1	119	"5ll6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P39938.pdb?from=1&to=119&template=5ll6&provider=pdb"	"1_119_5ll6_5a9b0a5575daaa1a47818177"	"P39938@5ll6"	"e"	"e"	"P39938@5ll6@e"	"100"	"0"	"1"	"97"	"2"	"98"	"3.9"	0.80672268907563
"Q3E792"	""	108	"5af290bb02efd05dc5a466ad"	"PDB"	1	108	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q3E792.pdb?from=1&to=108&template=6eml&provider=pdb"	"1_108_6eml_5af290bb02efd05dc5a466ad"	"Q3E792@6eml"	"K"	"K"	"Q3E792@6eml@K"	"100"	"0"	"1"	"64"	"42"	"105"	"3.6"	0.583333333333333
"Q3E792"	""	108	"5af28ff202efd05995a7eaec"	"PDB"	1	108	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q3E792.pdb?from=1&to=108&template=6fai&provider=pdb"	"1_108_6fai_5af28ff202efd05995a7eaec"	"Q3E792@6fai"	"Z"	"Z"	"Q3E792@6fai@Z"	"100"	"0"	"1"	"63"	"42"	"104"	"3.4"	0.574074074074074
"P0C0W1"	""	130	"5af290bb02efd05dc5a466ad"	"PDB"	1	130	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=6eml&provider=pdb"	"1_130_6eml_5af290bb02efd05dc5a466ad"	"P0C0W1@6eml"	"b"	"b"	"P0C0W1@6eml@b"	"100"	"0"	"1"	"129"	"2"	"130"	"3.6"	0.984615384615385
"P0C0W1"	""	130	"5a9afac475daaa432978b078"	"PDB"	1	130	"5tzs"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=5tzs&provider=pdb"	"1_130_5tzs_5a9afac475daaa432978b078"	"P0C0W1@5tzs"	"E"	"E"	"P0C0W1@5tzs@E"	"100"	"0"	"1"	"127"	"4"	"130"	"5.1"	0.969230769230769
"P0C0W1"	""	130	"5b17a84202efd09bf8ecc1c5"	"PDB"	1	130	"5jpq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=5jpq&provider=pdb"	"1_130_5jpq_5b17a84202efd09bf8ecc1c5"	"P0C0W1@5jpq"	"z"	"z"	"P0C0W1@5jpq@z"	"100"	"0"	"1"	"127"	"4"	"130"	"7.3"	0.969230769230769
"P0C0W1"	""	130	"5af28ff202efd05995a7eaec"	"PDB"	1	130	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=6fai&provider=pdb"	"1_130_6fai_5af28ff202efd05995a7eaec"	"P0C0W1@6fai"	"W"	"W"	"P0C0W1@6fai@W"	"100"	"0"	"1"	"129"	"2"	"130"	"3.4"	0.984615384615385
"P0C0W1"	""	130	"5a9b0a5575daaa1a47818177"	"PDB"	1	130	"5ll6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=5ll6&provider=pdb"	"1_130_5ll6_5a9b0a5575daaa1a47818177"	"P0C0W1@5ll6"	"b"	"b"	"P0C0W1@5ll6@b"	"100"	"0"	"1"	"129"	"2"	"130"	"3.9"	0.984615384615385
"P07280"	""	144	"5af290bb02efd05dc5a466ad"	"PDB"	1	144	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07280.pdb?from=1&to=144&template=6eml&provider=pdb"	"1_144_6eml_5af290bb02efd05dc5a466ad"	"P07280@6eml"	"I"	"I"	"P07280@6eml@I"	"100"	"0"	"1"	"143"	"2"	"144"	"3.6"	0.986111111111111
"P07280"	""	144	"5af28ff202efd05995a7eaec"	"PDB"	1	144	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07280.pdb?from=1&to=144&template=6fai&provider=pdb"	"1_144_6fai_5af28ff202efd05995a7eaec"	"P07280@6fai"	"T"	"T"	"P07280@6fai@T"	"100"	"0"	"1"	"143"	"2"	"144"	"3.4"	0.986111111111111
"P0CX55"	""	146	"5af290bb02efd05dc5a466ad"	"PDB"	1	146	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX55.pdb?from=1&to=146&template=6eml&provider=pdb"	"1_146_6eml_5af290bb02efd05dc5a466ad"	"P0CX55@6eml"	"H"	"H"	"P0CX55@6eml@H"	"100"	"0"	"1"	"122"	"10"	"131"	"3.6"	0.828767123287671
"P0CX55"	""	146	"5af28ff202efd05995a7eaec"	"PDB"	1	146	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX55.pdb?from=1&to=146&template=6fai&provider=pdb"	"1_146_6fai_5af28ff202efd05995a7eaec"	"P0CX55@6fai"	"S"	"S"	"P0CX55@6fai@S"	"100"	"0"	"1"	"135"	"2"	"136"	"3.4"	0.917808219178082
"P02407"	""	136	"5af28ff202efd05995a7eaec"	"PDB"	1	136	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P02407.pdb?from=1&to=136&template=6fai&provider=pdb"	"1_136_6fai_5af28ff202efd05995a7eaec"	"P02407@6fai"	"R"	"R"	"P02407@6fai@R"	"100"	"0"	"1"	"125"	"2"	"126"	"3.4"	0.911764705882353
"P40065"	""	302	"5a9b12e875daaa14b768686a"	"PDB"	221	290	"5ktb"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40065.pdb?from=221&to=290&template=5ktb&provider=pdb"	"221_290_5ktb_5a9b12e875daaa14b768686a"	"P40065@5ktb"	"C"	"C"	"P40065@5ktb@C"	"100"	"0"	"1"	"42"	"222"	"263"	"3.05"	0.135761589403974
"P0CX51"	""	143	"5a9afac475daaa432978b078"	"PDB"	1	143	"5tzs"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=5tzs&provider=pdb"	"1_143_5tzs_5a9afac475daaa432978b078"	"P0CX51@5tzs"	"C"	"C"	"P0CX51@5tzs@C"	"100"	"0"	"1"	"115"	"5"	"119"	"5.1"	0.797202797202797
"P0CX51"	""	143	"5b17a84202efd09bf8ecc1c5"	"PDB"	1	143	"5jpq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=5jpq&provider=pdb"	"1_143_5jpq_5b17a84202efd09bf8ecc1c5"	"P0CX51@5jpq"	"x"	"x"	"P0CX51@5jpq@x"	"100"	"0"	"1"	"134"	"10"	"143"	"7.3"	0.93006993006993
"P0CX51"	""	143	"5af28ff202efd05995a7eaec"	"PDB"	1	143	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=6fai&provider=pdb"	"1_143_6fai_5af28ff202efd05995a7eaec"	"P0CX51@6fai"	"Q"	"Q"	"P0CX51@6fai@Q"	"100"	"0"	"1"	"127"	"3"	"129"	"3.4"	0.881118881118881
"P0CX51"	""	143	"5af290bb02efd05dc5a466ad"	"PDB"	1	143	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=6eml&provider=pdb"	"1_143_6eml_5af290bb02efd05dc5a466ad"	"P0CX51@6eml"	"F"	"F"	"P0CX51@6eml@F"	"100"	"0"	"1"	"141"	"3"	"143"	"3.6"	0.979020979020979
"P48589"	""	143	"5af290bb02efd05dc5a466ad"	"PDB"	1	143	"6eml"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P48589.pdb?from=1&to=143&template=6eml&provider=pdb"	"1_143_6eml_5af290bb02efd05dc5a466ad"	"P48589@6eml"	"D"	"D"	"P48589@6eml@D"	"100"	"0"	"1"	"124"	"20"	"143"	"3.6"	0.86013986013986
"P48589"	""	143	"5af28ff202efd05995a7eaec"	"PDB"	1	143	"6fai"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P48589.pdb?from=1&to=143&template=6fai&provider=pdb"	"1_143_6fai_5af28ff202efd05995a7eaec"	"P48589@6fai"	"M"	"M"	"P48589@6fai@M"	"100"	"0"	"1"	"125"	"18"	"142"	"3.4"	0.867132867132867
"P32379"	""	260	"5b1798ed02efd00ec85e5058"	"PDB"	1	260	"1fnt"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=1fnt&provider=pdb"	"1_260_1fnt_5b1798ed02efd00ec85e5058"	"P32379@1fnt"	"E;S"	"E"	"P32379@1fnt@E"	"100"	"0"	"1"	"244"	"7"	"250"	"3.2"	0.934615384615385
"P32379"	""	260	"5b1798ed02efd00ec85e5058"	"PDB"	1	260	"1fnt"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=1fnt&provider=pdb"	"1_260_1fnt_5b1798ed02efd00ec85e5058"	"P32379@1fnt"	"E;S"	"S"	"P32379@1fnt@S"	"100"	"0"	"1"	"244"	"7"	"250"	"3.2"	0.934615384615385
