"geneID"	"pathwayID"	"pathwayName"
"YMR323W"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YNL071W"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YOL056W"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YOL086C"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YOR347C"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YOR374W"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YOR393W"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YPL017C"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YPL061W"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YPL281C"	"sce00010"	"Glycolysis / Gluconeogenesis"
"YBR218C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YBR221C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YCR005C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YDL066W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YDL078C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YDR148C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YDR178W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YER178W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YFL018C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YGL062W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YGR244C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YIL125W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YJL045W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YKL085W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YKL141W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YKL148C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YKR097W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YLL041C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YLR164W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YLR174W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YLR304C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YMR118C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YNL009W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YNL037C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YNL071W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YNR001C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YOL126C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YOR136W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YOR142W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YPL017C"	"sce00020"	"Citrate cycle (TCA cycle)"
"YPL262W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YPR001W"	"sce00020"	"Citrate cycle (TCA cycle)"
"YBL068W"	"sce00030"	"Pentose phosphate pathway"
"YBR117C"	"sce00030"	"Pentose phosphate pathway"
"YBR196C"	"sce00030"	"Pentose phosphate pathway"
"YCR036W"	"sce00030"	"Pentose phosphate pathway"
"YCR073W-A"	"sce00030"	"Pentose phosphate pathway"
"YDR248C"	"sce00030"	"Pentose phosphate pathway"
"YER099C"	"sce00030"	"Pentose phosphate pathway"
"YGR043C"	"sce00030"	"Pentose phosphate pathway"
"YGR240C"	"sce00030"	"Pentose phosphate pathway"
"YGR248W"	"sce00030"	"Pentose phosphate pathway"
"YGR256W"	"sce00030"	"Pentose phosphate pathway"
"YHL011C"	"sce00030"	"Pentose phosphate pathway"
"YHR163W"	"sce00030"	"Pentose phosphate pathway"
"YHR183W"	"sce00030"	"Pentose phosphate pathway"
"YJL121C"	"sce00030"	"Pentose phosphate pathway"
"YKL060C"	"sce00030"	"Pentose phosphate pathway"
"YKL127W"	"sce00030"	"Pentose phosphate pathway"
"YKL181W"	"sce00030"	"Pentose phosphate pathway"
"YLR354C"	"sce00030"	"Pentose phosphate pathway"
"YLR377C"	"sce00030"	"Pentose phosphate pathway"
"YMR105C"	"sce00030"	"Pentose phosphate pathway"
"YMR205C"	"sce00030"	"Pentose phosphate pathway"
"YMR278W"	"sce00030"	"Pentose phosphate pathway"
"YNL241C"	"sce00030"	"Pentose phosphate pathway"
"YNR034W"	"sce00030"	"Pentose phosphate pathway"
"YOL061W"	"sce00030"	"Pentose phosphate pathway"
"YOR095C"	"sce00030"	"Pentose phosphate pathway"
"YPR074C"	"sce00030"	"Pentose phosphate pathway"
"YCR105W"	"sce00040"	"Pentose and glucuronate interconversions"
"YDL246C"	"sce00040"	"Pentose and glucuronate interconversions"
"YGR194C"	"sce00040"	"Pentose and glucuronate interconversions"
"YHL012W"	"sce00040"	"Pentose and glucuronate interconversions"
"YHR104W"	"sce00040"	"Pentose and glucuronate interconversions"
"YJL121C"	"sce00040"	"Pentose and glucuronate interconversions"
"YJR153W"	"sce00040"	"Pentose and glucuronate interconversions"
"YJR159W"	"sce00040"	"Pentose and glucuronate interconversions"
"YKL035W"	"sce00040"	"Pentose and glucuronate interconversions"
"YLR070C"	"sce00040"	"Pentose and glucuronate interconversions"
"YMR318C"	"sce00040"	"Pentose and glucuronate interconversions"
"YCL040W"	"sce00051"	"Fructose and mannose metabolism"
"YDL055C"	"sce00051"	"Fructose and mannose metabolism"
"YDL246C"	"sce00051"	"Fructose and mannose metabolism"
"YDR050C"	"sce00051"	"Fructose and mannose metabolism"
"YDR516C"	"sce00051"	"Fructose and mannose metabolism"
"YEL070W"	"sce00051"	"Fructose and mannose metabolism"
"YER003C"	"sce00051"	"Fructose and mannose metabolism"
"YFL045C"	"sce00051"	"Fructose and mannose metabolism"
"YFL053W"	"sce00051"	"Fructose and mannose metabolism"
"YFR053C"	"sce00051"	"Fructose and mannose metabolism"
"YGL253W"	"sce00051"	"Fructose and mannose metabolism"
"YGR240C"	"sce00051"	"Fructose and mannose metabolism"
"YIL107C"	"sce00051"	"Fructose and mannose metabolism"
"YJL155C"	"sce00051"	"Fructose and mannose metabolism"
"YJR159W"	"sce00051"	"Fructose and mannose metabolism"
"YKL060C"	"sce00051"	"Fructose and mannose metabolism"
"YLR345W"	"sce00051"	"Fructose and mannose metabolism"
"YLR377C"	"sce00051"	"Fructose and mannose metabolism"
"YLR446W"	"sce00051"	"Fructose and mannose metabolism"
"YML070W"	"sce00051"	"Fructose and mannose metabolism"
"YMR205C"	"sce00051"	"Fructose and mannose metabolism"
"YNR073C"	"sce00051"	"Fructose and mannose metabolism"
"YOL136C"	"sce00051"	"Fructose and mannose metabolism"
"YBR018C"	"sce00052"	"Galactose metabolism"
"YBR019C"	"sce00052"	"Galactose metabolism"
"YBR020W"	"sce00052"	"Galactose metabolism"
"YBR299W"	"sce00052"	"Galactose metabolism"
"YCL040W"	"sce00052"	"Galactose metabolism"
"YDR009W"	"sce00052"	"Galactose metabolism"
"YDR516C"	"sce00052"	"Galactose metabolism"
"YFR053C"	"sce00052"	"Galactose metabolism"
"YGL253W"	"sce00052"	"Galactose metabolism"
"YGR240C"	"sce00052"	"Galactose metabolism"
"YGR287C"	"sce00052"	"Galactose metabolism"
"YGR292W"	"sce00052"	"Galactose metabolism"
"YHL012W"	"sce00052"	"Galactose metabolism"
"YIL162W"	"sce00052"	"Galactose metabolism"
"YIL172C"	"sce00052"	"Galactose metabolism"
"YJL216C"	"sce00052"	"Galactose metabolism"
"YJL221C"	"sce00052"	"Galactose metabolism"
"YKL035W"	"sce00052"	"Galactose metabolism"
"YKL127W"	"sce00052"	"Galactose metabolism"
"YLR446W"	"sce00052"	"Galactose metabolism"
"YMR105C"	"sce00052"	"Galactose metabolism"
"YMR205C"	"sce00052"	"Galactose metabolism"
"YMR278W"	"sce00052"	"Galactose metabolism"
"YOL157C"	"sce00052"	"Galactose metabolism"
"YBR026C"	"sce00061"	"Fatty acid biosynthesis"
"YER015W"	"sce00061"	"Fatty acid biosynthesis"
"YER061C"	"sce00061"	"Fatty acid biosynthesis"
"YHR067W"	"sce00061"	"Fatty acid biosynthesis"
"YIL009W"	"sce00061"	"Fatty acid biosynthesis"
"YKL055C"	"sce00061"	"Fatty acid biosynthesis"
"YKL182W"	"sce00061"	"Fatty acid biosynthesis"
"YMR207C"	"sce00061"	"Fatty acid biosynthesis"
"YMR246W"	"sce00061"	"Fatty acid biosynthesis"
"YNR016C"	"sce00061"	"Fatty acid biosynthesis"
"YOR221C"	"sce00061"	"Fatty acid biosynthesis"
"YOR317W"	"sce00061"	"Fatty acid biosynthesis"
"YPL231W"	"sce00061"	"Fatty acid biosynthesis"
"YBR026C"	"sce00062"	"Fatty acid elongation"
"YBR159W"	"sce00062"	"Fatty acid elongation"
"YCR034W"	"sce00062"	"Fatty acid elongation"
"YDL015C"	"sce00062"	"Fatty acid elongation"
"YJL097W"	"sce00062"	"Fatty acid elongation"
"YJL196C"	"sce00062"	"Fatty acid elongation"
"YJR019C"	"sce00062"	"Fatty acid elongation"
"YLR372W"	"sce00062"	"Fatty acid elongation"
"YBR145W"	"sce00071"	"Fatty acid degradation"
"YDL168W"	"sce00071"	"Fatty acid degradation"
"YDR402C"	"sce00071"	"Fatty acid degradation"
"YER015W"	"sce00071"	"Fatty acid degradation"
"YER073W"	"sce00071"	"Fatty acid degradation"
"YGL205W"	"sce00071"	"Fatty acid degradation"
"YGL256W"	"sce00071"	"Fatty acid degradation"
"YIL009W"	"sce00071"	"Fatty acid degradation"
"YIL160C"	"sce00071"	"Fatty acid degradation"
"YLR284C"	"sce00071"	"Fatty acid degradation"
"YMR083W"	"sce00071"	"Fatty acid degradation"
"YMR110C"	"sce00071"	"Fatty acid degradation"
"YMR246W"	"sce00071"	"Fatty acid degradation"
"YMR303C"	"sce00071"	"Fatty acid degradation"
"YOL086C"	"sce00071"	"Fatty acid degradation"
"YOR317W"	"sce00071"	"Fatty acid degradation"
"YOR374W"	"sce00071"	"Fatty acid degradation"
"YPL028W"	"sce00071"	"Fatty acid degradation"
"YPL061W"	"sce00071"	"Fatty acid degradation"
"YML126C"	"sce00072"	"Synthesis and degradation of ketone bodies"
"YPL028W"	"sce00072"	"Synthesis and degradation of ketone bodies"
"YCR048W"	"sce00100"	"Steroid biosynthesis"
"YGL001C"	"sce00100"	"Steroid biosynthesis"
"YGL012W"	"sce00100"	"Steroid biosynthesis"
"YGR060W"	"sce00100"	"Steroid biosynthesis"
"YGR175C"	"sce00100"	"Steroid biosynthesis"
"YHR007C"	"sce00100"	"Steroid biosynthesis"
"YHR072W"	"sce00100"	"Steroid biosynthesis"
"YHR190W"	"sce00100"	"Steroid biosynthesis"
"YKL140W"	"sce00100"	"Steroid biosynthesis"
"YKR089C"	"sce00100"	"Steroid biosynthesis"
"YLR056W"	"sce00100"	"Steroid biosynthesis"
"YLR100W"	"sce00100"	"Steroid biosynthesis"
"YML008C"	"sce00100"	"Steroid biosynthesis"
"YMR015C"	"sce00100"	"Steroid biosynthesis"
"YMR202W"	"sce00100"	"Steroid biosynthesis"
"YNL280C"	"sce00100"	"Steroid biosynthesis"
"YNR019W"	"sce00100"	"Steroid biosynthesis"
"YDR538W"	"sce00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"
"YGL202W"	"sce00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"
"YGR255C"	"sce00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"
"YML110C"	"sce00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"
"YNR041C"	"sce00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"
"YOL096C"	"sce00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"
"YOR125C"	"sce00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"
"Q0045"	"sce00190"	"Oxidative phosphorylation"
"Q0080"	"sce00190"	"Oxidative phosphorylation"
"Q0085"	"sce00190"	"Oxidative phosphorylation"
"Q0105"	"sce00190"	"Oxidative phosphorylation"
"Q0110"	"sce00190"	"Oxidative phosphorylation"
"Q0115"	"sce00190"	"Oxidative phosphorylation"
"Q0120"	"sce00190"	"Oxidative phosphorylation"
"Q0130"	"sce00190"	"Oxidative phosphorylation"
"Q0250"	"sce00190"	"Oxidative phosphorylation"
"Q0275"	"sce00190"	"Oxidative phosphorylation"
"YBL045C"	"sce00190"	"Oxidative phosphorylation"
"YBL099W"	"sce00190"	"Oxidative phosphorylation"
"YBR011C"	"sce00190"	"Oxidative phosphorylation"
"YBR039W"	"sce00190"	"Oxidative phosphorylation"
"YBR127C"	"sce00190"	"Oxidative phosphorylation"
"YDL004W"	"sce00190"	"Oxidative phosphorylation"
"YDL067C"	"sce00190"	"Oxidative phosphorylation"
"YDL185W"	"sce00190"	"Oxidative phosphorylation"
"YDR178W"	"sce00190"	"Oxidative phosphorylation"
"YDR298C"	"sce00190"	"Oxidative phosphorylation"
"YDR322C-A"	"sce00190"	"Oxidative phosphorylation"
"YDR377W"	"sce00190"	"Oxidative phosphorylation"
"YDR529C"	"sce00190"	"Oxidative phosphorylation"
"YEL024W"	"sce00190"	"Oxidative phosphorylation"
"YEL027W"	"sce00190"	"Oxidative phosphorylation"
"YEL051W"	"sce00190"	"Oxidative phosphorylation"
"YER141W"	"sce00190"	"Oxidative phosphorylation"
"YFR033C"	"sce00190"	"Oxidative phosphorylation"
"YGL008C"	"sce00190"	"Oxidative phosphorylation"
"YGL187C"	"sce00190"	"Oxidative phosphorylation"
"YGL191W"	"sce00190"	"Oxidative phosphorylation"
"YGR020C"	"sce00190"	"Oxidative phosphorylation"
"YGR183C"	"sce00190"	"Oxidative phosphorylation"
"YHR001W-A"	"sce00190"	"Oxidative phosphorylation"
"YHR026W"	"sce00190"	"Oxidative phosphorylation"
"YHR039C-A"	"sce00190"	"Oxidative phosphorylation"
"YHR051W"	"sce00190"	"Oxidative phosphorylation"
"YIL111W"	"sce00190"	"Oxidative phosphorylation"
"YJL045W"	"sce00190"	"Oxidative phosphorylation"
"YJL166W"	"sce00190"	"Oxidative phosphorylation"
"YJR121W"	"sce00190"	"Oxidative phosphorylation"
"YKL016C"	"sce00190"	"Oxidative phosphorylation"
"YKL080W"	"sce00190"	"Oxidative phosphorylation"
"YKL141W"	"sce00190"	"Oxidative phosphorylation"
"YKL148C"	"sce00190"	"Oxidative phosphorylation"
"YKL192C"	"sce00190"	"Oxidative phosphorylation"
"YLL009C"	"sce00190"	"Oxidative phosphorylation"
"YLL041C"	"sce00190"	"Oxidative phosphorylation"
"YLR038C"	"sce00190"	"Oxidative phosphorylation"
"YLR164W"	"sce00190"	"Oxidative phosphorylation"
"YLR295C"	"sce00190"	"Oxidative phosphorylation"
"YLR395C"	"sce00190"	"Oxidative phosphorylation"
"YLR447C"	"sce00190"	"Oxidative phosphorylation"
"YML081C-A"	"sce00190"	"Oxidative phosphorylation"
"YMR054W"	"sce00190"	"Oxidative phosphorylation"
"YMR118C"	"sce00190"	"Oxidative phosphorylation"
"YMR256C"	"sce00190"	"Oxidative phosphorylation"
"YMR267W"	"sce00190"	"Oxidative phosphorylation"
"YNL052W"	"sce00190"	"Oxidative phosphorylation"
"YOL077W-A"	"sce00190"	"Oxidative phosphorylation"
"YOR065W"	"sce00190"	"Oxidative phosphorylation"
"YOR270C"	"sce00190"	"Oxidative phosphorylation"
"YOR332W"	"sce00190"	"Oxidative phosphorylation"
"YPL036W"	"sce00190"	"Oxidative phosphorylation"
"YPL078C"	"sce00190"	"Oxidative phosphorylation"
"YPL132W"	"sce00190"	"Oxidative phosphorylation"
"YPL172C"	"sce00190"	"Oxidative phosphorylation"
"YPL234C"	"sce00190"	"Oxidative phosphorylation"
"YPL271W"	"sce00190"	"Oxidative phosphorylation"
"YPR020W"	"sce00190"	"Oxidative phosphorylation"
"YPR036W"	"sce00190"	"Oxidative phosphorylation"
"YPR191W"	"sce00190"	"Oxidative phosphorylation"
"YAL062W"	"sce00220"	"Arginine biosynthesis"
"YBR208C"	"sce00220"	"Arginine biosynthesis"
"YDL215C"	"sce00220"	"Arginine biosynthesis"
"YDR111C"	"sce00220"	"Arginine biosynthesis"
"YER069W"	"sce00220"	"Arginine biosynthesis"
"YHR018C"	"sce00220"	"Arginine biosynthesis"
"YJL071W"	"sce00220"	"Arginine biosynthesis"
"YJL088W"	"sce00220"	"Arginine biosynthesis"
"YKL106W"	"sce00220"	"Arginine biosynthesis"
"YLR027C"	"sce00220"	"Arginine biosynthesis"
"YLR089C"	"sce00220"	"Arginine biosynthesis"
"YMR062C"	"sce00220"	"Arginine biosynthesis"
"YOL058W"	"sce00220"	"Arginine biosynthesis"
"YOL140W"	"sce00220"	"Arginine biosynthesis"
"YOR375C"	"sce00220"	"Arginine biosynthesis"
"YPL111W"	"sce00220"	"Arginine biosynthesis"
"YPR035W"	"sce00220"	"Arginine biosynthesis"
"YAL038W"	"sce00230"	"Purine metabolism"
"YAR015W"	"sce00230"	"Purine metabolism"
"YBL068W"	"sce00230"	"Purine metabolism"
"YBR111C"	"sce00230"	"Purine metabolism"
"YCL050C"	"sce00230"	"Purine metabolism"
"YDL166C"	"sce00230"	"Purine metabolism"
"YDL238C"	"sce00230"	"Purine metabolism"
"YDR226W"	"sce00230"	"Purine metabolism"
"YDR305C"	"sce00230"	"Purine metabolism"
"YDR399W"	"sce00230"	"Purine metabolism"
"YDR408C"	"sce00230"	"Purine metabolism"
"YDR441C"	"sce00230"	"Purine metabolism"
"YDR454C"	"sce00230"	"Purine metabolism"
"YDR530C"	"sce00230"	"Purine metabolism"
"YER005W"	"sce00230"	"Purine metabolism"
"YER070W"	"sce00230"	"Purine metabolism"
"YER099C"	"sce00230"	"Purine metabolism"
"YER170W"	"sce00230"	"Purine metabolism"
"YGL234W"	"sce00230"	"Purine metabolism"
"YGL248W"	"sce00230"	"Purine metabolism"
"YGR061C"	"sce00230"	"Purine metabolism"
"YGR180C"	"sce00230"	"Purine metabolism"
"YHL011C"	"sce00230"	"Purine metabolism"
"YHR201C"	"sce00230"	"Purine metabolism"
"YHR216W"	"sce00230"	"Purine metabolism"
"YIL066C"	"sce00230"	"Purine metabolism"
"YIR027C"	"sce00230"	"Purine metabolism"
"YIR029W"	"sce00230"	"Purine metabolism"
"YIR032C"	"sce00230"	"Purine metabolism"
"YJL005W"	"sce00230"	"Purine metabolism"
"YJL026W"	"sce00230"	"Purine metabolism"
"YJR010W"	"sce00230"	"Purine metabolism"
"YJR069C"	"sce00230"	"Purine metabolism"
"YJR105W"	"sce00230"	"Purine metabolism"
"YKL001C"	"sce00230"	"Purine metabolism"
"YKL067W"	"sce00230"	"Purine metabolism"
"YKL127W"	"sce00230"	"Purine metabolism"
"YKL181W"	"sce00230"	"Purine metabolism"
"YLR028C"	"sce00230"	"Purine metabolism"
"YLR209C"	"sce00230"	"Purine metabolism"
"YLR359W"	"sce00230"	"Purine metabolism"
"YLR432W"	"sce00230"	"Purine metabolism"
"YML022W"	"sce00230"	"Purine metabolism"
"YML035C"	"sce00230"	"Purine metabolism"
"YML056C"	"sce00230"	"Purine metabolism"
"YMR105C"	"sce00230"	"Purine metabolism"
"YMR120C"	"sce00230"	"Purine metabolism"
"YMR217W"	"sce00230"	"Purine metabolism"
"YMR278W"	"sce00230"	"Purine metabolism"
"YMR300C"	"sce00230"	"Purine metabolism"
"YNL141W"	"sce00230"	"Purine metabolism"
"YNL220W"	"sce00230"	"Purine metabolism"
"YOL061W"	"sce00230"	"Purine metabolism"
"YOR128C"	"sce00230"	"Purine metabolism"
"YOR155C"	"sce00230"	"Purine metabolism"
"YOR347C"	"sce00230"	"Purine metabolism"
"YOR360C"	"sce00230"	"Purine metabolism"
"YBL039C"	"sce00240"	"Pyrimidine metabolism"
"YBR252W"	"sce00240"	"Pyrimidine metabolism"
"YDR020C"	"sce00240"	"Pyrimidine metabolism"
"YDR400W"	"sce00240"	"Pyrimidine metabolism"
"YEL021W"	"sce00240"	"Pyrimidine metabolism"
"YER005W"	"sce00240"	"Pyrimidine metabolism"
"YER070W"	"sce00240"	"Pyrimidine metabolism"
"YGR180C"	"sce00240"	"Pyrimidine metabolism"
"YHR128W"	"sce00240"	"Pyrimidine metabolism"
"YHR144C"	"sce00240"	"Pyrimidine metabolism"
"YIL066C"	"sce00240"	"Pyrimidine metabolism"
"YJL026W"	"sce00240"	"Pyrimidine metabolism"
"YJL130C"	"sce00240"	"Pyrimidine metabolism"
"YJR057W"	"sce00240"	"Pyrimidine metabolism"
"YJR103W"	"sce00240"	"Pyrimidine metabolism"
"YJR109C"	"sce00240"	"Pyrimidine metabolism"
"YKL024C"	"sce00240"	"Pyrimidine metabolism"
"YKL067W"	"sce00240"	"Pyrimidine metabolism"
"YKL216W"	"sce00240"	"Pyrimidine metabolism"
"YLR209C"	"sce00240"	"Pyrimidine metabolism"
"YLR245C"	"sce00240"	"Pyrimidine metabolism"
"YLR420W"	"sce00240"	"Pyrimidine metabolism"
"YML106W"	"sce00240"	"Pyrimidine metabolism"
"YMR226C"	"sce00240"	"Pyrimidine metabolism"
"YMR271C"	"sce00240"	"Pyrimidine metabolism"
"YNR012W"	"sce00240"	"Pyrimidine metabolism"
"YOR074C"	"sce00240"	"Pyrimidine metabolism"
"YOR303W"	"sce00240"	"Pyrimidine metabolism"
"YPR062W"	"sce00240"	"Pyrimidine metabolism"
"YAL062W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YBR006W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YDL171C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YDL215C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YDR111C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YDR321W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YFL030W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YGR019W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YGR124W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YHR018C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YHR037W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YJL130C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YJR109C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YKL104C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YKL106W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YLR027C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YLR089C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YLR155C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YLR157C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YLR158C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YLR160C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YLR351C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YLR359W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YMR084W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YMR250W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YMR300C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YNL220W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YOL058W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YOR303W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YOR375C"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YPR035W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YPR145W"	"sce00250"	"Alanine, aspartate and glutamate metabolism"
"YAL012W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YAL044C"	"sce00260"	"Glycine, serine and threonine metabolism"
"YBR263W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YCL064C"	"sce00260"	"Glycine, serine and threonine metabolism"
"YCR053W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YDL021W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YDR019C"	"sce00260"	"Glycine, serine and threonine metabolism"
"YDR158W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YDR232W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YEL046C"	"sce00260"	"Glycine, serine and threonine metabolism"
"YER026C"	"sce00260"	"Glycine, serine and threonine metabolism"
"YER052C"	"sce00260"	"Glycine, serine and threonine metabolism"
"YER081W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YER086W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YFL018C"	"sce00260"	"Glycine, serine and threonine metabolism"
"YFL030W"	"sce00260"	"Glycine, serine and threonine metabolism"
"YGL026C"	"sce00260"	"Glycine, serine and threonine metabolism"
"YGL196W"	"sce00260"	"Glycine, serine and threonine metabolism"
