UniProtKB_ac	iso_id	uniprot_seq_length	coordinate_id	provider	from	to	template	qmean	qmean_norm	url
P07703		335	5a9b06c075daaa6a748b631b	PDB	1	335	5w64			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5w64&provider=pdb
P07703		335	5a9b0bba75daaa3285be8781	PDB	1	335	4ym7			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=4ym7&provider=pdb
P07703		335	5a9b09d275daaa1521d974e8	PDB	1	335	5w66			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5w66&provider=pdb
P07703		335	5a9af7eb75daaa1bb7d232a1	PDB	1	335	5n60			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5n60&provider=pdb
P07703		335	5b20b1e502efd01abb493619	PDB	1	335	5m5y			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5m5y&provider=pdb
P07703		335	5af2902002efd05a9226d3c2	PDB	1	335	6f42			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=6f42&provider=pdb
P07703		335	5a9b06a175daaa6a748b5e93	PDB	1	335	5m64			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5m64&provider=pdb
P07703		335	5a9b0d7175daaa47c2729933	PDB	1	335	5fj8			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5fj8&provider=pdb
P07703		335	5a9b1bd775daaa105e266b82	PDB	1	335	4c3h			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=4c3h&provider=pdb
P07703		335	5b20b30d02efd01e70daaca8	PDB	1	335	5n5z			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5n5z&provider=pdb
P07703		335	5af28a3402efd036e9d303ca	PDB	1	335	6f40			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=6f40&provider=pdb
P07703		335	5a9b1e3875daaa3242434f0a	PDB	1	335	4c3j			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=4c3j&provider=pdb
P07703		335	5b20b0d002efd01834407f08	PDB	1	335	5m5x			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5m5x&provider=pdb
P07703		335	5a9b21ac75daaa5ea2915d26	PDB	1	335	5g5l			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5g5l&provider=pdb
P07703		335	5a9b23bb75daaa78fd299798	PDB	1	335	4c2m			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=4c2m&provider=pdb
P07703		335	5ae97a5e75daaa0cdaaa1d1f	PDB	1	335	5oa1			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5oa1&provider=pdb
P07703		335	5a9b1ce075daaa1fc50e9cd8	PDB	1	335	4c3i			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=4c3i&provider=pdb
P07703		335	5ae97a5275daaa0cdaaa1b35	PDB	1	335	5n61			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5n61&provider=pdb
P07703		335	5af28cb602efd045a4ed457c	PDB	1	335	6f44			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=6f44&provider=pdb
P07703		335	5a9b238575daaa78fd299017	PDB	1	335	5m3m			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5m3m&provider=pdb
P07703		335	5a9b0f2975daaa5de40c113d	PDB	1	335	5fj9			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=5fj9&provider=pdb
P07703		335	5af28ca702efd0454fe9c96e	PDB	1	335	6eu3			https://swissmodel.expasy.org/repository/uniprot/P07703.pdb?from=1&to=335&template=6eu3&provider=pdb
P0CX38		236	5b3d8ce1732c1ef1ba33a9d1	SWISSMODEL	1	226	3j6x.49.A	-2.800678042	0.663990977	https://swissmodel.expasy.org/repository/uniprot/P0CX38.pdb?from=1&to=226&template=3j6x.49.A&provider=swissmodel
P0CX35		261	5b3d136c3b85d1e398d8c361	SWISSMODEL	2	261	4v88.5.A	-2.451864629	0.675375107	https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=2&to=261&template=4v88.5.A&provider=swissmodel
P0CX35		261	5af290bb02efd05dc5a466ad	PDB	1	261	6eml			https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=1&to=261&template=6eml&provider=pdb
P0CX35		261	5a9afac475daaa432978b078	PDB	1	261	5tzs			https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=1&to=261&template=5tzs&provider=pdb
P0CX35		261	5a9b21c175daaa5ea2916030	PDB	1	261	5wyk			https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=1&to=261&template=5wyk&provider=pdb
P0CX35		261	5af28ff202efd05995a7eaec	PDB	1	261	6fai			https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=1&to=261&template=6fai&provider=pdb
P0CX35		261	5a9b0a5575daaa1a47818177	PDB	1	261	5ll6			https://swissmodel.expasy.org/repository/uniprot/P0CX35.pdb?from=1&to=261&template=5ll6&provider=pdb
P40515		155	5b4283c6d60c592a23b5e5ba	SWISSMODEL	1	138	1y8m.1.A	-2.943106271	0.624327622	https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=138&template=1y8m.1.A&provider=swissmodel
P40515		155	5b20b16f02efd019cc941cc3	PDB	1	129	3uux			https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=129&template=3uux&provider=pdb
P40515		155	5a9af93475daaa2a76e875ad	PDB	1	129	2pqr			https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=129&template=2pqr&provider=pdb
P40515		155	5a9b0c8175daaa3ccf7d06d5	PDB	1	127	3o48			https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=127&template=3o48&provider=pdb
P40515		155	5a9b25ec75daaa1aa742f66f	PDB	1	129	2pqn			https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=129&template=2pqn&provider=pdb
P40515		155	5a9b238475daaa78fd29900b	PDB	1	138	1y8m			https://swissmodel.expasy.org/repository/uniprot/P40515.pdb?from=1&to=138&template=1y8m&provider=pdb
Q01477		912	5a56f737afa35881d54a6155	SWISSMODEL	206	230	2qiy.1.B	0.783313474	0.859083628	https://swissmodel.expasy.org/repository/uniprot/Q01477.pdb?from=206&to=230&template=2qiy.1.B&provider=swissmodel
Q01477		912	5a56f736afa35881d54a6151	SWISSMODEL	695	912	2y6e.1.A	-4.099571839	0.61171579	https://swissmodel.expasy.org/repository/uniprot/Q01477.pdb?from=695&to=912&template=2y6e.1.A&provider=swissmodel
Q01477		912	5b20b26f02efd01c9645d448	PDB	190	233	2qiy			https://swissmodel.expasy.org/repository/uniprot/Q01477.pdb?from=190&to=233&template=2qiy&provider=pdb
P33442		255	5b3d2e11732c1e552dea0832	SWISSMODEL	20	235	4v88.77.A	-4.565547834	0.592098034	https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=20&to=235&template=4v88.77.A&provider=swissmodel
P33442		255	5af28ff202efd05995a7eaec	PDB	1	255	6fai			https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=6fai&provider=pdb
P33442		255	5a9b21c175daaa5ea2916030	PDB	1	255	5wyk			https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=5wyk&provider=pdb
P33442		255	5af290bb02efd05dc5a466ad	PDB	1	255	6eml			https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=6eml&provider=pdb
P33442		255	5a9b0a5575daaa1a47818177	PDB	1	255	5ll6			https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=5ll6&provider=pdb
P0CX64	P0CX64-1	1770	5903a3c3d823cca571738d80	SWISSMODEL	632	833	3oyi.1.A	-4.530657986	0.597340182	https://swissmodel.expasy.org/repository/uniprot/P0CX64.pdb?from=632&to=833&template=3oyi.1.A&provider=swissmodel
P0CX33		63	5b2489fe7aaa0d566a1fa2d2	SWISSMODEL	1	63	4v6i.26.A	-8.666316129	0.19187164	https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=1&to=63&template=4v6i.26.A&provider=swissmodel
P0CX33		63	5b2489fe7aaa0d566a1fa2ce	SWISSMODEL	2	61	3j78.76.A	-2.720653683	0.599805034	https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=2&to=61&template=3j78.76.A&provider=swissmodel
P0CX33		63	5af290bb02efd05dc5a466ad	PDB	1	63	6eml			https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=1&to=63&template=6eml&provider=pdb
P0CX33		63	5a9b097175daaa0f820f989d	PDB	1	63	3j16			https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=1&to=63&template=3j16&provider=pdb
P0CX33		63	5a9b0a5575daaa1a47818177	PDB	1	63	5ll6			https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=1&to=63&template=5ll6&provider=pdb
P0CX33		63	5a9b21c175daaa5ea2916030	PDB	1	63	5wyk			https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=1&to=63&template=5wyk&provider=pdb
P0CX33		63	5af28ff202efd05995a7eaec	PDB	1	63	6fai			https://swissmodel.expasy.org/repository/uniprot/P0CX33.pdb?from=1&to=63&template=6fai&provider=pdb
P38164		1038	59ad0d947f4bf9ba417c87e6	SWISSMODEL	4	418	5wyj.20.A	-4.830377695	0.598947581	https://swissmodel.expasy.org/repository/uniprot/P38164.pdb?from=4&to=418&template=5wyj.20.A&provider=swissmodel
P35997		82	5b240b3f7f4bf991cd3d2bbd	SWISSMODEL	2	82	3j78.73.A	-3.595556226	0.556182021	https://swissmodel.expasy.org/repository/uniprot/P35997.pdb?from=2&to=82&template=3j78.73.A&provider=swissmodel
P35997		82	5af28ff202efd05995a7eaec	PDB	1	82	6fai			https://swissmodel.expasy.org/repository/uniprot/P35997.pdb?from=1&to=82&template=6fai&provider=pdb
P35997		82	5a9b21c175daaa5ea2916030	PDB	1	82	5wyk			https://swissmodel.expasy.org/repository/uniprot/P35997.pdb?from=1&to=82&template=5wyk&provider=pdb
P35997		82	5af290bb02efd05dc5a466ad	PDB	1	82	6eml			https://swissmodel.expasy.org/repository/uniprot/P35997.pdb?from=1&to=82&template=6eml&provider=pdb
P35997		82	5a9b0a5575daaa1a47818177	PDB	1	82	5ll6			https://swissmodel.expasy.org/repository/uniprot/P35997.pdb?from=1&to=82&template=5ll6&provider=pdb
Q04344		158	5b424e6ea03a1b1b3189ccdc	SWISSMODEL	24	158	3o0m.1.A	-2.919187405	0.654820507	https://swissmodel.expasy.org/repository/uniprot/Q04344.pdb?from=24&to=158&template=3o0m.1.A&provider=swissmodel
Q04344		158	5b424e6ea03a1b1b3189ccd8	SWISSMODEL	25	154	3ksv.1.A	-3.257321757	0.64140576	https://swissmodel.expasy.org/repository/uniprot/Q04344.pdb?from=25&to=154&template=3ksv.1.A&provider=swissmodel
P39938		119	5b45d5ddd60c59c5452290f9	SWISSMODEL	2	98	3j78.72.A	-9.140008331	0.286159357	https://swissmodel.expasy.org/repository/uniprot/P39938.pdb?from=2&to=98&template=3j78.72.A&provider=swissmodel
P39938		119	5a9b0a5575daaa1a47818177	PDB	1	119	5ll6			https://swissmodel.expasy.org/repository/uniprot/P39938.pdb?from=1&to=119&template=5ll6&provider=pdb
Q3E792		108	5b46f04f8fd6f9f699e0d6e6	SWISSMODEL	24	108	4v6i.22.A	-5.252134173	0.46730485	https://swissmodel.expasy.org/repository/uniprot/Q3E792.pdb?from=24&to=108&template=4v6i.22.A&provider=swissmodel
Q3E792		108	5af290bb02efd05dc5a466ad	PDB	1	108	6eml			https://swissmodel.expasy.org/repository/uniprot/Q3E792.pdb?from=1&to=108&template=6eml&provider=pdb
Q3E792		108	5af28ff202efd05995a7eaec	PDB	1	108	6fai			https://swissmodel.expasy.org/repository/uniprot/Q3E792.pdb?from=1&to=108&template=6fai&provider=pdb
P53741		515	5b3d84883b85d13a95bcefd6	SWISSMODEL	1	141	1zx2.1.B	-0.368023532	0.762895762	https://swissmodel.expasy.org/repository/uniprot/P53741.pdb?from=1&to=141&template=1zx2.1.B&provider=swissmodel
P53741		515	5b20b26f02efd01c9645d448	PDB	1	146	2qiy			https://swissmodel.expasy.org/repository/uniprot/P53741.pdb?from=1&to=146&template=2qiy&provider=pdb
P53741		515	5a9af8b575daaa2514ab7519	PDB	1	146	1zx2			https://swissmodel.expasy.org/repository/uniprot/P53741.pdb?from=1&to=146&template=1zx2&provider=pdb
P0CX32		135	5b4415d5732c1e13e68755a6	SWISSMODEL	1	96	4v6i.29.A	-7.83550442	0.361332778	https://swissmodel.expasy.org/repository/uniprot/P0CX32.pdb?from=1&to=96&template=4v6i.29.A&provider=swissmodel
P0CX32		135	5b4415d5732c1e13e68755a2	SWISSMODEL	2	135	3j16.1.L	-3.225861913	0.610230736	https://swissmodel.expasy.org/repository/uniprot/P0CX32.pdb?from=2&to=135&template=3j16.1.L&provider=swissmodel
P0C0W1		130	5b4c2c3ec4494f7557239fe6	SWISSMODEL	2	129	4v9o.2.d	-3.551090911	0.596459009	https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=2&to=129&template=4v9o.2.d&provider=swissmodel
P0C0W1		130	5af290bb02efd05dc5a466ad	PDB	1	130	6eml			https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=6eml&provider=pdb
P0C0W1		130	5a9afac475daaa432978b078	PDB	1	130	5tzs			https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=5tzs&provider=pdb
P0C0W1		130	5b17a84202efd09bf8ecc1c5	PDB	1	130	5jpq			https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=5jpq&provider=pdb
P0C0W1		130	5a9b21c175daaa5ea2916030	PDB	1	130	5wyk			https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=5wyk&provider=pdb
P0C0W1		130	5b4378d302efd09f3742a401	PDB	2	130	4v4b			https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=2&to=130&template=4v4b&provider=pdb
P0C0W1		130	5af28ff202efd05995a7eaec	PDB	1	130	6fai			https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=6fai&provider=pdb
P0C0W1		130	5a9b0a5575daaa1a47818177	PDB	1	130	5ll6			https://swissmodel.expasy.org/repository/uniprot/P0C0W1.pdb?from=1&to=130&template=5ll6&provider=pdb
P07280		144	5ad7ceeac730d437ae92c74d	SWISSMODEL	1	144	4v6i.20.A	-4.783317442	0.536450876	https://swissmodel.expasy.org/repository/uniprot/P07280.pdb?from=1&to=144&template=4v6i.20.A&provider=swissmodel
P07280		144	5af290bb02efd05dc5a466ad	PDB	1	144	6eml			https://swissmodel.expasy.org/repository/uniprot/P07280.pdb?from=1&to=144&template=6eml&provider=pdb
P07280		144	5af28ff202efd05995a7eaec	PDB	1	144	6fai			https://swissmodel.expasy.org/repository/uniprot/P07280.pdb?from=1&to=144&template=6fai&provider=pdb
P0CX55		146	5b433e813b85d1e80f8c6ef3	SWISSMODEL	15	146	4v5z.12.A	-3.624071771	0.586148612	https://swissmodel.expasy.org/repository/uniprot/P0CX55.pdb?from=15&to=146&template=4v5z.12.A&provider=swissmodel
P0CX55		146	5b433e813b85d1e80f8c6eef	SWISSMODEL	2	128	5wlc.1.A	-2.470674557	0.65621855	https://swissmodel.expasy.org/repository/uniprot/P0CX55.pdb?from=2&to=128&template=5wlc.1.A&provider=swissmodel
P0CX55		146	5af290bb02efd05dc5a466ad	PDB	1	146	6eml			https://swissmodel.expasy.org/repository/uniprot/P0CX55.pdb?from=1&to=146&template=6eml&provider=pdb
P0CX55		146	5af28ff202efd05995a7eaec	PDB	1	146	6fai			https://swissmodel.expasy.org/repository/uniprot/P0CX55.pdb?from=1&to=146&template=6fai&provider=pdb
P39525		442	5b3b90003b85d17a599ba0f5	SWISSMODEL	3	439	4r8e.1.A	-3.407134109	0.644058493	https://swissmodel.expasy.org/repository/uniprot/P39525.pdb?from=3&to=439&template=4r8e.1.A&provider=swissmodel
P14127		136	5b4401b8a03a1b0ad31e732d	SWISSMODEL	2	130	5it9.1.R	-3.215376807	0.609725745	https://swissmodel.expasy.org/repository/uniprot/P14127.pdb?from=2&to=130&template=5it9.1.R&provider=swissmodel
P02407		136	5b43feef732c1ecb22dcb527	SWISSMODEL	2	130	5it9.1.R	-3.215376807	0.609725745	https://swissmodel.expasy.org/repository/uniprot/P02407.pdb?from=2&to=130&template=5it9.1.R&provider=swissmodel
P02407		136	5af290bb02efd05dc5a466ad	PDB	1	136	6eml			https://swissmodel.expasy.org/repository/uniprot/P02407.pdb?from=1&to=136&template=6eml&provider=pdb
P02407		136	5af28ff202efd05995a7eaec	PDB	1	136	6fai			https://swissmodel.expasy.org/repository/uniprot/P02407.pdb?from=1&to=136&template=6fai&provider=pdb
P0CX52		143	5b4384e808cc8f8fa079b1cc	SWISSMODEL	3	143	3j6x.59.A	-3.632126041	0.592266512	https://swissmodel.expasy.org/repository/uniprot/P0CX52.pdb?from=3&to=143&template=3j6x.59.A&provider=swissmodel
P0CX52		143	5b4378d302efd09f3742a401	PDB	2	143	4v4b			https://swissmodel.expasy.org/repository/uniprot/P0CX52.pdb?from=2&to=143&template=4v4b&provider=pdb
P40065		302	5b3b473a9ffd123779a3be63	SWISSMODEL	222	263	5ktb.1.C	-0.462430297	0.716377514	https://swissmodel.expasy.org/repository/uniprot/P40065.pdb?from=222&to=263&template=5ktb.1.C&provider=swissmodel
P40065		302	5b3b473a9ffd123779a3be5f	SWISSMODEL	90	191	5cyz.1.B	-3.276585782	0.627150378	https://swissmodel.expasy.org/repository/uniprot/P40065.pdb?from=90&to=191&template=5cyz.1.B&provider=swissmodel
P40065		302	5b20b3f202efd022dbedba73	PDB	87	191	5cyz			https://swissmodel.expasy.org/repository/uniprot/P40065.pdb?from=87&to=191&template=5cyz&provider=pdb
P40065		302	5a9b281475daaa390864088e	PDB	87	191	5czo			https://swissmodel.expasy.org/repository/uniprot/P40065.pdb?from=87&to=191&template=5czo&provider=pdb
P40065		302	5a9b12e875daaa14b768686a	PDB	221	290	5ktb			https://swissmodel.expasy.org/repository/uniprot/P40065.pdb?from=221&to=290&template=5ktb&provider=pdb
P0CX51		143	5b4384e808cc8f8fa079b1cc	SWISSMODEL	3	143	3j6x.59.A	-3.632126041	0.592266512	https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=3&to=143&template=3j6x.59.A&provider=swissmodel
P0CX51		143	5a9afac475daaa432978b078	PDB	1	143	5tzs			https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=5tzs&provider=pdb
P0CX51		143	5b17a84202efd09bf8ecc1c5	PDB	1	143	5jpq			https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=5jpq&provider=pdb
P0CX51		143	5a9b21c175daaa5ea2916030	PDB	1	143	5wyk			https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=5wyk&provider=pdb
P0CX51		143	5af28ff202efd05995a7eaec	PDB	1	143	6fai			https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=6fai&provider=pdb
P0CX51		143	5af290bb02efd05dc5a466ad	PDB	1	143	6eml			https://swissmodel.expasy.org/repository/uniprot/P0CX51.pdb?from=1&to=143&template=6eml&provider=pdb
P39516		138	5b43dbe9d60c598ad0435599	SWISSMODEL	11	138	4u6f.90.A	-2.363568284	0.660365394	https://swissmodel.expasy.org/repository/uniprot/P39516.pdb?from=11&to=138&template=4u6f.90.A&provider=swissmodel
P48589		143	5a80119fa52be7ba58abb39c	SWISSMODEL	20	143	5obm.132.A	-4.663753941	0.535827074	https://swissmodel.expasy.org/repository/uniprot/P48589.pdb?from=20&to=143&template=5obm.132.A&provider=swissmodel
P48589		143	5af290bb02efd05dc5a466ad	PDB	1	143	6eml			https://swissmodel.expasy.org/repository/uniprot/P48589.pdb?from=1&to=143&template=6eml&provider=pdb
P48589		143	5af28ff202efd05995a7eaec	PDB	1	143	6fai			https://swissmodel.expasy.org/repository/uniprot/P48589.pdb?from=1&to=143&template=6fai&provider=pdb
P53117		311	5b3b0d673b85d1d0aa896b85	SWISSMODEL	102	214	5azx.1.A	-3.660541933	0.603847891	https://swissmodel.expasy.org/repository/uniprot/P53117.pdb?from=102&to=214&template=5azx.1.A&provider=swissmodel
P53117		311	5b3b0d673b85d1d0aa896b81	SWISSMODEL	99	139	3n7x.1.A	-2.569928594	0.494366937	https://swissmodel.expasy.org/repository/uniprot/P53117.pdb?from=99&to=139&template=3n7x.1.A&provider=swissmodel
P32379		260	5b3d1ace732c1ef00a508599	SWISSMODEL	1	249	4g4s.1.E	-0.250203523	0.769668445	https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=249&template=4g4s.1.E&provider=swissmodel
P32379		260	5b4598e902efd0f5f19980bb	PDB	1	260	5bxn			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=5bxn&provider=pdb
P32379		260	5b20b3f002efd022dbedba2d	PDB	1	260	4qzz			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4qzz&provider=pdb
P32379		260	5b20b32202efd01e70dab08c	PDB	1	260	4y6z			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4y6z&provider=pdb
P32379		260	5b20b2f902efd01e70daa865	PDB	1	260	5l5z			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=5l5z&provider=pdb
P32379		260	5b20b2ce02efd01d611a1786	PDB	1	260	4quy			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4quy&provider=pdb
P32379		260	5b20b29a02efd01d611a0cff	PDB	1	260	4qvy			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4qvy&provider=pdb
P32379		260	5b20b23c02efd01bd9b498b5	PDB	1	260	2zcy			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=2zcy&provider=pdb
P32379		260	5b20b1fb02efd01bd9b48c6e	PDB	1	260	4y7y			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4y7y&provider=pdb
P32379		260	5b20b1ce02efd01abb493259	PDB	1	260	5l5y			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=5l5y&provider=pdb
P32379		260	5b20b1b202efd01abb492d21	PDB	1	260	3nzx			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=3nzx&provider=pdb
P32379		260	5b20b16702efd019cc941b03	PDB	1	260	4qwx			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4qwx&provider=pdb
P32379		260	5b20b10202efd018344088ad	PDB	1	260	4y7x			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4y7x&provider=pdb
P32379		260	5b20b0b802efd0173d170971	PDB	1	260	4qzw			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4qzw&provider=pdb
P32379		260	5b20b09202efd0173d17017e	PDB	1	260	5d0x			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=5d0x&provider=pdb
P32379		260	5b20b08202efd0173d16fe77	PDB	1	260	3nzw			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=3nzw&provider=pdb
P32379		260	5b20b05e02efd01696ad73ea	PDB	1	260	4nnw			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4nnw&provider=pdb
P32379		260	5b20afa402efd014b7885505	PDB	1	260	4y7w			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4y7w&provider=pdb
P32379		260	5b20af6002efd013252badda	PDB	1	260	4qvv			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=4qvv&provider=pdb
P32379		260	5b1798ed02efd00ec85e5058	PDB	1	260	1fnt			https://swissmodel.expasy.org/repository/uniprot/P32379.pdb?from=1&to=260&template=1fnt&provider=pdb
