,OG_ID
330,OG26203
331,OG18729
332,OG44923
333,OG44862
334,OG27488
335,OG19643
336,OG176011
337,OG181074
338,OG69197
339,OG230494
340,OG202503
341,OG73435
342,OG19833
343,OG23680
344,OG20413
345,OG59213
346,OG43567
347,OG46341
348,OG14307
349,OG128511
350,OG177955
351,OG42866
352,OG21975
353,OG88061
354,OG23026
355,OG28651
356,OG112077
357,OG55259
358,OG98151
359,OG148987
360,OG113113
361,OG220606
362,OG129690
363,OG25463
364,OG18815
365,OG28706
366,OG31620
367,OG202011
368,OG116549
369,OG28683
370,OG115087
371,OG56437
372,OG178023
373,OG213439
374,OG22626
375,OG19490
376,OG161109
377,OG26449
378,OG63624
379,OG55209
380,OG55275
381,OG173082
382,OG18916
383,OG17558
384,OG33496
385,OG17886
386,OG20283
387,OG166077
388,OG23639
389,OG28663
390,OG23393
391,OG216743
392,OG109612
393,OG23748
394,OG23625
395,OG42534
396,OG55336
397,OG82948
398,OG142064
399,OG83065
400,OG23802
401,OG138988
402,OG23590
403,OG27545
404,OG33474
405,OG193273
406,OG205022
407,OG23730
408,OG25335
409,OG131305
410,OG42559
411,OG20386
412,OG203645
413,OG23536
414,OG18777
415,OG90016
416,OG26177
417,OG19503
418,OG26174
419,OG170031
420,OG44784
421,OG22608
422,OG39803
423,OG20188
424,OG107551
425,OG23649
426,OG23713
427,OG28717
428,OG168830
429,OG13988
430,OG205594
431,OG67489
432,OG55327
433,OG23432
434,OG21842
435,OG27566
436,OG161008
437,OG97383
438,OG108492
439,OG174549
440,OG109179
441,OG27610
442,OG27592
443,OG230137
444,OG44788
445,OG65384
446,OG44839
447,OG125953
448,OG153810
449,OG164237
450,OG21861
451,OG85212
452,OG145751
453,OG183709
454,OG150647
455,OG14965
456,OG44837
457,OG20383
458,OG146107
459,OG67427
460,OG23485
461,OG113998
462,OG28685
463,OG20140
464,OG110990
465,OG19375
466,OG19441
467,OG23609
468,OG201978
469,OG177781
470,OG28729
471,OG192675
472,OG55249
473,OG57329
474,OG27482
475,OG126461
476,OG157652
477,OG159908
478,OG28687
479,OG206686
480,OG55206
481,OG44779
482,OG20176
483,OG42601
484,OG189354
485,OG143010
486,OG21864
487,OG19082
488,OG22805
489,OG20141
490,OG22593
491,OG20179
492,OG178051
493,OG63383
494,OG35672
495,OG26597
496,OG36370
497,OG33488
498,OG20000
499,OG154205
500,OG19798
501,OG20149
502,OG44805
503,OG201769
504,OG27583
505,OG55309
506,OG37325
507,OG19651
508,OG20200
509,OG222601
510,OG23500
511,OG66892
512,OG35662
513,OG70120
514,OG41569
515,OG130780
516,OG232287
517,OG19725
518,OG69642
519,OG23728
520,OG190251
521,OG106617
522,OG25401
523,OG22768
524,OG23629
525,OG90707
526,OG18810
527,OG36773
528,OG26032
529,OG25413
530,OG19299
531,OG135037
532,OG162724
533,OG180054
534,OG26059
535,OG77253
536,OG32713
537,OG123229
538,OG28724
539,OG120916
540,OG23674
541,OG138867
542,OG23825
543,OG132046
544,OG23325
545,OG23383
546,OG148970
547,OG44787
548,OG20195
549,OG23059
550,OG117298
551,OG23017
552,OG23636
553,OG44918
554,OG118159
555,OG41591
556,OG21642
557,OG87268
558,OG55241
559,OG122190
560,OG28650
561,OG223867
562,OG25726
563,OG20238
564,OG23411
565,OG28645
566,OG18723
567,OG19569
568,OG23552
569,OG43186
570,OG175199
571,OG20415
572,OG81257
573,OG205875
574,OG23644
575,OG11681
576,OG23558
577,OG27606
578,OG51461
579,OG28691
580,OG19866
581,OG26741
582,OG123658
583,OG234315
584,OG221446
585,OG46294
586,OG43688
587,OG23467
588,OG41595
589,OG118211
590,OG229982
591,OG195797
592,OG169619
593,OG206315
594,OG23664
595,OG56438
596,OG23362
597,OG171255
598,OG84428
599,OG20426
600,OG23007
601,OG33492
602,OG44913
603,OG65813
604,OG37323
605,OG107624
606,OG23335
607,OG20384
608,OG44831
609,OG227064
610,OG89522
611,OG147555
612,OG19139
613,OG55296
614,OG19940
615,OG73326
616,OG186865
617,OG167357
618,OG28671
619,OG28658
620,OG23330
621,OG208651
622,OG32028
623,OG138107
624,OG221032
625,OG33573
626,OG55230
627,OG11386
628,OG137603
629,OG65790
630,OG43192
631,OG20289
632,OG27864
633,OG124823
634,OG33564
635,OG23746
636,OG18762
637,OG44900
638,OG227995
639,OG43920
640,OG46319
641,OG24731
642,OG126008
643,OG55224
644,OG140756
645,OG226237
646,OG20355
647,OG43435
648,OG202795
649,OG27013
650,OG55238
651,OG33541
652,OG151032
653,OG227263
654,OG189492
655,OG39583
656,OG20267
657,OG197988
658,OG35680
659,OG20287
660,OG149294
661,OG222415
662,OG142546
663,OG184256
664,OG97575
665,OG20379
666,OG220484
667,OG27555
668,OG164087
669,OG124162
670,OG28624
671,OG228557
672,OG147265
673,OG23380
674,OG42495
675,OG23685
676,OG167733
677,OG20388
678,OG25486
679,OG153386
680,OG35679
681,OG23744
682,OG175952
683,OG44871
684,OG44920
685,OG36377
686,OG182443
687,OG23823
688,OG32712
689,OG23678
690,OG26175
691,OG28705
692,OG44813
693,OG115456
694,OG27575
695,OG89270
696,OG95798
697,OG33510
698,OG216844
699,OG23518
700,OG90735
701,OG44889
702,OG55198
703,OG44807
704,OG20030
705,OG127115
706,OG173631
707,OG222795
708,OG20339
709,OG33576
710,OG27632
711,OG86402
712,OG88662
713,OG198736
714,OG85853
715,OG20430
716,OG101204
717,OG23496
718,OG27639
719,OG152187
720,OG23314
721,OG23667
722,OG178909
723,OG51469
724,OG20372
725,OG128532
726,OG55201
727,OG214033
728,OG118663
729,OG72473
730,OG22348
731,OG44808
732,OG122707
733,OG20164
734,OG73804
735,OG46336
736,OG15763
737,OG69447
738,OG22401
739,OG194479
740,OG20162
741,OG42928
742,OG36369
743,OG229525
744,OG162560
745,OG74619
746,OG189720
747,OG20369
748,OG221001
749,OG10263
750,OG11208
751,OG20356
752,OG23468
753,OG23696
754,OG156076
755,OG18082
756,OG55294
757,OG19501
758,OG23635
759,OG23350
760,OG27612
761,OG41625
762,OG150500
763,OG20405
764,OG146145
765,OG211212
766,OG192941
767,OG20378
768,OG20272
769,OG23502
770,OG28692
771,OG55217
772,OG57318
773,OG121911
774,OG32546
775,OG33554
776,OG77707
777,OG51441
778,OG21652
779,OG23756
780,OG43176
781,OG164838
782,OG139976
783,OG106793
784,OG15836
785,OG162519
786,OG88623
787,OG127017
788,OG68279
789,OG158767
790,OG85315
791,OG67446
792,OG33512
793,OG23817
794,OG230277
795,OG20396
796,OG31951
797,OG23477
798,OG27753
799,OG173148
800,OG35674
801,OG177670
802,OG177972
803,OG19892
804,OG165672
805,OG22948
806,OG64255
807,OG23704
808,OG55245
809,OG26811
810,OG149254
811,OG22793
812,OG230794
813,OG27441
814,OG31602
815,OG167814
816,OG196211
817,OG23443
818,OG76862
819,OG28694
820,OG199591
821,OG86167
822,OG73909
823,OG25202
824,OG20300
825,OG20247
826,OG42501
827,OG55303
828,OG206360
829,OG219568
830,OG23355
831,OG55235
832,OG182576
833,OG20338
834,OG57365
835,OG215431
836,OG52720
837,OG31981
838,OG42538
839,OG23539
840,OG57367
841,OG33486
842,OG72390
843,OG91045
844,OG175649
845,OG23591
846,OG233499
847,OG19937
848,OG18859
849,OG23651
850,OG178401
851,OG55319
852,OG172850
853,OG72196
854,OG80587
855,OG142089
856,OG194001
857,OG19432
858,OG31632
859,OG83192
860,OG23429
861,OG66594
862,OG41620
863,OG84226
864,OG14097
865,OG88910
866,OG51453
867,OG72270
868,OG23013
869,OG157295
870,OG27849
871,OG20326
872,OG177968
873,OG161853
874,OG22627
875,OG188956
876,OG135332
877,OG102802
878,OG232170
879,OG153368
880,OG179804
881,OG181314
882,OG184463
883,OG144055
884,OG133125
885,OG23662
886,OG57372
887,OG120780
888,OG44898
889,OG21689
890,OG85476
891,OG57300
892,OG17959
893,OG23442
894,OG78933
895,OG204053
896,OG203636
897,OG27043
898,OG44782
899,OG146957
900,OG28638
901,OG202855
902,OG27050
903,OG23731
904,OG20344
905,OG23331
906,OG131289
907,OG22847
908,OG107178
909,OG179920
910,OG211526
911,OG156151
912,OG189459
913,OG10756
914,OG144394
915,OG91122
916,OG127931
917,OG23304
918,OG42568
919,OG33515
920,OG33503
921,OG55225
922,OG216342
923,OG69709
924,OG77996
925,OG174627
926,OG57349
927,OG43185
928,OG20420
929,OG19444
930,OG57301
931,OG23389
932,OG70508
933,OG41577
934,OG33470
935,OG19587
936,OG188098
937,OG23454
938,OG19876
939,OG66958
940,OG93641
941,OG17634
942,OG20248
943,OG23597
944,OG65767
945,OG125220
946,OG68718
947,OG85697
948,OG48524
949,OG31627
950,OG20403
951,OG23340
952,OG19497
953,OG20139
954,OG43419
955,OG212134
956,OG57383
957,OG21879
958,OG80701
959,OG105297
960,OG32703
961,OG215113
962,OG105765
963,OG146403
964,OG182874
965,OG26163
966,OG196243
967,OG22621
968,OG43200
969,OG202281
970,OG191549
971,OG93102
972,OG90685
973,OG26507
974,OG55278
975,OG128839
976,OG23090
977,OG35663
978,OG28712
979,OG20260
980,OG23371
981,OG44824
982,OG83673
983,OG180020
984,OG152628
985,OG64855
986,OG193309
987,OG167701
988,OG27511
989,OG194438
990,OG33568
991,OG94558
992,OG23546
993,OG201177
994,OG171057
995,OG20152
996,OG226539
997,OG27061
998,OG17964
999,OG32696
1000,OG33556
1001,OG176346
1002,OG156375
1003,OG74821
1004,OG227827
1005,OG169239
1006,OG27019
1007,OG55337
1008,OG17875
1009,OG36383
1010,OG223947
1011,OG152556
1012,OG20148
1013,OG24566
1014,OG28698
1015,OG20137
1016,OG31839
1017,OG42464
1018,OG20381
1019,OG229885
1020,OG105187
1021,OG55300
1022,OG27603
1023,OG198619
1024,OG50675
1025,OG32501
1026,OG125671
1027,OG71831
1028,OG20255
1029,OG23456
1030,OG55195
1031,OG27579
1032,OG126483
1033,OG23156
1034,OG20281
1035,OG28697
1036,OG20262
1037,OG144047
1038,OG32710
1039,OG196388
1040,OG92118
1041,OG32000
1042,OG23230
1043,OG51857
1044,OG149101
1045,OG171573
1046,OG28629
1047,OG31244
1048,OG20239
1049,OG113816
1050,OG23811
1051,OG98262
1052,OG46297
1053,OG28643
1054,OG30317
1055,OG155487
1056,OG234352
1057,OG196735
1058,OG55299
1059,OG154825
1060,OG170020
1061,OG26197
1062,OG70538
1063,OG186324
1064,OG144125
1065,OG23620
1066,OG124662
1067,OG20305
1068,OG25432
1069,OG107199
1070,OG18790
1071,OG115042
1072,OG32707
1073,OG27588
1074,OG33873
1075,OG134493
1076,OG44833
1077,OG23434
1078,OG23498
1079,OG222826
1080,OG24912
1081,OG55229
1082,OG43364
1083,OG44819
1084,OG168039
1085,OG27594
1086,OG91059
1087,OG57357
1088,OG23634
1089,OG44822
1090,OG183687
1091,OG17144
1092,OG23722
1093,OG44857
1094,OG30942
1095,OG31604
1096,OG23478
1097,OG23483
1098,OG149332
1099,OG111336
1100,OG23602
1101,OG16204
1102,OG25965
1103,OG23821
1104,OG205303
1105,OG28644
1106,OG100026
1107,OG28709
1108,OG44872
1109,OG27063
1110,OG18781
1111,OG69324
1112,OG71129
1113,OG35658
1114,OG28661
1115,OG125664
1116,OG20291
1117,OG18780
1118,OG130980
1119,OG22902
1120,OG173508
1121,OG23758
1122,OG17955
1123,OG160994
1124,OG20205
1125,OG27565
1126,OG27605
1127,OG23452
1128,OG199144
1129,OG20168
1130,OG137955
1131,OG23832
1132,OG25951
1133,OG18066
1134,OG27024
1135,OG32701
1136,OG23819
1137,OG123304
1138,OG164419
1139,OG46328
1140,OG44866
1141,OG70127
1142,OG23729
1143,OG23301
1144,OG33500
1145,OG23601
1146,OG147075
1147,OG164220
1148,OG31766
1149,OG23417
1150,OG232147
1151,OG152603
1152,OG23826
1153,OG23021
1154,OG57280
1155,OG217338
1156,OG73456
1157,OG131151
1158,OG136832
1159,OG156229
1160,OG20178
1161,OG23323
1162,OG23343
1163,OG19219
1164,OG80502
1165,OG27381
1166,OG23754
1167,OG22604
1168,OG23711
1169,OG28660
1170,OG44917
1171,OG26815
1172,OG122140
1173,OG66285
1174,OG23592
1175,OG28723
1176,OG68246
1177,OG23347
1178,OG28728
1179,OG89178
1180,OG23624
1181,OG55255
1182,OG113634
1183,OG44844
1184,OG41579
1185,OG23544
1186,OG20020
1187,OG124549
1188,OG22128
1189,OG31986
1190,OG45804
1191,OG89399
1192,OG27541
1193,OG74932
1194,OG44932
1195,OG23437
1196,OG227683
1197,OG91978
1198,OG125991
1199,OG21757
1200,OG20186
1201,OG44802
1202,OG214232
1203,OG44783
1204,OG157057
1205,OG197461
1206,OG33513
1207,OG17397
1208,OG122744
1209,OG142168
1210,OG217948
1211,OG109335
1212,OG41592
1213,OG182144
1214,OG27166
1215,OG224094
1216,OG23569
1217,OG159388
1218,OG227566
1219,OG27564
1220,OG141918
1221,OG31596
1222,OG43191
1223,OG30349
1224,OG113603
1225,OG23765
1226,OG20271
1227,OG26490
1228,OG25855
1229,OG23824
1230,OG22469
1231,OG23412
1232,OG233975
1233,OG19673
1234,OG81015
1235,OG23732
1236,OG33531
1237,OG22836
1238,OG52729
1239,OG141477
1240,OG91297
1241,OG45997
1242,OG70006
1243,OG151441
1244,OG23652
1245,OG41604
1246,OG234216
1247,OG160539
1248,OG76037
1249,OG67074
1250,OG183033
1251,OG190014
1252,OG44865
1253,OG201685
1254,OG33325
1255,OG21784
1256,OG23791
1257,OG20275
1258,OG108670
1259,OG19696
1260,OG153224
1261,OG170497
1262,OG12812
1263,OG23369
1264,OG55298
1265,OG44172
1266,OG23663
1267,OG229184
1268,OG120884
1269,OG23676
1270,OG199441
1271,OG19489
1272,OG23772
1273,OG81839
1274,OG12775
1275,OG20408
1276,OG192847
1277,OG19479
1278,OG66557
1279,OG46326
1280,OG27615
1281,OG83726
1282,OG23626
1283,OG46303
1284,OG104512
1285,OG82423
1286,OG213262
1287,OG23470
1288,OG23375
1289,OG44888
1290,OG221698
1291,OG127731
1292,OG20350
1293,OG174697
1294,OG117048
1295,OG173533
1296,OG22769
1297,OG22766
1298,OG110841
1299,OG154447
1300,OG24911
1301,OG84610
1302,OG232775
1303,OG33563
1304,OG205071
1305,OG202426
1306,OG91724
1307,OG22460
1308,OG32200
1309,OG188789
1310,OG21724
1311,OG23353
1312,OG10011
1313,OG25817
1314,OG35675
1315,OG21931
1316,OG93685
1317,OG94006
1318,OG13948
1319,OG172103
1320,OG27856
1321,OG20132
1322,OG44868
1323,OG55254
1324,OG22451
1325,OG27779
1326,OG44803
1327,OG20221
1328,OG20299
1329,OG20257
1330,OG100273
1331,OG44846
1332,OG33461
1333,OG87679
1334,OG22810
1335,OG41590
1336,OG20314
1337,OG27035
1338,OG23486
1339,OG55240
1340,OG28488
1341,OG42598
1342,OG200653
1343,OG28197
1344,OG27519
1345,OG27533
1346,OG129111
1347,OG139020
1348,OG28720
1349,OG52711
1350,OG57326
1351,OG151939
1352,OG41618
1353,OG55329
1354,OG154884
1355,OG153726
1356,OG215497
1357,OG57302
1358,OG23471
1359,OG23446
1360,OG91409
1361,OG122879
1362,OG43197
1363,OG32697
1364,OG153837
1365,OG112369
1366,OG23813
1367,OG27532
1368,OG27766
1369,OG205196
1370,OG57322
1371,OG137557
1372,OG205950
1373,OG19941
1374,OG181088
1375,OG22613
1376,OG229076
1377,OG151563
1378,OG27493
1379,OG55304
1380,OG22686
1381,OG112317
1382,OG22462
1383,OG29301
1384,OG30587
1385,OG23768
1386,OG123521
1387,OG201469
1388,OG21747
1389,OG23378
1390,OG199339
1391,OG19939
1392,OG32379
1393,OG117548
1394,OG158706
1395,OG26744
1396,OG127108
1397,OG27065
1398,OG62988
1399,OG20371
1400,OG20342
1401,OG26511
1402,OG93082
1403,OG23761
1404,OG185426
1405,OG214183
1406,OG202101
1407,OG23020
1408,OG23809
1409,OG23541
1410,OG55347
1411,OG133178
1412,OG146381
1413,OG19359
1414,OG55204
1415,OG26492
1416,OG26454
1417,OG27030
1418,OG23005
1419,OG118822
1420,OG211504
1421,OG27494
1422,OG42603
1423,OG44921
1424,OG171434
1425,OG28654
1426,OG218454
1427,OG97412
1428,OG84282
1429,OG23324
1430,OG18078
1431,OG44884
1432,OG91425
1433,OG166520
1434,OG23381
1435,OG21721
1436,OG23681
1437,OG19828
1438,OG14732
1439,OG23804
1440,OG28673
1441,OG66702
1442,OG87793
1443,OG102681
1444,OG20349
1445,OG26596
1446,OG42830
1447,OG57352
1448,OG20192
1449,OG18773
1450,OG186606
1451,OG20169
1452,OG71167
1453,OG20348
1454,OG24513
1455,OG225365
1456,OG20250
1457,OG19512
1458,OG109060
1459,OG27549
1460,OG19328
1461,OG51465
1462,OG23776
1463,OG23739
1464,OG19729
1465,OG159229
1466,OG46334
1467,OG92763
1468,OG221124
1469,OG23433
1470,OG231108
1471,OG28641
1472,OG23762
1473,OG23528
1474,OG117626
1475,OG20236
1476,OG55269
1477,OG20414
1478,OG143615
1479,OG26608
1480,OG27067
1481,OG59214
1482,OG13960
1483,OG207672
1484,OG223406
1485,OG19514
1486,OG20293
1487,OG20217
1488,OG155844
1489,OG23638
1490,OG147751
1491,OG22551
1492,OG23492
1493,OG44875
1494,OG23295
1495,OG186551
1496,OG44912
1497,OG225350
1498,OG41608
1499,OG20303
1500,OG173241
1501,OG31952
1502,OG22702
1503,OG82290
1504,OG187973
1505,OG36366
1506,OG42611
1507,OG167607
1508,OG91025
1509,OG18921
1510,OG26147
1511,OG23613
1512,OG23566
1513,OG95515
1514,OG211725
1515,OG200662
1516,OG27562
1517,OG22899
1518,OG35666
1519,OG27051
1520,OG197075
1521,OG206894
1522,OG22389
1523,OG12391
1524,OG76203
1525,OG25436
1526,OG23593
1527,OG42622
1528,OG23719
1529,OG181402
1530,OG230612
1531,OG39750
1532,OG91469
1533,OG166225
1534,OG23472
1535,OG20315
1536,OG42873
1537,OG57297
1538,OG226619
1539,OG28626
1540,OG27373
1541,OG23395
1542,OG123231
1543,OG226663
1544,OG16528
1545,OG119944
1546,OG19174
1547,OG55293
1548,OG17934
1549,OG88249
1550,OG19872
1551,OG31977
1552,OG36375
1553,OG231661
1554,OG156407
1555,OG44827
1556,OG23741
1557,OG27209
1558,OG43145
1559,OG23650
1560,OG147081
1561,OG119511
1562,OG10023
1563,OG32706
1564,OG23524
1565,OG123626
1566,OG23582
1567,OG151872
1568,OG36378
1569,OG23342
1570,OG184176
1571,OG57353
1572,OG213044
1573,OG23537
1574,OG27607
1575,OG75759
1576,OG57375
1577,OG57279
1578,OG216582
1579,OG36389
1580,OG135114
1581,OG29440
1582,OG48374
1583,OG18752
1584,OG41614
1585,OG22923
1586,OG69154
1587,OG129483
1588,OG55332
1589,OG198838
1590,OG55247
1591,OG181604
1592,OG198340
1593,OG189490
1594,OG22846
1595,OG23534
1596,OG230556
1597,OG27591
1598,OG149199
1599,OG20012
1600,OG70028
1601,OG23390
1602,OG135533
1603,OG172579
1604,OG188107
1605,OG228993
1606,OG134647
1607,OG122712
1608,OG16116
1609,OG27505
1610,OG215574
1611,OG32426
1612,OG23628
1613,OG23571
1614,OG148057
1615,OG19722
1616,OG195775
1617,OG23795
1618,OG120898
1619,OG101699
1620,OG32367
1621,OG183571
1622,OG20211
1623,OG175341
1624,OG182840
1625,OG23428
1626,OG23520
1627,OG84951
1628,OG20136
1629,OG20331
1630,OG23334
1631,OG20361
1632,OG57345
1633,OG136336
1634,OG132914
1635,OG20318
1636,OG25842
1637,OG86683
1638,OG23441
1639,OG25763
1640,OG23358
1641,OG44908
1642,OG23665
1643,OG128153
1644,OG161951
1645,OG202204
1646,OG119081
1647,OG20280
1648,OG32176
1649,OG165393
1650,OG211772
1651,OG98920
1652,OG19712
1653,OG23734
1654,OG23327
1655,OG44902
1656,OG195298
1657,OG8834
1658,OG71204
1659,OG137458
1660,OG20243
1661,OG28670
1662,OG142685
1663,OG232365
1664,OG27558
1665,OG22543
1666,OG57313
1667,OG27016
1668,OG27552
1669,OG23235
1670,OG170750
1671,OG78232
1672,OG157216
1673,OG22851
1674,OG27628
1675,OG55325
1676,OG19535
1677,OG19478
1678,OG123575
1679,OG86848
1680,OG44915
1681,OG44847
1682,OG108361
1683,OG154217
1684,OG44848
1685,OG25311
1686,OG26142
1687,OG213856
1688,OG119364
1689,OG177647
1690,OG221170
1691,OG57288
1692,OG23588
1693,OG23407
1694,OG100303
1695,OG14852
1696,OG23336
1697,OG27507
1698,OG55345
1699,OG23339
1700,OG120201
1701,OG20016
1702,OG20201
1703,OG161153
1704,OG23637
1705,OG117394
1706,OG23737
1707,OG23025
1708,OG23410
1709,OG28454
1710,OG201026
1711,OG87027
1712,OG210092
1713,OG129210
1714,OG232420
1715,OG23333
1716,OG46335
1717,OG23573
1718,OG55262
1719,OG23315
1720,OG91477
1721,OG78098
1722,OG23580
1723,OG57386
1724,OG166998
1725,OG44858
1726,OG159489
1727,OG35668
1728,OG18968
1729,OG23611
1730,OG104373
1731,OG138171
1732,OG117669
1733,OG30388
1734,OG134561
1735,OG44905
1736,OG41737
1737,OG16538
1738,OG150237
1739,OG32694
1740,OG207589
1741,OG74596
1742,OG27059
1743,OG204341
1744,OG27523
1745,OG25417
1746,OG82799
1747,OG84162
1748,OG46332
1749,OG224440
1750,OG163675
1751,OG32693
1752,OG213454
1753,OG131158
1754,OG32688
1755,OG32195
1756,OG31201
1757,OG33846
1758,OG27045
1759,OG32692
1760,OG11913
1761,OG106611
1762,OG108626
1763,OG181227
1764,OG21658
1765,OG27678
1766,OG204234
1767,OG20423
1768,OG20365
1769,OG54282
1770,OG20259
1771,OG128081
1772,OG28682
1773,OG149844
1774,OG137448
1775,OG129073
1776,OG43527
1777,OG28690
1778,OG23727
1779,OG28361
1780,OG42907
1781,OG23318
1782,OG180397
1783,OG217998
1784,OG100707
1785,OG25900
1786,OG66233
1787,OG43359
1788,OG126312
1789,OG120488
1790,OG184123
1791,OG143346
1792,OG71466
1793,OG108556
1794,OG23003
1795,OG28680
1796,OG22457
1797,OG90807
1798,OG159999
1799,OG130067
1800,OG56447
1801,OG27550
1802,OG184843
1803,OG26459
1804,OG31594
1805,OG23614
1806,OG35677
1807,OG16544
1808,OG28684
1809,OG147122
1810,OG43942
1811,OG57327
1812,OG100795
1813,OG23583
1814,OG99996
1815,OG191159
1816,OG57281
1817,OG173454
1818,OG19121
1819,OG18056
1820,OG18060
1821,OG124323
1822,OG16531
1823,OG27534
1824,OG94091
1825,OG191046
1826,OG86949
1827,OG23448
1828,OG139456
1829,OG57323
1830,OG22634
1831,OG23706
1832,OG23387
1833,OG27586
1834,OG19500
1835,OG121929
1836,OG31685
1837,OG23805
1838,OG23379
1839,OG31962
1840,OG66014
1841,OG57285
1842,OG22466
1843,OG183091
1844,OG55290
1845,OG14092
1846,OG15729
1847,OG27018
1848,OG20170
1849,OG104165
1850,OG20341
1851,OG112043
1852,OG195563
1853,OG27162
1854,OG87280
1855,OG57284
1856,OG20401
1857,OG81782
1858,OG31145
1859,OG43954
1860,OG131880
1861,OG208061
1862,OG105858
1863,OG18865
1864,OG20142
1865,OG21639
1866,OG33482
1867,OG27038
1868,OG18075
1869,OG41627
1870,OG57377
1871,OG20011
1872,OG23675
