,OG,sce
476,OG1238,YAL029C
477,OG1238, YOR326W
478,OG1240,YMR246W
479,OG1240, YOR317W
480,OG1240, YIL009W
481,OG1241,YLR380W
482,OG1242,YKL004W
483,OG1243,YDL082W
484,OG1244,YBR085W
485,OG1244, YBL030C
486,OG1245,YFL037W
487,OG1246,YKR050W
488,OG1246, YJL129C
489,OG1247,YIL147C
490,OG1248,YDR457W
491,OG1250,YLR264W
492,OG1250, YOR167C
493,OG1251,YNL239W
494,OG1252,YDR380W
495,OG1253,YLR210W
496,OG1254,YLR038C
497,OG1254, YLR039C
498,OG1255,YLR138W
499,OG1256,YOR192C
500,OG1256, YLR237W
501,OG1256, YOR071C
502,OG1257,YDR514C
503,OG1257, YCL036W
504,OG1258,YAR002C-A
505,OG1258, YHR110W
506,OG1258, YGL002W
507,OG1259,YBR155W
508,OG1261,YBR140C
509,OG1261, YOL081W
510,OG1262,YOL130W
511,OG1262, YFL050C
512,OG1263,YLR287C-A
513,OG1263, YOR182C
514,OG1264,YDR111C
515,OG1264, YLR089C
516,OG1265,YAL049C
517,OG1266,YFR015C
518,OG1266, YLR258W
519,OG1267,YDL188C
520,OG1267, YDL134C
521,OG1268,YGR189C
522,OG1270,YIR023W
523,OG1271,YLR096W
524,OG1271, YDR122W
525,OG1272,YJR047C
526,OG1272, YEL034W
527,OG1273,YER014W
528,OG1274,YHR155W
529,OG1274, YNL257C
530,OG1275,YKL148C
531,OG1275, YJL045W
532,OG1276,YKL029C
533,OG1278,YIR006C
534,OG1279,YHR170W
535,OG1280,YPL176C
536,OG1280, YOR256C
537,OG1281,YOR081C
538,OG1281, YKR089C
539,OG1282,YNR026C
540,OG1283,YJL108C
541,OG1283, YJL107C
542,OG1284,YGR118W
543,OG1284, YPR132W
544,OG1285,YIL049W
545,OG1286,YOL080C
546,OG1287,YDR178W
547,OG1287, YLR164W
548,OG1288,YIL095W
549,OG1288, YNL020C
550,OG1289,YGL049C
551,OG1289, YGR162W
552,OG1290,YBR189W
553,OG1290, YPL081W
554,OG1291,YFR007W
555,OG1292,YFL025C
556,OG1293,YNL049C
557,OG1293, YIL109C
558,OG1294,YHR016C
559,OG1294, YFR024C-A
560,OG1295,YNL299W
561,OG1295, YOL115W
562,OG1296,YBL056W
563,OG1296, YER089C
564,OG1297,YGL156W
565,OG1298,YLR300W
566,OG1298, YOR190W
567,OG1299,YOR347C
568,OG1299, YAL038W
569,OG1300,YBR078W
570,OG1300, YDR055W
571,OG1301,YGR279C
572,OG1301, YMR305C
573,OG1302,YMR105C
574,OG1302, YKL127W
575,OG1303,YHL003C
576,OG1303, YKL008C
577,OG1304,YML123C
578,OG1305,YLR109W
579,OG1306,YPL087W
580,OG1306, YBR183W
581,OG1307,YGL107C
582,OG1307, YBR238C
583,OG1309,YHR161C
584,OG1309, YGR241C
585,OG1310,YDR256C
586,OG1311,YBR199W
587,OG1312,YLR285W
588,OG1313,YGL062W
589,OG1313, YBR218C
590,OG1314,YML100W
591,OG1314, YMR261C
592,OG1315,YJR031C
593,OG1315, YEL022W
594,OG1316,YPL231W
595,OG1317,YDR326C
596,OG1317, YHR080C
597,OG1318,YLR260W
598,OG1318, YOR171C
599,OG1319,YDR447C
600,OG1319, YML024W
601,OG1320,YBL027W
602,OG1320, YBR084C-A
603,OG1321,YNL202W
604,OG1322,YLR028C
605,OG1322, YMR120C
606,OG1323,YER102W
607,OG1323, YBL072C
608,OG1324,YPL232W
609,OG1324, YMR183C
610,OG1325,YER098W
611,OG1325, YBL067C
612,OG1326,YBR214W
613,OG1326, YGL056C
614,OG1327,YKL128C
615,OG1328,YML038C
616,OG1329,YCL040W
617,OG1329, YDR516C
618,OG1330,YPR042C
619,OG1330, YJR091C
620,OG1331,YDL178W
621,OG1331, YEL071W
622,OG1332,YGR094W
623,OG1333,YNL241C
624,OG1334,YEL060C
625,OG1334, YOR003W
626,OG1335,YHR091C
627,OG1335, YDR341C
628,OG1336,YNL068C
629,OG1336, YIL131C
630,OG1337,YDR001C
631,OG1337, YBR001C
632,OG1338,YDL019C
633,OG1338, YAR042W
634,OG1339,YDR054C
635,OG1340,YOL075C
636,OG1341,YBR294W
637,OG1341, YLR092W
638,OG1343,YNL183C
639,OG1344,YLR324W
640,OG1344, YGR004W
641,OG1345,YOR204W
642,OG1345, YPL119C
643,OG1346,YMR243C
644,OG1346, YOR316C
645,OG1347,YLR430W
646,OG1348,YMR234W
647,OG1349,YPR119W
648,OG1349, YGR108W
649,OG1350,YML016C
650,OG1350, YDR436W
651,OG1351,YLR106C
652,OG1352,YOR161C
653,OG1353,YNL243W
654,OG1354,YML056C
655,OG1354, YLR432W
656,OG1354, YHR216W
657,OG1355,YHR007C
658,OG1356,YKL221W
659,OG1357,YMR085W
660,OG1357, YKL104C
661,OG1358,YGL006W
662,OG1359,YOL016C
663,OG1359, YFR014C
664,OG1360,YLR450W
665,OG1360, YML075C
666,OG1361,YGR214W
667,OG1361, YLR048W
668,OG1362,YKR028W
669,OG1362, YJL098W
670,OG1363,YNL330C
671,OG1364,YIL160C
672,OG1365,YDR353W
673,OG1365, YHR106W
674,OG1366,YMR143W
675,OG1366, YDL083C
676,OG1367,YJL005W
677,OG1368,YML057W
678,OG1368, YLR433C
679,OG1369,YGR217W
680,OG1370,YOR110W
681,OG1370, YNL108C
682,OG1371,YDR213W
683,OG1371, YLR228C
684,OG1372,YGR218W
685,OG1373,YCR073C
686,OG1373, YNR031C
687,OG1374,YML028W
688,OG1374, YDR453C
689,OG1375,YCL064C
690,OG1377,YGL202W
691,OG1378,YEL054C
692,OG1378, YDR418W
693,OG1379,YDR090C
694,OG1380,YDL238C
695,OG1380, YDL239C
696,OG1381,YLR020C
697,OG1381, YLL012W
698,OG1382,YHR005C-A
699,OG1383,YLR187W
700,OG1383, YNL278W
701,OG1384,YNL066W
702,OG1384, YIL123W
703,OG1385,YKL180W
704,OG1385, YJL177W
705,OG1386,YDR450W
706,OG1386, YML026C
707,OG1387,YML034W
708,OG1387, YDR458C
709,OG1388,YMR108W
710,OG1389,YHR042W
711,OG1390,YJR130C
712,OG1390, YML082W
713,OG1390, YLL058W
714,OG1391,YLR378C
715,OG1392,YBR169C
716,OG1392, YPL106C
717,OG1393,YOR130C
718,OG1394,YOL066C
719,OG1394, YDL036C
720,OG1395,YLR019W
721,OG1395, YLL010C
722,OG1396,YMR190C
723,OG1397,YKR061W
724,OG1397, YJL139C
725,OG1398,YLR422W
726,OG1399,YDR352W
727,OG1400,YIR033W
728,OG1400, YKL020C
729,OG1401,YKR018C
730,OG1401, YJL082W
731,OG1402,YGL189C
732,OG1402, YER131W
733,OG1404,YGR027C
734,OG1404, YLR333C
735,OG1405,YGR148C
736,OG1405, YGL031C
737,OG1406,YML070W
738,OG1406, YFL053W
739,OG1407,YPL145C
740,OG1407, YOR237W
741,OG1408,YPR149W
742,OG1409,YLR229C
743,OG1410,YBL024W
744,OG1411,YMR110C
745,OG1412,YBR048W
746,OG1412, YDR025W
747,OG1413,YOR327C
748,OG1413, YAL030W
749,OG1414,YOL068C
750,OG1414, YDL042C
751,OG1415,YLR357W
752,OG1415, YGR056W
753,OG1416,YNR001C
754,OG1416, YCR005C
755,OG1417,YKL201C
756,OG1417, YJR061W
757,OG1418,YMR177W
758,OG1418, YPL224C
759,OG1419,YPL198W
760,OG1419, YGL076C
761,OG1420,YIL105C
762,OG1420, YNL047C
763,OG1421,YOR293W
764,OG1421, YMR230W
765,OG1422,YGL009C
766,OG1423,YDR500C
767,OG1423, YLR185W
768,OG1424,YCR012W
769,OG1425,YBR086C
770,OG1426,YCR048W
771,OG1426, YNR019W
772,OG1427,YHR099W
773,OG1428,YDR389W
774,OG1428, YOR134W
775,OG1429,YBL015W
776,OG1430,YML131W
777,OG1431,YNL271C
778,OG1432,YKL060C
779,OG1433,YER081W
780,OG1433, YIL074C
781,OG1434,YGL012W
782,OG1435,YAL053W
783,OG1435, YOR365C
784,OG1436,YAL017W
785,OG1436, YOL045W
786,OG1437,YKR021W
787,OG1437, YJL084C
788,OG1438,YLL040C
789,OG1439,YNL142W
790,OG1440,YCR084C
791,OG1441,YNL121C
792,OG1441, YHR117W
793,OG1442,YDR107C
794,OG1442, YLR083C
795,OG1443,YDL206W
796,OG1444,YPR165W
797,OG1445,YJR016C
798,OG1446,YDL055C
799,OG1447,YIL047C
800,OG1448,YIL041W
801,OG1449,YEL027W
802,OG1450,YJL183W
803,OG1450, YJL181W
804,OG1451,YIR034C
805,OG1452,YER133W
806,OG1453,YOL004W
807,OG1454,YNL096C
808,OG1454, YOR096W
809,OG1455,YDR371W
810,OG1456,YLR310C
811,OG1457,YPL204W
812,OG1458,YOR388C
813,OG1459,YOR310C
814,OG1460,YNL244C
815,OG1461,YIR007W
816,OG1462,YBR028C
817,OG1463,YKL182W
818,OG1464,YPL129W
819,OG1465,YNL293W
820,OG1465, YOL112W
821,OG1466,YOR093C
822,OG1467,YDR476C
823,OG1468,YHR123W
824,OG1468, YNL130C
825,OG1469,YNL045W
826,OG1470,YGL055W
827,OG1471,YDL052C
828,OG1472,YIL048W
829,OG1473,YLR328W
830,OG1473, YGR010W
831,OG1474,YJR076C
832,OG1475,YMR152W
833,OG1476,YDL153C
834,OG1477,YNL321W
835,OG1478,YHL001W
836,OG1478, YKL006W
837,OG1479,YJR143C
838,OG1480,YJL008C
839,OG1481,YOR312C
840,OG1481, YMR242C
841,OG1482,YNL298W
842,OG1482, YOL113W
843,OG1483,YHL007C
844,OG1484,YNL189W
845,OG1485,YOR185C
846,OG1485, YLR293C
847,OG1486,YGR159C
848,OG1487,YJL026W
849,OG1488,YHR183W
850,OG1488, YGR256W
851,OG1489,YIL046W
852,OG1490,YFL007W
853,OG1491,YIL083C
854,OG1492,YMR102C
855,OG1492, YKL121W
856,OG1493,YGL066W
857,OG1494,YPL135W
858,OG1494, YOR226C
859,OG1495,YFR019W
860,OG1496,YNL029C
861,OG1496, YIL085C
862,OG1497,YIR037W
863,OG1497, YBR244W
864,OG1498,YLR308W
865,OG1498, YLR307W
866,OG1499,YBR080C
867,OG1500,YBL039C
868,OG1500, YJR103W
869,OG1501,YPL160W
870,OG1502,YPL057C
871,OG1502, YBR161W
872,OG1503,YJL212C
873,OG1504,YJR138W
874,OG1505,YDL126C
875,OG1506,YLR406C
876,OG1506, YDL075W
877,OG1507,YNL036W
878,OG1508,YMR222C
879,OG1508, YOR280C
880,OG1509,YCR008W
881,OG1510,YPL134C
882,OG1510, YOR222W
883,OG1511,YIL129C
884,OG1512,YGL245W
885,OG1513,YLR203C
886,OG1514,YJR123W
887,OG1515,YHR112C
888,OG1516,YDR502C
889,OG1516, YLR180W
890,OG1517,YGL167C
891,OG1518,YDL141W
892,OG1519,YGL084C
893,OG1519, YPL189W
894,OG1520,YLR086W
895,OG1521,YDL168W
896,OG1522,YDR170C
897,OG1523,YPL137C
898,OG1523, YOR227W
899,OG1524,YBR162C
900,OG1525,YER069W
901,OG1526,YDR006C
902,OG1527,YDR031W
903,OG1528,YBR239C
904,OG1529,YLR403W
905,OG1530,YPR172W
906,OG1530, YLR456W
907,OG1531,YCR031C
908,OG1531, YJL191W
909,OG1532,YHL017W
910,OG1532, YKL039W
911,OG1533,YBL099W
912,OG1534,YNL088W
913,OG1535,YAL016W
914,OG1536,YBL079W
915,OG1536, YER105C
916,OG1537,YPR035W
917,OG1538,YHR165C
918,OG1539,YPL221W
919,OG1539, YGL139W
920,OG1540,YLR389C
921,OG1541,YPR111W
922,OG1541, YGR092W
923,OG1542,YOR299W
924,OG1542, YMR237W
925,OG1543,YLL031C
926,OG1544,YPL240C
927,OG1544, YMR186W
928,OG1545,YGL206C
929,OG1546,YGL195W
930,OG1547,YKR079C
931,OG1548,YDR456W
932,OG1549,YHR098C
933,OG1550,YPR081C
934,OG1550, YBR121C
935,OG1551,YDL215C
936,OG1552,YJL187C
937,OG1553,YBR269C
938,OG1553, YBR270C
939,OG1554,YOR217W
940,OG1555,YPL092W
941,OG1556,YKL181W
942,OG1557,YGR125W
943,OG1558,YBR287W
944,OG1559,YMR004W
945,OG1560,YBR198C
946,OG1561,YLL013C
947,OG1562,YOR322C
948,OG1563,YJL155C
949,OG1564,YIL099W
950,OG1565,YHR072W
951,OG1566,YKL150W
952,OG1567,YDR513W
953,OG1567, YCL035C
954,OG1568,YPR010C
955,OG1569,YLR355C
956,OG1570,YKR076W
957,OG1570, YKR078W
958,OG1570, YKR077W
959,OG1571,YKL073W
960,OG1572,YBR089C-A
961,OG1573,YPR043W
962,OG1573, YJR094W-A
963,OG1574,YER114C
964,OG1574, YBL085W
965,OG1575,YGL144C
966,OG1575, YDL109C
967,OG1576,YNL004W
968,OG1576, YCL011C
969,OG1577,YGR188C
970,OG1577, YJL013C
971,OG1578,YMR239C
972,OG1579,YPL154C
973,OG1580,YER154W
974,OG1581,YLR345W
975,OG1582,YPR072W
976,OG1583,YPR141C
977,OG1584,YBR235W
978,OG1585,YIL125W
979,OG1586,YOR335C
980,OG1587,YBL004W
981,OG1588,YCR091W
982,OG1588, YNR047W
983,OG1589,YDL171C
984,OG1590,YLR270W
985,OG1590, YOR173W
986,OG1591,YGR086C
987,OG1592,YMR288W
988,OG1593,YDR358W
989,OG1593, YHR108W
990,OG1594,YBL092W
991,OG1595,YHR037W
992,OG1596,YMR015C
993,OG1597,YJR137C
994,OG1598,YGL173C
995,OG1599,YNL229C
996,OG1600,YBR260C
997,OG1601,YDR530C
998,OG1601, YCL050C
999,OG1602,YFL004W
1000,OG1602, YPL019C
1001,OG1603,YCR053W
1002,OG1603, YCR052W
1003,OG1604,YER053C
1004,OG1605,YMR216C
1005,OG1606,YOL090W
1006,OG1606, YOL091W
1007,OG1607,YER006W
1008,OG1608,YLR163C
1009,OG1609,YKR002W
1010,OG1610,YNR055C
1011,OG1611,YDR208W
1012,OG1612,YMR196W
1013,OG1613,YCR093W
1014,OG1614,YMR229C
1015,OG1615,YDR297W
1016,OG1616,YBR136W
1017,OG1617,YJL088W
1018,OG1618,YPR024W
1019,OG1619,YMR241W
1020,OG1620,YCL054W
1021,OG1621,YDR127W
1022,OG1622,YML035C
1023,OG1623,YLR291C
1024,OG1624,YBR229C
1025,OG1625,YKR031C
1026,OG1626,YDL014W
1027,OG1627,YBL007C
1028,OG1628,YDR247W
1029,OG1628, YPL026C
1030,OG1629,YFL018C
1031,OG1630,YMR020W
1032,OG1631,YGR209C
1033,OG1631, YLR043C
1034,OG1632,YNL132W
1035,OG1633,YBR031W
1036,OG1633, YDR012W
1037,OG1634,YDR074W
1038,OG1635,YGR132C
1039,OG1636,YKL205W
1040,OG1637,YER047C
1041,OG1638,YNL061W
1042,OG1639,YNL055C
1043,OG1640,YJL134W
1044,OG1640, YKR053C
1045,OG1641,YLR336C
1046,OG1642,YKL210W
1047,OG1643,YGR076C
1048,OG1643, YGR075C
1049,OG1644,YDR346C
1050,OG1645,YBR112C
1051,OG1646,YNL247W
1052,OG1647,YGR233C
1053,OG1648,YJR090C
1054,OG1649,YLR024C
1055,OG1650,YLR027C
1056,OG1651,YLR259C
1057,OG1652,YDL240W
1058,OG1653,YOL006C
1059,OG1654,YHR009C
1060,OG1655,YGR116W
1061,OG1656,YDL185W
1062,OG1657,YNL275W
1063,OG1658,YMR116C
1064,OG1659,YEL011W
1065,OG1660,YPL184C
1066,OG1661,YOR063W
1067,OG1662,YHR020W
1068,OG1663,YBR097W
1069,OG1664,YOL098C
1070,OG1665,YER052C
1071,OG1666,YDR141C
