"locus"	"pdbid"	"qstart2"	"qend2"	"sstart2"	"send2"	"strain_type"	"p_value"
"YDR427W"	"3jck@F@24"	1	388	6	393	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR108W"	"5wvk-R-bundle1@R@25"	1	400	23	422	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDL097C"	"5mpd@Q@26"	1	434	1	434	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR388W"	"6fai@d@27"	1	37	20	56	"dN_dS_max_gap_ratio_0.5"	"0.1611"
"YPR024W"	"2mv3@A@28"	2	81	97	176	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDL147W"	"5mpd@P@29"	1	440	1	440	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER021W"	"5mpd@S@30"	1	475	18	492	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR027C"	"5wvk-Z-bundle2@Z@31"	1	577	49	625	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR421C"	"5mpd@X@32"	1	127	7	133	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YFR052W"	"5wvk-T-bundle1@T@33"	1	272	1	272	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR095C"	"1xtz@A@34"	1	240	19	258	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR088W"	"6c0f@I@35"	1	288	8	295	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL101C"	"3lvv@A@36"	1	672	2	673	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNR003C"	"6eu1@P@37"	1	151	165	315	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR404C"	"4by7@G@38"	1	171	1	171	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDL140C"	"5vvs@A@39"	1	1455	8	1462	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR187W"	"4c2m@F@40"	1	100	55	154	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR187W"	"4c2m@U@41"	1	100	55	154	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR154C"	"1twf@E@42"	1	215	1	215	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR340C"	"4c2m@4@43"	1	54	263	316	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL148W"	"5w5y@N@44"	1	158	23	180	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR234W"	"1qhk@A@45"	1	47	5	51	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL076C"	"6c0f@F@46"	1	242	3	244	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML073C"	"3jbs@A@47"	1	175	2	176	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR012W"	"2ww9@H@48"	1	269	1	269	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCL031C"	"2mby@A@49"	5	46	256	297	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR325C"	"5h4p-k-bundle2@k@50"	1	77	2	78	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR185W"	"5h4p-j-bundle2@j@51"	1	87	2	88	"dN_dS_max_gap_ratio_0.5"	"0.9352"
"YDL191W"	"5h4p-h-bundle2@h@52"	1	119	2	120	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL027C"	"3skq@A@53"	1	227	182	408	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBL092W"	"5apo-e-bundle2@e@54"	1	129	2	130	"dN_dS_max_gap_ratio_0.5"	"NA"
"YOL127W"	"3jct-X-bundle1@X@55"	1	141	2	142	"dN_dS_max_gap_ratio_0.5"	"0.806"
"YGL031C"	"4v8t-W-bundle1@W@56"	1	135	1	135	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR167C"	"6fai@c@57"	1	63	5	67	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR061W"	"3jct-U-bundle1@U@58"	1	106	9	114	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR242C"	"5h4p-S-bundle2@S@59"	1	172	1	172	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR084C-A"	"5t62-e-bundle2@e@60"	1	188	2	189	"dN_dS_max_gap_ratio_0.5"	"NA"
"YOL120C"	"5h4p-Q-bundle1@Q@61"	1	185	2	186	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKL006W"	"3jct-M-bundle1@M@62"	1	137	2	138	"dN_dS_max_gap_ratio_0.5"	"0.778"
"YLR075W"	"5gak-s-bundle2@s@63"	1	220	2	221	"dN_dS_max_gap_ratio_0.5"	"0.8401"
"YPL007C"	"2j04@A@64"	1	587	2	588	"dN_dS_max_gap_ratio_0.5"	"NA"
"YMR194W"	"5h4p-i-bundle2@i@65"	1	99	2	100	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR260C"	"5my3@A@66"	1	200	467	666	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR004W"	"4mj7@A@67"	1	157	3	159	"dN_dS_max_gap_ratio_0.5"	"NA"
"YJL026W"	"1jk0@A@68"	1	334	26	359	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR244W"	"1fy7@A@69"	1	273	162	434	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL153C"	"5t2f@B@70"	115	244	28	157	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL153C"	"2ygv@E@71"	1	19	803	821	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR258C"	"4q0z@A@72"	1	103	2	104	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR201C"	"5a3d@B@73"	1	115	188	302	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR046C"	"3qwa@B@74"	1	332	3	334	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR026C"	"1mqs@B@75"	6	26	1	21	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL189W"	"5h4p-l-bundle2@l@76"	1	50	2	51	"dN_dS_max_gap_ratio_0.5"	"NA"
"YJL166W"	"3cx5@H@77"	1	93	2	94	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL166W"	"3cx5@S@78"	1	93	2	94	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR191W"	"3cx5@B@79"	1	352	17	368	"dN_dS_max_gap_ratio_0.5"	"NA"
"YPR191W"	"3cx5@M@80"	1	352	17	368	"dN_dS_max_gap_ratio_0.5"	"NA"
"YML106W"	"2ps1@A@81"	1	224	3	226	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML106W"	"2ps1@B@82"	1	224	3	226	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR276W"	"3m63@B@83"	1	72	3	74	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR276W"	"4un2@B@84"	2	43	328	369	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKL015W"	"1zme@C@85"	1	70	31	100	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKL015W"	"1zme@D@86"	1	70	31	100	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR114W"	"2a28@A@87"	3	54	582	633	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR114W"	"2a28@B@88"	3	54	582	633	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR114W"	"2a28@C@89"	3	54	582	633	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR114W"	"2a28@D@90"	3	54	582	633	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR008C"	"2guz@A@91"	2	71	99	168	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR008C"	"2guz@C@92"	2	71	99	168	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR008C"	"2guz@E@93"	2	71	99	168	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR008C"	"2guz@G@94"	2	71	99	168	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR008C"	"2guz@I@95"	2	71	99	168	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR008C"	"2guz@K@96"	2	71	99	168	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR008C"	"2guz@M@97"	2	71	99	168	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR008C"	"2guz@O@98"	2	71	99	168	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL240C"	"2cge@A@99"	1	405	273	677	"dN_dS_max_gap_ratio_0.5"	"0.0409"
"YPL240C"	"2cge@B@100"	1	405	273	677	"dN_dS_max_gap_ratio_0.5"	"0.0384"
"YPL240C"	"2cge@D@101"	1	405	273	677	"dN_dS_max_gap_ratio_0.5"	"0.0359"
"YPL240C"	"1ah8@B@102"	1	218	2	219	"dN_dS_max_gap_ratio_0.5"	"NA"
"YGL014W"	"3bwt@A@103"	1	333	554	886	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL143W"	"5h4p-f-bundle2@f@104"	1	106	2	107	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR032C"	"5mp4@A@105"	1	197	2	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR032C"	"5mp4@B@106"	1	197	2	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR032C"	"5mp4@C@107"	1	197	2	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR032C"	"5mp4@D@108"	1	197	2	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR032C"	"5mp4@E@109"	1	197	2	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR032C"	"5mp4@F@110"	1	197	2	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR032C"	"5mp4@G@111"	1	197	2	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR032C"	"5mp4@H@112"	1	197	2	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR005W"	"4wfq@A@113"	1	192	119	310	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIL007C"	"4o06@A@114"	11	102	129	220	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR232W"	"1wg0@A@115"	1	228	1	228	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBL041W"	"1ryp@1@116"	1	222	20	241	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBL041W"	"1ryp@M@117"	1	222	20	241	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YFR050C"	"1ryp@2@118"	1	233	34	266	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YFR050C"	"1ryp@N@119"	1	233	34	266	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR103W"	"5cz4@K@120"	1	212	76	287	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR103W"	"5cz4@Y@121"	1	212	76	287	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER012W"	"1ryp@K@122"	1	198	1	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER012W"	"1ryp@Y@123"	1	198	1	198	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER094C"	"1ryp@J@124"	1	204	2	205	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER094C"	"1ryp@X@125"	1	204	2	205	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR157C"	"4r17@H@126"	1	226	30	255	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR157C"	"4r17@V@127"	1	226	30	255	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL013C"	"2i3t@D@128"	2	43	354	395	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL038W"	"5wvi-D-bundle1@D@129"	1	242	3	244	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL038W"	"5wvi-n-bundle1@n@130"	1	242	3	244	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML092C"	"1ryp@B@131"	1	250	1	250	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML092C"	"1ryp@P@132"	1	250	1	250	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR060C"	"3x38@A@133"	1	78	180	257	"dN_dS_max_gap_ratio_0.5"	"NA"
"YOR060C"	"3x38@B@134"	1	78	180	257	"dN_dS_max_gap_ratio_0.5"	"NA"
"YOR060C"	"3x38@C@135"	1	78	180	257	"dN_dS_max_gap_ratio_0.5"	"NA"
"YDL007W"	"5mp9@I@136"	1	385	53	437	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR259C"	"5mp9@L@137"	1	388	49	436	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR178W"	"5gap@H@138"	1	357	109	465	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIL021W"	"3gtj@C@139"	1	271	2	272	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR091W"	"5gap@F@140"	1	415	43	457	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLL036C"	"2bay@F@141"	2	58	1	57	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR122C"	"1ypr@A@142"	1	125	2	126	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR122C"	"1ypr@B@143"	1	125	2	126	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIR008C"	"4mm2@A@144"	1	396	8	403	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBL079W"	"3i5q@A@145"	1	248	1255	1502	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBL079W"	"3i5q@B@146"	1	248	1255	1502	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR073C"	"1d1p@B@147"	1	157	5	161	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL016W"	"3md1@A@148"	1	80	161	240	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKL154W"	"2ged@A@149"	1	35	210	244	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKR025W"	"6eu0@M@150"	1	197	71	267	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR008C"	"3rn4@A@151"	1	205	27	231	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL143C"	"1ejb@A@152"	1	168	2	169	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL143C"	"1ejb@B@153"	1	168	2	169	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL143C"	"1ejb@C@154"	1	168	2	169	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL143C"	"1ejb@D@155"	1	168	2	169	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL143C"	"1ejb@E@156"	1	168	2	169	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML069W"	"3f5r@A@157"	3	112	2	111	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL043W"	"1pqv@S@158"	1	174	136	309	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL043W"	"1y1v@S@159"	1	174	136	309	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL096W"	"1x3z@A@160"	1	320	8	327	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL220W"	"4v7f-A-bundle1@A@161"	1	217	1	217	"dN_dS_max_gap_ratio_0.5"	"0.1197"
"YDL075W"	"5h4p-d-bundle2@d@162"	1	109	4	112	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKL152C"	"1qhf@A@163"	1	240	2	241	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKL152C"	"1qhf@B@164"	1	240	2	241	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL001W"	"3jcp-3-bundle1@3@165"	1	205	11	215	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL001W"	"3jcp-h-bundle1@h@166"	1	205	11	215	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR482C"	"5gmk@J@167"	1	27	2	28	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR045C"	"6eu1@I@168"	1	44	1	44	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR381W"	"5sup@G@169"	1	17	208	224	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR381W"	"5sup@H@170"	1	17	208	224	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR154W"	"1zx6@A@171"	1	56	57	112	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL267W"	"2ju0@B@172"	1	52	121	172	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL079C"	"5jys@A@173"	1	141	159	299	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL031C"	"2pmi@A@174"	1	284	19	302	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBL071W-A"	"4d4o@A@175"	339	414	1	76	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL171C"	"5v4v@A@176"	1	397	2	398	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL171C"	"5v4v@B@177"	1	397	2	398	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKR080W"	"1edz@A@178"	1	317	3	319	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR205C"	"3o8o@B@179"	1	763	195	957	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR205C"	"3o8o@D@180"	1	763	195	957	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR205C"	"3o8o@H@181"	1	763	195	957	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR016C"	"2mkc@B@182"	3	23	22	42	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR016C"	"2my3@B@183"	3	23	22	42	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR539W"	"4zac@A@184"	1	503	1	503	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR539W"	"4zac@B@185"	1	503	1	503	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR539W"	"4zac@D@186"	1	503	1	503	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL243W"	"5ahv@F@187"	1	268	5	272	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR123W"	"6fai@F@188"	1	206	20	225	"dN_dS_max_gap_ratio_0.5"	"0.8361"
"YER069W"	"4ab7@B@189"	1	436	67	502	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER069W"	"4ab7@C@190"	1	436	67	502	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER069W"	"4ab7@F@191"	1	436	67	502	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER069W"	"4ab7@G@192"	1	436	67	502	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL051W"	"6aly@A@193"	1	92	277	368	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL051W"	"2k0n@A@194"	1	85	6	90	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL220W"	"5y4b@A@195"	1	85	36	120	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR120C"	"2jqq@A@196"	1	154	109	262	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR085C"	"4v8t-J-bundle1@J@197"	1	169	6	174	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL004C"	"3acp@A@198"	1	417	1	417	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YAL055W"	"2y9p@B@199"	1	124	57	180	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR211C"	"5kc1@F@200"	1	61	157	217	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR211C"	"5kc1@C@201"	1	33	119	151	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR216W"	"5a7u@A@202"	1	27	130	156	"dN_dS_max_gap_ratio_0.5"	"NA"
"YIR034C"	"2qrl@A@203"	1	371	3	373	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDL184C"	"3jam@h@204"	1	25	1	25	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR035C"	"1ci0@A@205"	1	205	24	228	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL037C"	"3blx@I@206"	1	333	28	360	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR162C"	"2lcs@A@207"	3	65	110	172	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR088C"	"1plq@A@208"	1	258	1	258	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL134W"	"4krd@B@209"	1	190	243	432	"dN_dS_max_gap_ratio_0.5"	"0.3784"
"YKL028W"	"5oqj@W@210"	1	191	4	194	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKR095W-A"	"4wxa@A@211"	1	82	7	88	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
