	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041863_Candida_gorgasii
139	OG0000139	YLR090W, YNL064C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.8&CDS=1-1218, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.136&CDS=1-1272
140	OG0000140	YLR098C, YOR337W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.31&CDS=1-1974, snap_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.91&CDS=1-2118
141	OG0000141	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.242&CDS=1-1599
142	OG0000142	YLR389C, YPR122W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-8.6&CDS=1-2985, snap_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-5.87-mRNA-1_1&gene=snap_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-5.87&CDS=1-3129
143	OG0000143	YLR454W, YPR117W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.138&CDS=1-7299, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-12.114&CDS=1-7956
144	OG0000144	YML096W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-9.28&CDS=1-3708, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.43&CDS=1-1767, augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.126&CDS=1-1734
145	OG0000145	YMR169C, YMR170C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.255-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.255&CDS=1-1533, augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.9&CDS=1-1503
146	OG0000146	YNL148C, YPL174C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-12.134-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-12.134&CDS=1-732, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-7.155&CDS=1-2184
147	OG0000147	YNL183C, YOR267C	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.68&CDS=1-2451, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.65&CDS=1-2277
148	OG0000148	YNL242W	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.243-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.243&CDS=1-1002, augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-1.150&CDS=1-999, genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.55&CDS=1-5793
149	OG0000149	YNL274C, YPL113C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-4.30&CDS=1-1047, augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.126&CDS=1-1089
150	OG0000150	YOL055C, YPL258C, YPR121W	maker-NODE_6_length_815919_cov_23.048_ID_1693-augustus-gene-6.51-mRNA-1_1&gene=maker-NODE_6_length_815919_cov_23.048_ID_1693-augustus-gene-6.51&CDS=1-6036
151	OG0000151	YOL087C, YOR212W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.24&CDS=1-3075, augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-3.151&CDS=1-1221
152	OG0000152	YOL119C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-7.111&CDS=1-1245, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.242-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.242&CDS=1-1362, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.148&CDS=1-1452
153	OG0000153	YOR032C, YOR344C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-1.66&CDS=1-615, augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.108&CDS=1-783
154	OG0000154	YOR348C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.133&CDS=1-1617, maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-12.175-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-12.175&CDS=1-1701, maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-0.44&CDS=1-1743
155	OG0000155	YAL015C, YOL043C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-4.46&CDS=1-894
156	OG0000156	YAL017W, YOL045W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-5.97&CDS=1-3156
157	OG0000157	YAL034C, YOR338W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.30&CDS=1-915
158	OG0000158	YAL040C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.141&CDS=1-1221, augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.106&CDS=1-1296
159	OG0000159	YAL056W, YOR371C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.40&CDS=1-2799
160	OG0000160	YBL003C, YDR225W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.150&CDS=1-390
161	OG0000161	YBL011W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-12.142&CDS=1-2127, genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.55-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.55&CDS=1-1896
162	OG0000162	YBL027W, YBR084C-A	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-7.54&CDS=1-561
163	OG0000163	YBL056W, YER089C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-7.10&CDS=1-1494
164	OG0000164	YBL067C, YER098W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-10.124&CDS=1-2223
165	OG0000165	YBL072C, YER102W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.108&CDS=1-594
166	OG0000166	YBL085W, YER114C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.127&CDS=1-2538
167	OG0000167	YBL087C, YER117W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-7.20&CDS=1-399
168	OG0000168	YBL106C, YPR032W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.8&CDS=1-3798
169	OG0000169	YBR001C, YDR001C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.70&CDS=1-3873
170	OG0000170	YBR005W, YDR003W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-4.36&CDS=1-576
171	OG0000171	YBR014C, YDL010W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.76&CDS=1-672
172	OG0000172	YBR020W, YDR009W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-4.38&CDS=1-1530
173	OG0000173	YBR021W, YIR028W	maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-3.63-mRNA-1_1&gene=maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-3.63&CDS=1-1767
174	OG0000174	YBR031W, YDR012W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.108&CDS=1-1089
175	OG0000175	YBR042C, YDR018C	maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-1.143-mRNA-1_1&gene=maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-1.143&CDS=1-3207
176	OG0000176	YBR048W, YDR025W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.57&CDS=1-465
177	OG0000177	YBR049C, YDR026C	maker-NODE_2_length_1665717_cov_21.2004_ID_1012-snap-gene-12.117-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-snap-gene-12.117&CDS=1-4266
178	OG0000178	YBR078W, YDR055W	maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-11.82-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-11.82&CDS=1-1260
179	OG0000179	YBR084W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-1.114&CDS=1-2826, augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-1.92&CDS=1-2952
180	OG0000180	YBR089C-A, YPR052C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-9.13&CDS=1-270
181	OG0000181	YBR104W, YPR058W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.35&CDS=1-900
182	OG0000182	YBR105C, YGR066C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-1.67&CDS=1-801
183	OG0000183	YBR140C, YOL081W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.18&CDS=1-7860
184	OG0000184	YBR149W	augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-0.85&CDS=1-960, maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-4.49-mRNA-1_1&gene=maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-4.49&CDS=1-2121
185	OG0000185	YBR169C, YPL106C	maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-8.72-mRNA-1_1&gene=maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-8.72&CDS=1-3783
186	OG0000186	YBR181C, YPL090C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-1.75&CDS=1-708
187	OG0000187	YBR183W, YPL087W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.98&CDS=1-870
188	OG0000188	YBR198C	maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-4.121-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-4.121&CDS=1-3390, maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-2.55-mRNA-1_1&gene=maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-2.55&CDS=1-1158
189	OG0000189	YBR210W, YGL054C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.109&CDS=1-1101
190	OG0000190	YBR214W, YGL056C	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.56&CDS=1-1452
191	OG0000191	YBR216C, YGL060W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.300-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.300&CDS=1-2031
192	OG0000192	YBR218C, YGL062W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-4.44&CDS=1-3534
193	OG0000193	YBR238C, YGL107C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-5.123&CDS=1-1878
194	OG0000194	YBR242W, YGL101W	genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-10.26-mRNA-1_1&gene=genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-10.26&CDS=1-675
195	OG0000195	YBR244W, YIR037W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.331-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.331&CDS=1-477
196	OG0000196	YBR273C, YJL048C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.44&CDS=1-828
197	OG0000197	YBR278W, YJL065C	augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.35&CDS=1-516
198	OG0000198	YCL035C, YDR513W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-1.34&CDS=1-312
199	OG0000199	YCL037C, YDR515W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-17.104&CDS=1-1446
200	OG0000200	YCL040W, YDR516C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.48-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.48&CDS=1-1419
201	OG0000201	YCL048W, YDR522C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-5.81&CDS=1-1368
202	OG0000202	YCL066W, YCR040W	snap_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.2&CDS=1-444
203	OG0000203	YCL068C, YCR038C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.88&CDS=1-4212
204	OG0000204	YCR031C, YJL191W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.21&CDS=1-405
205	OG0000205	YCR044C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.44&CDS=1-1053, genemark-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.13&CDS=1-1041
206	OG0000206	YCR067C, YNR026C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.2&CDS=1-2565
207	OG0000207	YCR073C, YNR031C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-6.87&CDS=1-4233
208	OG0000208	YCR073W-A, YNR034W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-9.92&CDS=1-984
209	OG0000209	YCR094W, YNR048W	augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-0.97&CDS=1-1179
210	OG0000210	YDL022W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.287-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.287&CDS=1-1152, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.112&CDS=1-1131
211	OG0000211	YDL042C, YOL068C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.58&CDS=1-1599
212	OG0000212	YDL048C, YLR375W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.79&CDS=1-834
213	OG0000213	YDL049C, YJL174W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-14.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-14.44&CDS=1-807
214	OG0000214	YDL056W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.14&CDS=1-2652, maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-3.111-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-3.111&CDS=1-3273
215	OG0000215	YDL075W, YLR406C	maker-NODE_8_length_450817_cov_29.9366_ID_1132-augustus-gene-0.41-mRNA-1_1&gene=maker-NODE_8_length_450817_cov_29.9366_ID_1132-augustus-gene-0.41&CDS=1-339
216	OG0000216	YDL079C, YMR139W	maker-NODE_11_length_286442_cov_39.4109_ID_2383-snap-gene-1.287-mRNA-1_1&gene=maker-NODE_11_length_286442_cov_39.4109_ID_2383-snap-gene-1.287&CDS=1-2049
217	OG0000217	YDL082W, YMR142C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.27&CDS=1-606
218	OG0000218	YDL083C, YMR143W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.55&CDS=1-426
219	OG0000219	YDL088C, YMR153W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.116&CDS=1-1083
220	OG0000220	YDL124W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-7.101&CDS=1-912, augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-1.66&CDS=1-894
221	OG0000221	YDL127W, YDL179W	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.128&CDS=1-885
222	OG0000222	YDL136W, YDL191W	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.64&CDS=1-360
223	OG0000223	YDL144C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.27&CDS=1-1023, augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.51&CDS=1-1047
224	OG0000224	YDL155W, YLR210W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.11&CDS=1-2256
225	OG0000225	YDL161W, YLR206W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-9.136&CDS=1-1374
226	OG0000226	YDL174C	augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.72&CDS=1-1608, augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.148&CDS=1-1695
