	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034614_Saturnispora_silvae
10	OG0000010	YIL002C, YNL106C, YOL065C, YOR109W	augustus_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.174&CDS=1-1152, maker-NODE_5_length_484156_cov_16.2556_ID_9-snap-gene-3.200-mRNA-1_1&gene=maker-NODE_5_length_484156_cov_16.2556_ID_9-snap-gene-3.200&CDS=1-2838, snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.85&CDS=1-4149
11	OG0000011	YMR169C, YMR170C, YOR374W	augustus_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-8.43&CDS=1-1563, snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.118&CDS=1-1488, snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.71&CDS=1-1485, snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-3.73&CDS=1-1563
12	OG0000012	YOL119C, YOR306C	augustus_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.29&CDS=1-2217, genemark-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-2.4&CDS=1-1152, maker-NODE_2_length_802642_cov_16.2871_ID_3-snap-gene-2.146-mRNA-1_1&gene=maker-NODE_2_length_802642_cov_16.2871_ID_3-snap-gene-2.146&CDS=1-4104, snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.119&CDS=1-1362, snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.77&CDS=1-1362
13	OG0000013	YAL063C, YAL064C-A, YAR050W, YHR211W, YHR213W, YKR102W	
14	OG0000014	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W	maker-NODE_18_length_249361_cov_17.2264_ID_35-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_18_length_249361_cov_17.2264_ID_35-augustus-gene-1.0&CDS=1-4044
15	OG0000015	YBR067C, YER011W, YIL011W, YOR009W, YOR010C	snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.88&CDS=1-549
16	OG0000016	YBR297W, YFL052W, YGR288W, YPR196W	genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.36-mRNA-1_1&gene=genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.36&CDS=1-702, genemark-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.92&CDS=1-1038
17	OG0000017	YDL025C, YNL183C, YOR267C	snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.60&CDS=1-2613, snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.90&CDS=1-2037, snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-2.49&CDS=1-1449
18	OG0000018	YDL123W, YDR276C, YDR525W-A, YJL151C	genemark-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-0.17&CDS=1-450, snap_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.280-mRNA-1_1&gene=snap_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.280&CDS=1-366
19	OG0000019	YDR155C, YDR304C, YLR216C	augustus_masked-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-0.119&CDS=1-693, augustus_masked-NODE_20_length_198128_cov_16.8048_ID_39-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_20_length_198128_cov_16.8048_ID_39-processed-gene-0.96&CDS=1-1059, snap_masked-NODE_24_length_133439_cov_21.549_ID_47-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_24_length_133439_cov_21.549_ID_47-processed-gene-0.85&CDS=1-483
20	OG0000020	YDR380W, YGR087C, YLR044C, YLR134W	maker-NODE_22_length_173672_cov_17.4769_ID_43-snap-gene-0.182-mRNA-1_1&gene=maker-NODE_22_length_173672_cov_17.4769_ID_43-snap-gene-0.182&CDS=1-3387, snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.8&CDS=1-1722
21	OG0000021	YFL021W, YKR034W	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.95&CDS=1-1599, snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.72&CDS=1-1302, snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-5.51-mRNA-1_1&gene=snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-5.51&CDS=1-1716, snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.85&CDS=1-1332
22	OG0000022	YGR249W, YHR206W, YOR140W	genemark-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.234-mRNA-1_1&gene=genemark-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.234&CDS=1-1728, snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.82&CDS=1-1434, snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-0.58&CDS=1-1263
23	OG0000023	YJL130C, YJR109C, YLR454W	genemark-NODE_29_length_41474_cov_16.4673_ID_57-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_29_length_41474_cov_16.4673_ID_57-processed-gene-0.17&CDS=1-12360, snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-0.63&CDS=1-7899, snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.15&CDS=1-6639
24	OG0000024	YMR020W	snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.93&CDS=1-2907, snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.67&CDS=1-1545, snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.68&CDS=1-1554, snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.69&CDS=1-1539, snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.70&CDS=1-1557
25	OG0000025	YNL268W, YOR348C	maker-NODE_1_length_1002083_cov_15.8003_ID_1-snap-gene-7.90-mRNA-1_1&gene=maker-NODE_1_length_1002083_cov_15.8003_ID_1-snap-gene-7.90&CDS=1-3333, maker-NODE_4_length_499891_cov_15.9754_ID_7-snap-gene-3.259-mRNA-1_1&gene=maker-NODE_4_length_499891_cov_15.9754_ID_7-snap-gene-3.259&CDS=1-3426, snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.105&CDS=1-1713, snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.85&CDS=1-1677
26	OG0000026	Q0045, Q0060, Q0065, Q0070	maker-NODE_38_length_8012_cov_957.233_ID_75-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_38_length_8012_cov_957.233_ID_75-snap-gene-0.1&CDS=1-324, maker-NODE_38_length_8012_cov_957.233_ID_75-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_38_length_8012_cov_957.233_ID_75-snap-gene-0.2&CDS=1-477
27	OG0000027	YBL017C, YIL173W, YJL222W, YNR065C	genemark-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-0.45&CDS=1-5673
28	OG0000028	YBR038W, YNL192W	augustus_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-3.79&CDS=1-5121, snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-8.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-8.126&CDS=1-3063, snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-5.3-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-5.3&CDS=1-3021
29	OG0000029	YCL039W, YKL121W, YMR102C	snap_masked-NODE_25_length_66227_cov_23.3792_ID_49-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_25_length_66227_cov_23.3792_ID_49-processed-gene-0.84&CDS=1-1545, snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-0.72&CDS=1-2124
30	OG0000030	YCR065W, YIL131C, YNL068C	snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.50&CDS=1-1422, snap_masked-NODE_20_length_198128_cov_16.8048_ID_39-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_20_length_198128_cov_16.8048_ID_39-processed-gene-0.62&CDS=1-1542
31	OG0000031	YDL138W, YDL194W	genemark-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.253-mRNA-1_1&gene=genemark-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.253&CDS=1-2853, maker-NODE_13_length_296526_cov_17.027_ID_25-augustus-gene-1.94-mRNA-1_1&gene=maker-NODE_13_length_296526_cov_17.027_ID_25-augustus-gene-1.94&CDS=1-3303, snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.85&CDS=1-1638
32	OG0000032	YDL159W, YOR231W, YPL140C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.65&CDS=1-1278, snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.86&CDS=1-1191
33	OG0000033	YDR144C, YLR120C, YLR121C	genemark-NODE_20_length_198128_cov_16.8048_ID_39-processed-gene-0.212-mRNA-1_1&gene=genemark-NODE_20_length_198128_cov_16.8048_ID_39-processed-gene-0.212&CDS=1-1779, snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.17&CDS=1-1893
34	OG0000034	YDR216W, YJR127C, YML081W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.76&CDS=1-3681, snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-2.21&CDS=1-4002
35	OG0000035	YDR338C, YHR032W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-0.0&CDS=1-1860, snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-0.4&CDS=1-1500, snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-1.140&CDS=1-1737
36	OG0000036	YDR523C, YHR102W	maker-NODE_21_length_187636_cov_18.2367_ID_41-snap-gene-0.281-mRNA-1_1&gene=maker-NODE_21_length_187636_cov_18.2367_ID_41-snap-gene-0.281&CDS=1-1284, snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-1.110&CDS=1-3066, snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.222-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.222&CDS=1-1335
