	OrthologID	Saccharomyces_cerevisiae	yHAB133_Kazachstania_unispora
427	OG0000427	YAL014C	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.47&CDS=1-762
428	OG0000428	YAL015C	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.46&CDS=1-1185
429	OG0000429	YAL016W	augustus_masked-NODE_12_length_234970_cov_35.404_ID_23-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_234970_cov_35.404_ID_23-processed-gene-1.57&CDS=1-1893
430	OG0000430	YAL017W	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.37&CDS=1-4323
431	OG0000431	YAL018C	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.45&CDS=1-894
432	OG0000432	YAL019W	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.35&CDS=1-3327
433	OG0000433	YAL020C	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.44&CDS=1-1158
434	OG0000434	YAL021C	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.38&CDS=1-2481
435	OG0000435	YAL025C	augustus_masked-NODE_12_length_234970_cov_35.404_ID_23-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_12_length_234970_cov_35.404_ID_23-processed-gene-1.24&CDS=1-906
436	OG0000436	YAL026C	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.40&CDS=1-8304
437	OG0000437	YAL027W	augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_78_length_46882_cov_32.3023_ID_155-processed-gene-0.49&CDS=1-744
438	OG0000438	YAL031C	augustus_masked-NODE_46_length_82188_cov_31.8695_ID_91-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_46_length_82188_cov_31.8695_ID_91-processed-gene-0.15&CDS=1-2694
439	OG0000439	YAL032C	snap_masked-NODE_46_length_82188_cov_31.8695_ID_91-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_46_length_82188_cov_31.8695_ID_91-processed-gene-0.42&CDS=1-1107
440	OG0000440	YAL033W	augustus_masked-NODE_46_length_82188_cov_31.8695_ID_91-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_46_length_82188_cov_31.8695_ID_91-processed-gene-0.3&CDS=1-513
441	OG0000441	YAL034W-A	snap_masked-NODE_46_length_82188_cov_31.8695_ID_91-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_46_length_82188_cov_31.8695_ID_91-processed-gene-0.26&CDS=1-756
442	OG0000442	YAL035W	augustus_masked-NODE_34_length_114703_cov_35.7617_ID_67-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_34_length_114703_cov_35.7617_ID_67-processed-gene-0.126&CDS=1-2970
443	OG0000443	YAL039C	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.107&CDS=1-771
444	OG0000444	YAL040C	augustus_masked-NODE_34_length_114703_cov_35.7617_ID_67-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_34_length_114703_cov_35.7617_ID_67-processed-gene-0.145&CDS=1-1116
445	OG0000445	YAL041W	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.89&CDS=1-2619
446	OG0000446	YAL042W	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.88&CDS=1-1314
447	OG0000447	YAL043C	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.106&CDS=1-2289
448	OG0000448	YAL044C	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.105&CDS=1-573
449	OG0000449	YAL044W-A	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.87&CDS=1-393
450	OG0000450	YAL046C	genemark-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.20&CDS=1-363
451	OG0000451	YAL047C	snap_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.93&CDS=1-2073
452	OG0000452	YAL048C	augustus_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.59&CDS=1-2049
453	OG0000453	YAL049C	augustus_masked-NODE_34_length_114703_cov_35.7617_ID_67-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_34_length_114703_cov_35.7617_ID_67-processed-gene-0.140&CDS=1-792
454	OG0000454	YAL051W	augustus_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.45&CDS=1-3840
455	OG0000455	YAL053W	augustus_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.44&CDS=1-2649
456	OG0000456	YAL055W	augustus_masked-NODE_34_length_114703_cov_35.7617_ID_67-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_34_length_114703_cov_35.7617_ID_67-processed-gene-0.107&CDS=1-519
457	OG0000457	YAL059W	augustus_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_301528_cov_34.1577_ID_9-processed-gene-0.42&CDS=1-582
458	OG0000458	YAR002W	snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.70&CDS=1-1638
459	OG0000459	YAR003W	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.15&CDS=1-1401
460	OG0000460	YAR007C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.46&CDS=1-1860
461	OG0000461	YAR008W	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.17&CDS=1-924
462	OG0000462	YAR014C	augustus_masked-NODE_6_length_294704_cov_31.7473_ID_11-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_6_length_294704_cov_31.7473_ID_11-processed-gene-1.173&CDS=1-2526
463	OG0000463	YAR015W	maker-NODE_15_length_210461_cov_35.6907_ID_29-augustus-gene-1.171-mRNA-1_1&gene=maker-NODE_15_length_210461_cov_35.6907_ID_29-augustus-gene-1.171&CDS=1-1599
464	OG0000464	YAR018C	maker-NODE_6_length_294704_cov_31.7473_ID_11-snap-gene-1.92-mRNA-1_1&gene=maker-NODE_6_length_294704_cov_31.7473_ID_11-snap-gene-1.92&CDS=1-2232
465	OG0000465	YAR035W	augustus_masked-NODE_15_length_210461_cov_35.6907_ID_29-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_15_length_210461_cov_35.6907_ID_29-processed-gene-1.152&CDS=1-2130
466	OG0000466	YBL001C	augustus_masked-NODE_66_length_61120_cov_31.2705_ID_131-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_66_length_61120_cov_31.2705_ID_131-processed-gene-0.2&CDS=1-327
467	OG0000467	YBL004W	augustus_masked-NODE_66_length_61120_cov_31.2705_ID_131-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_66_length_61120_cov_31.2705_ID_131-processed-gene-0.14&CDS=1-7500
468	OG0000468	YBL006C	snap_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.75&CDS=1-690
469	OG0000469	YBL007C	snap_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.74&CDS=1-3861
470	OG0000470	YBL008W	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.117&CDS=1-2538
471	OG0000471	YBL009W	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.116&CDS=1-2856
472	OG0000472	YBL010C	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.154&CDS=1-1011
473	OG0000473	YBL011W	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.156&CDS=1-2289
474	OG0000474	YBL013W	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.157&CDS=1-1107
475	OG0000475	YBL014C	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.121&CDS=1-2793
476	OG0000476	YBL015W	augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.118&CDS=1-1578
477	OG0000477	YBL016W	augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.117&CDS=1-1059
478	OG0000478	YBL019W	augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.116&CDS=1-1485
479	OG0000479	YBL020W	augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.115&CDS=1-1737
480	OG0000480	YBL021C	augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.111&CDS=1-639
481	OG0000481	YBL022C	augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.112&CDS=1-3591
482	OG0000482	YBL023C	augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.113&CDS=1-2628
483	OG0000483	YBL025W	augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_36_length_111988_cov_143.925_ID_71-processed-gene-0.131&CDS=1-597
484	OG0000484	YBL026W	augustus_masked-NODE_85_length_35056_cov_33.5369_ID_169-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_85_length_35056_cov_33.5369_ID_169-processed-gene-0.25&CDS=1-285
485	OG0000485	YBL028C	augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.215&CDS=1-342
486	OG0000486	YBL029C-A	augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.216&CDS=1-300
487	OG0000487	YBL029W	augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.265-mRNA-1_1&gene=augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.265&CDS=1-1056
488	OG0000488	YBL031W	snap_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.177&CDS=1-1116
489	OG0000489	YBL032W	augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.267-mRNA-1_1&gene=augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.267&CDS=1-1221
490	OG0000490	YBL033C	augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.217&CDS=1-897
491	OG0000491	YBL034C	snap_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.126&CDS=1-4779
492	OG0000492	YBL035C	snap_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.127&CDS=1-2028
493	OG0000493	YBL036C	augustus_masked-NODE_3_length_423887_cov_33.3805_ID_5-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_423887_cov_33.3805_ID_5-processed-gene-0.74&CDS=1-750
494	OG0000494	YBL037W	snap_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.182-mRNA-1_1&gene=snap_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.182&CDS=1-3138
495	OG0000495	YBL038W	augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.269-mRNA-1_1&gene=augustus_masked-NODE_18_length_190486_cov_39.1428_ID_35-processed-gene-0.269&CDS=1-660
496	OG0000496	YBL039C	augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.148&CDS=1-1728
497	OG0000497	YBL040C	augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.147&CDS=1-657
498	OG0000498	YBL041W	augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.105&CDS=1-723
499	OG0000499	YBL045C	augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.146&CDS=1-1341
500	OG0000500	YBL046W	snap_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.185-mRNA-1_1&gene=snap_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.185&CDS=1-684
501	OG0000501	YBL047C	augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.145&CDS=1-4122
502	OG0000502	YBL049W	snap_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.184&CDS=1-645
503	OG0000503	YBL050W	snap_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.183&CDS=1-876
504	OG0000504	YBL051C	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.85&CDS=1-2115
505	OG0000505	YBL055C	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.83&CDS=1-1119
506	OG0000506	YBL057C	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.82&CDS=1-615
507	OG0000507	YBL058W	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.68&CDS=1-1182
508	OG0000508	YBL059C-A	snap_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.23&CDS=1-345
509	OG0000509	YBL059W	maker-NODE_76_length_51295_cov_31.1061_ID_151-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_76_length_51295_cov_31.1061_ID_151-augustus-gene-0.3&CDS=1-363
510	OG0000510	YBL060W	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.67&CDS=1-2154
511	OG0000511	YBL061C	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.80&CDS=1-2409
512	OG0000512	YBL063W	snap_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.8&CDS=1-3498
513	OG0000513	YBL066C	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.79&CDS=1-3165
514	OG0000514	YBL071W-A	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.64&CDS=1-252
515	OG0000515	YBL074C	augustus_masked-NODE_74_length_56183_cov_31.5087_ID_147-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_74_length_56183_cov_31.5087_ID_147-processed-gene-0.46&CDS=1-1095
516	OG0000516	YBL078C	augustus_masked-NODE_106_length_20232_cov_70.2692_ID_211-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_106_length_20232_cov_70.2692_ID_211-processed-gene-0.11&CDS=1-354
517	OG0000517	YBL079W	augustus_masked-NODE_106_length_20232_cov_70.2692_ID_211-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_106_length_20232_cov_70.2692_ID_211-processed-gene-0.9&CDS=1-4449
518	OG0000518	YBL080C	augustus_masked-NODE_106_length_20232_cov_70.2692_ID_211-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_106_length_20232_cov_70.2692_ID_211-processed-gene-0.10&CDS=1-1611
519	OG0000519	YBL082C	augustus_masked-NODE_72_length_58183_cov_56.0421_ID_143-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_72_length_58183_cov_56.0421_ID_143-processed-gene-0.30&CDS=1-1386
520	OG0000520	YBL084C	augustus_masked-NODE_72_length_58183_cov_56.0421_ID_143-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_72_length_58183_cov_56.0421_ID_143-processed-gene-0.21&CDS=1-2175
521	OG0000521	YBL086C	snap_masked-NODE_72_length_58183_cov_56.0421_ID_143-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_72_length_58183_cov_56.0421_ID_143-processed-gene-0.3&CDS=1-1431
522	OG0000522	YBL088C	snap_masked-NODE_72_length_58183_cov_56.0421_ID_143-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_72_length_58183_cov_56.0421_ID_143-processed-gene-0.7&CDS=1-2352
523	OG0000523	YBL090W	augustus_masked-NODE_74_length_56183_cov_31.5087_ID_147-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_74_length_56183_cov_31.5087_ID_147-processed-gene-0.28&CDS=1-615
524	OG0000524	YBL091C	augustus_masked-NODE_74_length_56183_cov_31.5087_ID_147-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_74_length_56183_cov_31.5087_ID_147-processed-gene-0.42&CDS=1-1248
525	OG0000525	YBL092W	augustus_masked-NODE_74_length_56183_cov_31.5087_ID_147-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_74_length_56183_cov_31.5087_ID_147-processed-gene-0.27&CDS=1-393
526	OG0000526	YBL093C	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.173&CDS=1-618
527	OG0000527	YBL095W	augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.57&CDS=1-762
528	OG0000528	YBL097W	augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.56&CDS=1-2406
529	OG0000529	YBL099W	augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.55&CDS=1-1629
530	OG0000530	YBL101C	augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.73&CDS=1-3237
531	OG0000531	YBL102W	augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.54&CDS=1-648
532	OG0000532	YBL103C	augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.72&CDS=1-1731
533	OG0000533	YBL104C	augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.71&CDS=1-2997
534	OG0000534	YBL105C	maker-NODE_67_length_60852_cov_31.8008_ID_133-augustus-gene-0.79-mRNA-1_1&gene=maker-NODE_67_length_60852_cov_31.8008_ID_133-augustus-gene-0.79&CDS=1-2373
535	OG0000535	YBL107C	augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_67_length_60852_cov_31.8008_ID_133-processed-gene-0.68&CDS=1-600
536	OG0000536	YBR002C	snap_masked-NODE_66_length_61120_cov_31.2705_ID_131-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_66_length_61120_cov_31.2705_ID_131-processed-gene-0.34&CDS=1-999
537	OG0000537	YBR003W	augustus_masked-NODE_66_length_61120_cov_31.2705_ID_131-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_66_length_61120_cov_31.2705_ID_131-processed-gene-0.4&CDS=1-1311
538	OG0000538	YBR004C	augustus_masked-NODE_3_length_423887_cov_33.3805_ID_5-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_3_length_423887_cov_33.3805_ID_5-processed-gene-2.53&CDS=1-645
539	OG0000539	YBR006W	augustus_masked-NODE_3_length_423887_cov_33.3805_ID_5-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_423887_cov_33.3805_ID_5-processed-gene-2.51&CDS=1-1503
540	OG0000540	YBR007C	augustus_masked-NODE_3_length_423887_cov_33.3805_ID_5-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_3_length_423887_cov_33.3805_ID_5-processed-gene-2.49&CDS=1-2184
541	OG0000541	YBR011C	augustus_masked-NODE_11_length_247062_cov_34.077_ID_21-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_11_length_247062_cov_34.077_ID_21-processed-gene-0.41&CDS=1-861
542	OG0000542	YBR016W	augustus_masked-NODE_6_length_294704_cov_31.7473_ID_11-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_6_length_294704_cov_31.7473_ID_11-processed-gene-1.127&CDS=1-312
543	OG0000543	YBR017C	augustus_masked-NODE_6_length_294704_cov_31.7473_ID_11-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_6_length_294704_cov_31.7473_ID_11-processed-gene-1.172&CDS=1-2760
544	OG0000544	YBR019C	augustus_masked-NODE_29_length_137972_cov_44.9543_ID_57-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_29_length_137972_cov_44.9543_ID_57-processed-gene-0.35&CDS=1-2076
545	OG0000545	YBR022W	augustus_masked-NODE_15_length_210461_cov_35.6907_ID_29-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_15_length_210461_cov_35.6907_ID_29-processed-gene-1.136&CDS=1-465
546	OG0000546	YBR026C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.204&CDS=1-1158
