	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034655_Botryozyma_nematodophila
564	OG0000564	YBR279W	augustus_masked-NODE_1779_length_2724_cov_4.40202_ID_3557-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1779_length_2724_cov_4.40202_ID_3557-processed-gene-0.1&CDS=1-1098
565	OG0000565	YBR280C	augustus_masked-NODE_16_length_13722_cov_3.82974_ID_31-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_16_length_13722_cov_3.82974_ID_31-processed-gene-0.24&CDS=1-1626
566	OG0000566	YBR281C	genemark-NODE_102_length_8240_cov_6.0402_ID_203-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_102_length_8240_cov_6.0402_ID_203-processed-gene-0.7&CDS=1-3141
567	OG0000567	YBR282W	snap_masked-NODE_3163_length_1816_cov_4.13913_ID_6325-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_3163_length_1816_cov_4.13913_ID_6325-processed-gene-0.3&CDS=1-420
568	OG0000568	YBR287W	snap_masked-NODE_3786_length_1531_cov_4.00745_ID_7571-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_3786_length_1531_cov_4.00745_ID_7571-processed-gene-0.0&CDS=1-966
569	OG0000569	YBR288C	snap_masked-NODE_164_length_7039_cov_3.74198_ID_327-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_164_length_7039_cov_3.74198_ID_327-processed-gene-0.9&CDS=1-1422
570	OG0000570	YBR289W	augustus_masked-NODE_3322_length_1742_cov_3.27742_ID_6643-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3322_length_1742_cov_3.27742_ID_6643-processed-gene-0.1&CDS=1-1539
571	OG0000571	YBR290W	augustus_masked-NODE_2293_length_2307_cov_3.50888_ID_4585-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2293_length_2307_cov_3.50888_ID_4585-processed-gene-0.0&CDS=1-1347
572	OG0000572	YBR291C	maker-NODE_1621_length_2878_cov_3.36734_ID_3241-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_1621_length_2878_cov_3.36734_ID_3241-augustus-gene-0.5&CDS=1-879
573	OG0000573	YBR296C	augustus_masked-NODE_4542_length_1244_cov_1.73675_ID_9083-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4542_length_1244_cov_1.73675_ID_9083-processed-gene-0.1&CDS=1-468
574	OG0000574	YCL001W	snap_masked-NODE_878_length_3925_cov_4.43127_ID_1755-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_878_length_3925_cov_4.43127_ID_1755-processed-gene-0.3&CDS=1-702
575	OG0000575	YCL004W	augustus_masked-NODE_819_length_4066_cov_4.10496_ID_1637-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_819_length_4066_cov_4.10496_ID_1637-processed-gene-0.1&CDS=1-1326
576	OG0000576	YCL008C	maker-NODE_1517_length_2975_cov_3.52603_ID_3033-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_1517_length_2975_cov_3.52603_ID_3033-snap-gene-0.3&CDS=1-1491
577	OG0000577	YCL009C	snap_masked-NODE_93_length_8414_cov_5.82773_ID_185-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_93_length_8414_cov_5.82773_ID_185-processed-gene-0.2&CDS=1-1041
578	OG0000578	YCL010C	snap_masked-NODE_947_length_3793_cov_4.68994_ID_1893-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_947_length_3793_cov_4.68994_ID_1893-processed-gene-0.6&CDS=1-1155
579	OG0000579	YCL014W	augustus_masked-NODE_2961_length_1919_cov_3.06062_ID_5921-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2961_length_1919_cov_3.06062_ID_5921-processed-gene-0.1&CDS=1-1794
580	OG0000580	YCL016C	snap_masked-NODE_2788_length_2007_cov_3.4585_ID_5575-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2788_length_2007_cov_3.4585_ID_5575-processed-gene-0.1&CDS=1-879
581	OG0000581	YCL017C	genemark-NODE_2041_length_2496_cov_3.60262_ID_4081-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_2041_length_2496_cov_3.60262_ID_4081-processed-gene-0.4&CDS=1-1305
582	OG0000582	YCL018W	snap_masked-NODE_2411_length_2239_cov_3.35119_ID_4821-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_2411_length_2239_cov_3.35119_ID_4821-processed-gene-0.5&CDS=1-1104
583	OG0000583	YCL027W	augustus_masked-NODE_4117_length_1397_cov_3.90984_ID_8233-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4117_length_1397_cov_3.90984_ID_8233-processed-gene-0.1&CDS=1-1395
584	OG0000584	YCL029C	augustus_masked-NODE_282_length_6063_cov_4.65812_ID_563-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_282_length_6063_cov_4.65812_ID_563-processed-gene-0.9&CDS=1-636
585	OG0000585	YCL030C	maker-NODE_221_length_6525_cov_3.72798_ID_441-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_221_length_6525_cov_3.72798_ID_441-augustus-gene-0.4&CDS=1-2034
586	OG0000586	YCL032W	snap_masked-NODE_963_length_3762_cov_3.50796_ID_1925-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_963_length_3762_cov_3.50796_ID_1925-processed-gene-0.2&CDS=1-1740
587	OG0000587	YCL033C	snap_masked-NODE_329_length_5767_cov_7.34751_ID_657-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_329_length_5767_cov_7.34751_ID_657-processed-gene-0.3&CDS=1-399
588	OG0000588	YCL034W	genemark-NODE_2339_length_2280_cov_4.78831_ID_4677-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_2339_length_2280_cov_4.78831_ID_4677-processed-gene-0.1&CDS=1-1737
589	OG0000589	YCL038C	snap_masked-NODE_702_length_4343_cov_4.28055_ID_1403-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_702_length_4343_cov_4.28055_ID_1403-processed-gene-0.2&CDS=1-2154
590	OG0000590	YCL039W	genemark-NODE_60_length_9564_cov_3.62204_ID_119-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_60_length_9564_cov_3.62204_ID_119-processed-gene-0.11&CDS=1-1785
591	OG0000591	YCL043C	genemark-NODE_2151_length_2405_cov_4.36681_ID_4301-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2151_length_2405_cov_4.36681_ID_4301-processed-gene-0.0&CDS=1-1512
592	OG0000592	YCL045C	augustus_masked-NODE_104_length_8151_cov_4.31287_ID_207-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_104_length_8151_cov_4.31287_ID_207-processed-gene-0.9&CDS=1-2514
593	OG0000593	YCL047C	augustus_masked-NODE_463_length_5160_cov_6.76239_ID_925-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_463_length_5160_cov_6.76239_ID_925-processed-gene-0.6&CDS=1-1014
594	OG0000594	YCL054W	snap_masked-NODE_738_length_4234_cov_3.29911_ID_1475-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_738_length_4234_cov_3.29911_ID_1475-processed-gene-0.0&CDS=1-2676
595	OG0000595	YCL055W	augustus_masked-NODE_2590_length_2125_cov_5.84058_ID_5179-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2590_length_2125_cov_5.84058_ID_5179-processed-gene-0.2&CDS=1-285
596	OG0000596	YCL057C-A	snap_masked-NODE_337_length_5722_cov_4.00635_ID_673-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_337_length_5722_cov_4.00635_ID_673-processed-gene-0.0&CDS=1-201
597	OG0000597	YCL059C	augustus_masked-NODE_1233_length_3335_cov_4.00122_ID_2465-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1233_length_3335_cov_4.00122_ID_2465-processed-gene-0.0&CDS=1-1092
598	OG0000598	YCR002C	maker-NODE_9_length_17320_cov_7.3945_ID_17-augustus-gene-0.15-mRNA-1_1&gene=maker-NODE_9_length_17320_cov_7.3945_ID_17-augustus-gene-0.15&CDS=1-1050
599	OG0000599	YCR003W	snap_masked-NODE_9_length_17320_cov_7.3945_ID_17-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_9_length_17320_cov_7.3945_ID_17-processed-gene-0.1&CDS=1-696
600	OG0000600	YCR008W	snap_masked-NODE_522_length_4918_cov_4.51984_ID_1043-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_522_length_4918_cov_4.51984_ID_1043-processed-gene-0.2&CDS=1-3168
601	OG0000601	YCR011C	genemark-NODE_311_length_5859_cov_3.41919_ID_621-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_311_length_5859_cov_3.41919_ID_621-processed-gene-0.1&CDS=1-2913
602	OG0000602	YCR012W	genemark-NODE_5138_length_1062_cov_3.51936_ID_10275-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_5138_length_1062_cov_3.51936_ID_10275-processed-gene-0.2&CDS=1-540
603	OG0000603	YCR014C	augustus_masked-NODE_1784_length_2723_cov_3.4985_ID_3567-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1784_length_2723_cov_3.4985_ID_3567-processed-gene-0.1&CDS=1-1788
604	OG0000604	YCR017C	snap_masked-NODE_3124_length_1832_cov_2.73213_ID_6247-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_3124_length_1832_cov_2.73213_ID_6247-processed-gene-0.5&CDS=1-993
605	OG0000605	YCR019W	genemark-NODE_828_length_4036_cov_4.71766_ID_1655-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_828_length_4036_cov_4.71766_ID_1655-processed-gene-0.8&CDS=1-1113
606	OG0000606	YCR023C	genemark-NODE_1214_length_3365_cov_3.13414_ID_2427-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1214_length_3365_cov_3.13414_ID_2427-processed-gene-0.1&CDS=1-1686
607	OG0000607	YCR024C	augustus_masked-NODE_3756_length_1544_cov_5.72196_ID_7511-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3756_length_1544_cov_5.72196_ID_7511-processed-gene-0.2&CDS=1-1467
608	OG0000608	YCR027C	maker-NODE_288_length_6004_cov_7.274_ID_575-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_288_length_6004_cov_7.274_ID_575-augustus-gene-0.5&CDS=1-552
609	OG0000609	YCR030C	snap_masked-NODE_905_length_3877_cov_4.39953_ID_1809-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_905_length_3877_cov_4.39953_ID_1809-processed-gene-0.1&CDS=1-3447
610	OG0000610	YCR031C	augustus_masked-NODE_3442_length_1692_cov_4.38424_ID_6883-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3442_length_1692_cov_4.38424_ID_6883-processed-gene-0.5&CDS=1-351
611	OG0000611	YCR032W	snap_masked-NODE_1463_length_3032_cov_4.84918_ID_2925-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1463_length_3032_cov_4.84918_ID_2925-processed-gene-0.2&CDS=1-2568
612	OG0000612	YCR033W	genemark-NODE_115_length_7820_cov_3.57399_ID_229-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_115_length_7820_cov_3.57399_ID_229-processed-gene-0.1&CDS=1-3750
613	OG0000613	YCR035C	snap_masked-NODE_1221_length_3358_cov_3.81956_ID_2441-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_1221_length_3358_cov_3.81956_ID_2441-processed-gene-0.3&CDS=1-753
614	OG0000614	YCR036W	snap_masked-NODE_544_length_4803_cov_4.92207_ID_1087-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_544_length_4803_cov_4.92207_ID_1087-processed-gene-0.2&CDS=1-975
615	OG0000615	YCR042C	augustus_masked-NODE_4338_length_1310_cov_3.5992_ID_8675-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4338_length_1310_cov_3.5992_ID_8675-processed-gene-0.1&CDS=1-1287
616	OG0000616	YCR044C	augustus_masked-NODE_5207_length_1041_cov_14.6298_ID_10413-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5207_length_1041_cov_14.6298_ID_10413-processed-gene-0.0&CDS=1-1017
617	OG0000617	YCR045C	genemark-NODE_701_length_4344_cov_4.20984_ID_1401-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_701_length_4344_cov_4.20984_ID_1401-processed-gene-0.4&CDS=1-939
618	OG0000618	YCR046C	genemark-NODE_6361_length_781_cov_2.77135_ID_12721-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_6361_length_781_cov_2.77135_ID_12721-processed-gene-0.0&CDS=1-555
619	OG0000619	YCR047C	snap_masked-NODE_787_length_4127_cov_5.46734_ID_1573-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_787_length_4127_cov_5.46734_ID_1573-processed-gene-0.4&CDS=1-717
620	OG0000620	YCR053W	augustus_masked-NODE_3984_length_1453_cov_3.17883_ID_7967-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3984_length_1453_cov_3.17883_ID_7967-processed-gene-0.1&CDS=1-1368
621	OG0000621	YCR054C	snap_masked-NODE_4324_length_1315_cov_3.26746_ID_8647-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_4324_length_1315_cov_3.26746_ID_8647-processed-gene-0.4&CDS=1-573
622	OG0000622	YCR057C	maker-NODE_442_length_5270_cov_3.88802_ID_883-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_442_length_5270_cov_3.88802_ID_883-augustus-gene-0.0&CDS=1-2661
623	OG0000623	YCR061W	genemark-NODE_1654_length_2849_cov_3.55977_ID_3307-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1654_length_2849_cov_3.55977_ID_3307-processed-gene-0.1&CDS=1-2514
624	OG0000624	YCR063W	maker-NODE_3299_length_1754_cov_3.80283_ID_6597-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_3299_length_1754_cov_3.80283_ID_6597-augustus-gene-0.4&CDS=1-294
625	OG0000625	YCR065W	augustus_masked-NODE_1616_length_2882_cov_2.578_ID_3231-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1616_length_2882_cov_2.578_ID_3231-processed-gene-0.1&CDS=1-2400
626	OG0000626	YCR066W	snap_masked-NODE_2792_length_2003_cov_3.87988_ID_5583-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_2792_length_2003_cov_3.87988_ID_5583-processed-gene-0.2&CDS=1-519
627	OG0000627	YCR068W	augustus_masked-NODE_1554_length_2941_cov_4.38046_ID_3107-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1554_length_2941_cov_4.38046_ID_3107-processed-gene-0.1&CDS=1-987
628	OG0000628	YCR071C	snap_masked-NODE_1701_length_2792_cov_3.33248_ID_3401-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_1701_length_2792_cov_3.33248_ID_3401-processed-gene-0.4&CDS=1-309
629	OG0000629	YCR072C	snap_masked-NODE_2217_length_2353_cov_3.91297_ID_4433-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2217_length_2353_cov_3.91297_ID_4433-processed-gene-0.1&CDS=1-1605
630	OG0000630	YCR077C	snap_masked-NODE_2556_length_2144_cov_3.01915_ID_5111-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_2556_length_2144_cov_3.01915_ID_5111-processed-gene-0.0&CDS=1-1743
631	OG0000631	YCR079W	maker-NODE_926_length_3825_cov_3.67745_ID_1851-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_926_length_3825_cov_3.67745_ID_1851-augustus-gene-0.6&CDS=1-1119
632	OG0000632	YCR084C	snap_masked-NODE_2868_length_1965_cov_4.46911_ID_5735-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_2868_length_1965_cov_4.46911_ID_5735-processed-gene-0.0&CDS=1-1887
633	OG0000633	YCR087C-A	genemark-NODE_6542_length_747_cov_3.16908_ID_13083-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_6542_length_747_cov_3.16908_ID_13083-processed-gene-0.2&CDS=1-534
634	OG0000634	YCR090C	genemark-NODE_2007_length_2517_cov_4.80869_ID_4013-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2007_length_2517_cov_4.80869_ID_4013-processed-gene-0.2&CDS=1-300
635	OG0000635	YCR091W	genemark-NODE_2690_length_2061_cov_4.63509_ID_5379-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2690_length_2061_cov_4.63509_ID_5379-processed-gene-0.2&CDS=1-2016
636	OG0000636	YCR092C	snap_masked-NODE_729_length_4253_cov_4.70534_ID_1457-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_729_length_4253_cov_4.70534_ID_1457-processed-gene-0.2&CDS=1-3462
637	OG0000637	YCR093W	augustus_masked-NODE_511_length_4965_cov_3.93564_ID_1021-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_511_length_4965_cov_3.93564_ID_1021-processed-gene-0.2&CDS=1-4821
638	OG0000638	YCR095C	snap_masked-NODE_1957_length_2572_cov_4.22328_ID_3913-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_1957_length_2572_cov_4.22328_ID_3913-processed-gene-0.3&CDS=1-441
639	OG0000639	YCR098C	snap_masked-NODE_3256_length_1776_cov_2.41197_ID_6511-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_3256_length_1776_cov_2.41197_ID_6511-processed-gene-0.1&CDS=1-1665
640	OG0000640	YDL001W	augustus_masked-NODE_841_length_4005_cov_4.42051_ID_1681-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_841_length_4005_cov_4.42051_ID_1681-processed-gene-0.1&CDS=1-1509
641	OG0000641	YDL004W	genemark-NODE_3667_length_1586_cov_3.79556_ID_7333-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_3667_length_1586_cov_3.79556_ID_7333-processed-gene-0.1&CDS=1-486
642	OG0000642	YDL006W	snap_masked-NODE_2125_length_2420_cov_4.15899_ID_4249-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2125_length_2420_cov_4.15899_ID_4249-processed-gene-0.1&CDS=1-1602
643	OG0000643	YDL007W	genemark-NODE_1901_length_2612_cov_3.87094_ID_3801-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1901_length_2612_cov_3.87094_ID_3801-processed-gene-0.1&CDS=1-1191
644	OG0000644	YDL008W	genemark-NODE_77_length_9023_cov_4.56969_ID_153-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_77_length_9023_cov_4.56969_ID_153-processed-gene-0.1&CDS=1-255
645	OG0000645	YDL010W	genemark-NODE_1176_length_3419_cov_4.14507_ID_2351-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1176_length_3419_cov_4.14507_ID_2351-processed-gene-0.1&CDS=1-843
646	OG0000646	YDL014W	genemark-NODE_3471_length_1679_cov_4.03879_ID_6941-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_3471_length_1679_cov_4.03879_ID_6941-processed-gene-0.1&CDS=1-621
647	OG0000647	YDL015C	genemark-NODE_6232_length_808_cov_3.03054_ID_12463-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_6232_length_808_cov_3.03054_ID_12463-processed-gene-0.2&CDS=1-453
648	OG0000648	YDL017W	augustus_masked-NODE_615_length_4612_cov_3.55431_ID_1229-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_615_length_4612_cov_3.55431_ID_1229-processed-gene-0.4&CDS=1-882
649	OG0000649	YDL020C	snap_masked-NODE_279_length_6076_cov_4.40475_ID_557-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_279_length_6076_cov_4.40475_ID_557-processed-gene-0.0&CDS=1-2535
650	OG0000650	YDL028C	augustus_masked-NODE_6750_length_703_cov_3.79938_ID_13499-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_6750_length_703_cov_3.79938_ID_13499-processed-gene-0.0&CDS=1-639
651	OG0000651	YDL029W	genemark-NODE_101_length_8253_cov_3.95048_ID_201-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_101_length_8253_cov_3.95048_ID_201-processed-gene-0.7&CDS=1-1173
652	OG0000652	YDL030W	augustus_masked-NODE_9589_length_349_cov_2.77551_ID_19177-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_9589_length_349_cov_2.77551_ID_19177-processed-gene-0.1&CDS=1-276
653	OG0000653	YDL031W	snap_masked-NODE_592_length_4651_cov_4.89534_ID_1183-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_592_length_4651_cov_4.89534_ID_1183-processed-gene-0.2&CDS=1-2733
654	OG0000654	YDL033C	augustus_masked-NODE_2504_length_2183_cov_4.55404_ID_5007-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2504_length_2183_cov_4.55404_ID_5007-processed-gene-0.0&CDS=1-1614
655	OG0000655	YDL035C	augustus_masked-NODE_198_length_6701_cov_3.82125_ID_395-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_198_length_6701_cov_3.82125_ID_395-processed-gene-0.3&CDS=1-2241
656	OG0000656	YDL036C	snap_masked-NODE_3171_length_1813_cov_2.7901_ID_6341-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_3171_length_1813_cov_2.7901_ID_6341-processed-gene-0.2&CDS=1-1497
657	OG0000657	YDL040C	augustus_masked-NODE_2988_length_1904_cov_4.70471_ID_5975-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2988_length_1904_cov_4.70471_ID_5975-processed-gene-0.1&CDS=1-1878
658	OG0000658	YDL043C	snap_masked-NODE_2465_length_2204_cov_4.55142_ID_4929-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2465_length_2204_cov_4.55142_ID_4929-processed-gene-0.1&CDS=1-723
659	OG0000659	YDL045C	augustus_masked-NODE_1660_length_2839_cov_3.80783_ID_3319-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1660_length_2839_cov_3.80783_ID_3319-processed-gene-0.0&CDS=1-570
660	OG0000660	YDL045W-A	genemark-NODE_1779_length_2724_cov_4.40202_ID_3557-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_1779_length_2724_cov_4.40202_ID_3557-processed-gene-0.6&CDS=1-267
661	OG0000661	YDL046W	maker-NODE_3948_length_1471_cov_2.93503_ID_7895-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_3948_length_1471_cov_2.93503_ID_7895-snap-gene-0.2&CDS=1-462
662	OG0000662	YDL047W	augustus_masked-NODE_3296_length_1757_cov_4.39659_ID_6591-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3296_length_1757_cov_4.39659_ID_6591-processed-gene-0.2&CDS=1-768
663	OG0000663	YDL051W	genemark-NODE_4845_length_1147_cov_3.93407_ID_9689-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4845_length_1147_cov_3.93407_ID_9689-processed-gene-0.0&CDS=1-792
664	OG0000664	YDL052C	snap_masked-NODE_4470_length_1267_cov_3.04538_ID_8939-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_4470_length_1267_cov_3.04538_ID_8939-processed-gene-0.1&CDS=1-918
665	OG0000665	YDL054C	snap_masked-NODE_9978_length_319_cov_2.09091_ID_19955-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_9978_length_319_cov_2.09091_ID_19955-processed-gene-0.1&CDS=1-273
666	OG0000666	YDL055C	genemark-NODE_1026_length_3657_cov_3.17296_ID_2051-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1026_length_3657_cov_3.17296_ID_2051-processed-gene-0.0&CDS=1-1092
667	OG0000667	YDL056W	maker-NODE_57_length_9828_cov_4.20874_ID_113-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_57_length_9828_cov_4.20874_ID_113-augustus-gene-0.4&CDS=1-4026
668	OG0000668	YDL057W	genemark-NODE_3573_length_1630_cov_2.61206_ID_7145-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_3573_length_1630_cov_2.61206_ID_7145-processed-gene-0.1&CDS=1-966
669	OG0000669	YDL058W	snap_masked-NODE_327_length_5771_cov_4.53079_ID_653-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_327_length_5771_cov_4.53079_ID_653-processed-gene-0.0&CDS=1-3360
670	OG0000670	YDL060W	augustus_masked-NODE_3355_length_1725_cov_2.66407_ID_6709-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3355_length_1725_cov_2.66407_ID_6709-processed-gene-0.1&CDS=1-1092
671	OG0000671	YDL063C	augustus_masked-NODE_2873_length_1964_cov_2.50288_ID_5745-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2873_length_1964_cov_2.50288_ID_5745-processed-gene-0.3&CDS=1-738
672	OG0000672	YDL064W	maker-NODE_6672_length_721_cov_5.75976_ID_13343-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_6672_length_721_cov_5.75976_ID_13343-snap-gene-0.1&CDS=1-441
673	OG0000673	YDL065C	snap_masked-NODE_2676_length_2069_cov_4.09682_ID_5351-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_2676_length_2069_cov_4.09682_ID_5351-processed-gene-0.3&CDS=1-555
674	OG0000674	YDL072C	genemark-NODE_66_length_9370_cov_4.08298_ID_131-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_66_length_9370_cov_4.08298_ID_131-processed-gene-0.12&CDS=1-591
675	OG0000675	YDL074C	augustus_masked-NODE_335_length_5732_cov_6.74511_ID_669-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_335_length_5732_cov_6.74511_ID_669-processed-gene-0.7&CDS=1-1839
676	OG0000676	YDL076C	augustus_masked-NODE_726_length_4263_cov_4.03731_ID_1451-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_726_length_4263_cov_4.03731_ID_1451-processed-gene-0.3&CDS=1-2163
677	OG0000677	YDL077C	augustus_masked-NODE_2734_length_2036_cov_3.78546_ID_5467-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2734_length_2036_cov_3.78546_ID_5467-processed-gene-0.0&CDS=1-1878
678	OG0000678	YDL081C	genemark-NODE_3112_length_1837_cov_4.2138_ID_6223-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_3112_length_1837_cov_4.2138_ID_6223-processed-gene-0.2&CDS=1-327
679	OG0000679	YDL084W	augustus_masked-NODE_2638_length_2094_cov_2.72879_ID_5275-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2638_length_2094_cov_2.72879_ID_5275-processed-gene-0.2&CDS=1-999
680	OG0000680	YDL086W	maker-NODE_4859_length_1143_cov_2.72518_ID_9717-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_4859_length_1143_cov_2.72518_ID_9717-augustus-gene-0.0&CDS=1-567
681	OG0000681	YDL087C	snap_masked-NODE_356_length_5617_cov_3.8274_ID_711-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_356_length_5617_cov_3.8274_ID_711-processed-gene-0.4&CDS=1-864
682	OG0000682	YDL090C	maker-NODE_919_length_3848_cov_3.2473_ID_1837-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_919_length_3848_cov_3.2473_ID_1837-augustus-gene-0.2&CDS=1-957
