	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035629_Yueomyces_sinensis
924	OG0000924	YDR041W	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.86&CDS=1-876
925	OG0000925	YDR044W	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.72&CDS=1-987
926	OG0000926	YDR045C	augustus_masked-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.25&CDS=1-327
927	OG0000927	YDR047W	augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.127&CDS=1-2943
928	OG0000928	YDR050C	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.88&CDS=1-744
929	OG0000929	YDR051C	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.87&CDS=1-1041
930	OG0000930	YDR052C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.206&CDS=1-2151
931	OG0000931	YDR054C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.208-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.208&CDS=1-879
932	OG0000932	YDR056C	augustus_masked-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.32&CDS=1-696
933	OG0000933	YDR057W	augustus_masked-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.8&CDS=1-2262
934	OG0000934	YDR058C	augustus_masked-NODE_19_length_213047_cov_31.9787_ID_37-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_19_length_213047_cov_31.9787_ID_37-processed-gene-1.29&CDS=1-1068
935	OG0000935	YDR060W	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-0.92&CDS=1-2973
936	OG0000936	YDR061W	genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.76&CDS=1-1404
937	OG0000937	YDR062W	snap_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.26&CDS=1-1698
938	OG0000938	YDR063W	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.135&CDS=1-453
939	OG0000939	YDR064W	augustus_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.122&CDS=1-453
940	OG0000940	YDR065W	augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.71&CDS=1-1200
941	OG0000941	YDR067C	genemark-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.29&CDS=1-633
942	OG0000942	YDR068W	augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.72&CDS=1-1158
943	OG0000943	YDR069C	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.55&CDS=1-3036
944	OG0000944	YDR070C	augustus_masked-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.91&CDS=1-198
945	OG0000945	YDR071C	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.56&CDS=1-690
946	OG0000946	YDR072C	maker-NODE_11_length_296710_cov_29.98_ID_21-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_11_length_296710_cov_29.98_ID_21-snap-gene-0.105&CDS=1-1188
947	OG0000947	YDR074W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.40&CDS=1-2679
948	OG0000948	YDR075W	snap_masked-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.200-mRNA-1_1&gene=snap_masked-NODE_26_length_152182_cov_28.6892_ID_51-processed-gene-0.200&CDS=1-768
949	OG0000949	YDR076W	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.65&CDS=1-1050
950	OG0000950	YDR078C	genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.54&CDS=1-654
951	OG0000951	YDR079C-A	augustus_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.98&CDS=1-216
952	OG0000952	YDR079W	snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.17&CDS=1-234
953	OG0000953	YDR080W	augustus_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.97&CDS=1-2721
954	OG0000954	YDR081C	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.37&CDS=1-2982
955	OG0000955	YDR082W	augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.86&CDS=1-1302
956	OG0000956	YDR083W	genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.50&CDS=1-1152
957	OG0000957	YDR084C	genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_20_length_212031_cov_29.3383_ID_39-processed-gene-1.48&CDS=1-585
958	OG0000958	YDR086C	augustus_masked-NODE_35_length_118196_cov_32.9689_ID_69-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_35_length_118196_cov_32.9689_ID_69-processed-gene-0.140&CDS=1-210
959	OG0000959	YDR087C	genemark-NODE_35_length_118196_cov_32.9689_ID_69-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_35_length_118196_cov_32.9689_ID_69-processed-gene-0.97&CDS=1-825
960	OG0000960	YDR088C	genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.8&CDS=1-981
961	OG0000961	YDR089W	snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.3&CDS=1-2898
962	OG0000962	YDR090C	genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.10&CDS=1-975
963	OG0000963	YDR091C	genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.11&CDS=1-1821
964	OG0000964	YDR092W	genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.3&CDS=1-453
965	OG0000965	YDR097C	genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_60_length_54373_cov_28.4564_ID_119-processed-gene-0.12&CDS=1-3780
966	OG0000966	YDR100W	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.46&CDS=1-438
967	OG0000967	YDR101C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.35&CDS=1-1746
968	OG0000968	YDR103W	snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.74&CDS=1-2814
969	OG0000969	YDR105C	genemark-NODE_93_length_22347_cov_30.6632_ID_185-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_93_length_22347_cov_30.6632_ID_185-processed-gene-0.26&CDS=1-1425
970	OG0000970	YDR108W	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.44&CDS=1-2223
971	OG0000971	YDR109C	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.3&CDS=1-5580
972	OG0000972	YDR110W	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.15&CDS=1-1437
973	OG0000973	YDR115W	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-0.14&CDS=1-267
974	OG0000974	YDR116C	augustus_masked-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-2.207-mRNA-1_1&gene=augustus_masked-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-2.207&CDS=1-627
975	OG0000975	YDR117C	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-2.59&CDS=1-1689
976	OG0000976	YDR118W	snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.32&CDS=1-1842
977	OG0000977	YDR120C	genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.13&CDS=1-1782
978	OG0000978	YDR121W	genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.24&CDS=1-876
979	OG0000979	YDR123C	snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.57&CDS=1-951
980	OG0000980	YDR124W	snap_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.15&CDS=1-1281
981	OG0000981	YDR126W	augustus_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.59&CDS=1-666
982	OG0000982	YDR127W	augustus_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.60&CDS=1-4725
983	OG0000983	YDR128W	augustus_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.61&CDS=1-3495
984	OG0000984	YDR129C	genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_53_length_75463_cov_33.7334_ID_105-processed-gene-0.10&CDS=1-1926
985	OG0000985	YDR130C	snap_masked-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.4&CDS=1-765
986	OG0000986	YDR131C	augustus_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.82&CDS=1-1608
987	OG0000987	YDR135C	maker-NODE_13_length_282444_cov_78.3145_ID_25-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_13_length_282444_cov_78.3145_ID_25-snap-gene-1.3&CDS=1-8925
988	OG0000988	YDR137W	snap_masked-NODE_90_length_25202_cov_33.1033_ID_179-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_90_length_25202_cov_33.1033_ID_179-processed-gene-0.1&CDS=1-2229
989	OG0000989	YDR138W	augustus_masked-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.71&CDS=1-2100
990	OG0000990	YDR140W	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.138&CDS=1-666
991	OG0000991	YDR141C	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.103&CDS=1-5070
992	OG0000992	YDR143C	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.101&CDS=1-2112
993	OG0000993	YDR146C	augustus_masked-NODE_90_length_25202_cov_33.1033_ID_179-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_90_length_25202_cov_33.1033_ID_179-processed-gene-0.19&CDS=1-2262
994	OG0000994	YDR148C	genemark-NODE_90_length_25202_cov_33.1033_ID_179-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_90_length_25202_cov_33.1033_ID_179-processed-gene-0.32&CDS=1-1383
995	OG0000995	YDR152W	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.131&CDS=1-756
996	OG0000996	YDR153C	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.98&CDS=1-1305
997	OG0000997	YDR155C	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.97&CDS=1-486
998	OG0000998	YDR156W	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.130&CDS=1-393
999	OG0000999	YDR158W	genemark-NODE_106_length_16358_cov_30.0669_ID_211-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_106_length_16358_cov_30.0669_ID_211-processed-gene-0.4&CDS=1-1077
1000	OG0001000	YDR159W	augustus_masked-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.61&CDS=1-4269
1001	OG0001001	YDR161W	genemark-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.34&CDS=1-1140
1002	OG0001002	YDR162C	genemark-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.45&CDS=1-684
1003	OG0001003	YDR163W	augustus_masked-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.18&CDS=1-453
1004	OG0001004	YDR164C	snap_masked-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.10&CDS=1-2598
1005	OG0001005	YDR165W	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.125&CDS=1-1401
1006	OG0001006	YDR166C	augustus_masked-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.30&CDS=1-3045
1007	OG0001007	YDR167W	genemark-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_74_length_41576_cov_28.531_ID_147-processed-gene-0.38&CDS=1-651
1008	OG0001008	YDR168W	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.2&CDS=1-1515
1009	OG0001009	YDR171W	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.121&CDS=1-1302
1010	OG0001010	YDR172W	genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_13_length_282444_cov_78.3145_ID_25-processed-gene-1.120&CDS=1-2067
1011	OG0001011	YDR173C	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.31&CDS=1-1083
1012	OG0001012	YDR174W	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.3&CDS=1-741
1013	OG0001013	YDR175C	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.99&CDS=1-792
1014	OG0001014	YDR176W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.84&CDS=1-2157
1015	OG0001015	YDR177W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.85&CDS=1-642
1016	OG0001016	YDR179C	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.88&CDS=1-2076
1017	OG0001017	YDR179W-A	augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.52&CDS=1-528
1018	OG0001018	YDR180W	augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.53&CDS=1-4512
1019	OG0001019	YDR182W	augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.54&CDS=1-1356
1020	OG0001020	YDR183W	snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.121&CDS=1-522
1021	OG0001021	YDR184C	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.90&CDS=1-879
1022	OG0001022	YDR186C	snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.33&CDS=1-1983
1023	OG0001023	YDR188W	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.8&CDS=1-1632
1024	OG0001024	YDR189W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.88&CDS=1-2124
1025	OG0001025	YDR190C	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.36&CDS=1-1386
1026	OG0001026	YDR192C	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.94&CDS=1-1518
1027	OG0001027	YDR194C	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.91&CDS=1-2187
1028	OG0001028	YDR195W	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.65&CDS=1-1497
1029	OG0001029	YDR196C	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.112&CDS=1-738
1030	OG0001030	YDR197W	snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.46&CDS=1-525
1031	OG0001031	YDR198C	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.39&CDS=1-1413
1032	OG0001032	YDR201W	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.67&CDS=1-444
1033	OG0001033	YDR202C	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.98&CDS=1-1059
1034	OG0001034	YDR204W	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.12&CDS=1-822
1035	OG0001035	YDR205W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.94&CDS=1-2259
1036	OG0001036	YDR206W	augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.7&CDS=1-2760
1037	OG0001037	YDR207C	genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.43&CDS=1-1623
1038	OG0001038	YDR208W	augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-1.8&CDS=1-2076
1039	OG0001039	YDR211W	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.85&CDS=1-2163
1040	OG0001040	YDR212W	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-1.14&CDS=1-1689
1041	OG0001041	YDR214W	snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.133&CDS=1-774
1042	OG0001042	YDR216W	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.76&CDS=1-2400
1043	OG0001043	YDR217C	snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.161-mRNA-1_1&gene=snap_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.161&CDS=1-4041
1044	OG0001044	YDR221W	augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_33_length_126404_cov_29.6828_ID_65-processed-gene-0.77&CDS=1-2094
1045	OG0001045	YDR226W	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-1.20&CDS=1-666
1046	OG0001046	YDR228C	genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_3_length_378438_cov_30.282_ID_5-processed-gene-1.32&CDS=1-1881
