	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034757_Lipomyces_doorenjongii
10	OG0000010	YBR054W, YDR033W	augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.345-mRNA-1_1&gene=augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.345&CDS=1-1428, augustus_masked-NODE_26_length_149516_cov_39.4994_ID_51-processed-gene-0.274-mRNA-1_1&gene=augustus_masked-NODE_26_length_149516_cov_39.4994_ID_51-processed-gene-0.274&CDS=1-840, augustus_masked-NODE_31_length_106054_cov_39.6293_ID_61-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_31_length_106054_cov_39.6293_ID_61-processed-gene-0.180&CDS=1-840, maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-1.120-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-1.120&CDS=1-1923
11	OG0000011	YDR011W, YOR153W	augustus_masked-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-2.30&CDS=1-4596, maker-NODE_17_length_258504_cov_40.0266_ID_33-augustus-gene-0.74-mRNA-1_1&gene=maker-NODE_17_length_258504_cov_40.0266_ID_33-augustus-gene-0.74&CDS=1-4446, maker-NODE_22_length_197649_cov_39.6061_ID_43-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_22_length_197649_cov_39.6061_ID_43-augustus-gene-0.120&CDS=1-4389, maker-NODE_33_length_89823_cov_39.5816_ID_65-augustus-gene-0.144-mRNA-1_1&gene=maker-NODE_33_length_89823_cov_39.5816_ID_65-augustus-gene-0.144&CDS=1-4425
12	OG0000012	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.323-mRNA-1_1&gene=augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.323&CDS=1-1599, augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.373-mRNA-1_1&gene=augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.373&CDS=1-1605, augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-3.171&CDS=1-1368
13	OG0000013	YDR242W	augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.143&CDS=1-1653, augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-1.34&CDS=1-2592, maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-2.18-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-2.18&CDS=1-1626, maker-NODE_48_length_23107_cov_47.1494_ID_95-augustus-gene-0.16-mRNA-1_1&gene=maker-NODE_48_length_23107_cov_47.1494_ID_95-augustus-gene-0.16&CDS=1-1686, snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-3.53-mRNA-1_1&gene=snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-3.53&CDS=1-1707
14	OG0000014	YER056C, YER060W, YER060W-A	augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.263-mRNA-1_1&gene=augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.263&CDS=1-1557, genemark-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.118-mRNA-1_1&gene=genemark-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.118&CDS=1-1497, maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-1.94-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-1.94&CDS=1-1515
15	OG0000015	YGL119W, YPL088W	augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.233-mRNA-1_1&gene=augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.233&CDS=1-1041, augustus_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-0.37&CDS=1-2541, genemark-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.129&CDS=1-777, maker-NODE_15_length_292928_cov_39.1004_ID_29-snap-gene-0.128-mRNA-1_1&gene=maker-NODE_15_length_292928_cov_39.1004_ID_29-snap-gene-0.128&CDS=1-3909
16	OG0000016	YOL119C, YOR306C	genemark-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-3.313-mRNA-1_1&gene=genemark-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-3.313&CDS=1-1347, maker-NODE_23_length_165425_cov_41.1239_ID_45-snap-gene-0.225-mRNA-1_1&gene=maker-NODE_23_length_165425_cov_41.1239_ID_45-snap-gene-0.225&CDS=1-1350, maker-NODE_32_length_91051_cov_42.4973_ID_63-augustus-gene-0.41-mRNA-1_1&gene=maker-NODE_32_length_91051_cov_42.4973_ID_63-augustus-gene-0.41&CDS=1-1350, snap_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.230-mRNA-1_1&gene=snap_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.230&CDS=1-1353
17	OG0000017	YPR022C	augustus_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.149&CDS=1-2478, augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.146&CDS=1-1767, augustus_masked-NODE_22_length_197649_cov_39.6061_ID_43-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_22_length_197649_cov_39.6061_ID_43-processed-gene-0.201&CDS=1-2508, genemark-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-1.89&CDS=1-3402, maker-NODE_23_length_165425_cov_41.1239_ID_45-augustus-gene-0.83-mRNA-1_1&gene=maker-NODE_23_length_165425_cov_41.1239_ID_45-augustus-gene-0.83&CDS=1-2571
18	OG0000018	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-0.106&CDS=1-2832
19	OG0000019	YBR038W, YNL192W	maker-NODE_46_length_30158_cov_37.6868_ID_91-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_46_length_30158_cov_37.6868_ID_91-snap-gene-0.2&CDS=1-2655, snap_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.21&CDS=1-3120, snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-2.23&CDS=1-3162
20	OG0000020	YBR118W, YKR084C, YPR080W	maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-7.257-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-7.257&CDS=1-1443, maker-NODE_9_length_462379_cov_39.3331_ID_17-snap-gene-0.169-mRNA-1_1&gene=maker-NODE_9_length_462379_cov_39.3331_ID_17-snap-gene-0.169&CDS=1-2493
21	OG0000021	YBR126C, YML100W, YMR261C	augustus_masked-NODE_44_length_37262_cov_41.1887_ID_87-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_44_length_37262_cov_41.1887_ID_87-processed-gene-0.50&CDS=1-1431, maker-NODE_8_length_512697_cov_40.1668_ID_15-augustus-gene-3.155-mRNA-1_1&gene=maker-NODE_8_length_512697_cov_40.1668_ID_15-augustus-gene-3.155&CDS=1-2196
22	OG0000022	YBR297W, YFL052W, YGR288W, YPR196W	maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-1.107-mRNA-1_1&gene=maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-1.107&CDS=1-1023
23	OG0000023	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_22_length_197649_cov_39.6061_ID_43-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_22_length_197649_cov_39.6061_ID_43-processed-gene-0.132&CDS=1-1599
24	OG0000024	YDL080C, YGR087C, YLR044C, YLR134W	augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-1.175&CDS=1-1785
25	OG0000025	YDL132W, YGR003W	augustus_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.173&CDS=1-2346, maker-NODE_39_length_52350_cov_40.0797_ID_77-augustus-gene-0.86-mRNA-1_1&gene=maker-NODE_39_length_52350_cov_40.0797_ID_77-augustus-gene-0.86&CDS=1-2379, snap_masked-NODE_27_length_141600_cov_39.6097_ID_53-processed-gene-0.227-mRNA-1_1&gene=snap_masked-NODE_27_length_141600_cov_39.6097_ID_53-processed-gene-0.227&CDS=1-2283
26	OG0000026	YDL161W, YLR206W	maker-NODE_39_length_52350_cov_40.0797_ID_77-augustus-gene-0.80-mRNA-1_1&gene=maker-NODE_39_length_52350_cov_40.0797_ID_77-augustus-gene-0.80&CDS=1-1533, maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-0.111-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-0.111&CDS=1-1149, maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-0.99-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-0.99&CDS=1-1554
27	OG0000027	YDL244W, YFL058W, YJR156C, YNL332W	maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-4.81-mRNA-1_1&gene=maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-4.81&CDS=1-1014
28	OG0000028	YDR021W, YJL138C, YKR059W	augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-2.90&CDS=1-1188, maker-NODE_8_length_512697_cov_40.1668_ID_15-augustus-gene-2.168-mRNA-1_1&gene=maker-NODE_8_length_512697_cov_40.1668_ID_15-augustus-gene-2.168&CDS=1-1188
29	OG0000029	YDR038C, YDR039C, YDR040C	maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.55-mRNA-1_1&gene=maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.55&CDS=1-3402, snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-3.76&CDS=1-3174
30	OG0000030	YDR402C	genemark-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-1.205-mRNA-1_1&gene=genemark-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-1.205&CDS=1-1593, maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-7.270-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-7.270&CDS=1-3015, maker-NODE_4_length_728525_cov_39.2039_ID_7-snap-gene-2.109-mRNA-1_1&gene=maker-NODE_4_length_728525_cov_39.2039_ID_7-snap-gene-2.109&CDS=1-3159, snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-1.121&CDS=1-1464
31	OG0000031	YDR541C, YGL039W, YGL157W, YOL151W	maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-4.101-mRNA-1_1&gene=maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-4.101&CDS=1-987
