	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034947_Ambrosiozyma_philentoma
836	OG0000836	YDL058W	augustus_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.167&CDS=1-4914
837	OG0000837	YDL059C	maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-6.5-mRNA-1_1&gene=maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-6.5&CDS=1-603
838	OG0000838	YDL060W	maker-NODE_6_length_738973_cov_35.7179_ID_11-snap-gene-1.107-mRNA-1_1&gene=maker-NODE_6_length_738973_cov_35.7179_ID_11-snap-gene-1.107&CDS=1-3603
839	OG0000839	YDL063C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.21&CDS=1-1863
840	OG0000840	YDL064W	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.46&CDS=1-483
841	OG0000841	YDL065C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.22&CDS=1-927
842	OG0000842	YDL066W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.9&CDS=1-1371
843	OG0000843	YDL067C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.121-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.121&CDS=1-183
844	OG0000844	YDL074C	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-0.25&CDS=1-2085
845	OG0000845	YDL077C	snap_masked-NODE_37_length_130751_cov_37.7297_ID_73-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_37_length_130751_cov_37.7297_ID_73-processed-gene-0.141&CDS=1-3330
846	OG0000846	YDL081C	snap_masked-NODE_48_length_80608_cov_39.0841_ID_95-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_48_length_80608_cov_39.0841_ID_95-processed-gene-0.5&CDS=1-327
847	OG0000847	YDL084W	maker-NODE_3_length_851894_cov_38.1691_ID_5-augustus-gene-3.3-mRNA-1_1&gene=maker-NODE_3_length_851894_cov_38.1691_ID_5-augustus-gene-3.3&CDS=1-1365
848	OG0000848	YDL086W	snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-0.32&CDS=1-819
849	OG0000849	YDL087C	snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.209-mRNA-1_1&gene=snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.209&CDS=1-795
850	OG0000850	YDL090C	snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.194-mRNA-1_1&gene=snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.194&CDS=1-1341
851	OG0000851	YDL091C	augustus_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.152&CDS=1-1572
852	OG0000852	YDL092W	maker-NODE_30_length_181898_cov_34.4888_ID_59-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_30_length_181898_cov_34.4888_ID_59-snap-gene-0.1&CDS=1-378
853	OG0000853	YDL097C	maker-NODE_9_length_617110_cov_37.3077_ID_17-augustus-gene-4.114-mRNA-1_1&gene=maker-NODE_9_length_617110_cov_37.3077_ID_17-augustus-gene-4.114&CDS=1-2964
854	OG0000854	YDL098C	snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_31_length_171028_cov_37.7995_ID_61-processed-gene-0.40&CDS=1-597
855	OG0000855	YDL100C	snap_masked-NODE_38_length_127135_cov_34.5546_ID_75-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_38_length_127135_cov_34.5546_ID_75-processed-gene-0.113&CDS=1-1026
856	OG0000856	YDL101C	maker-NODE_34_length_157888_cov_36.3073_ID_67-snap-gene-0.83-mRNA-1_1&gene=maker-NODE_34_length_157888_cov_36.3073_ID_67-snap-gene-0.83&CDS=1-2712
857	OG0000857	YDL102W	augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.107&CDS=1-3318
858	OG0000858	YDL103C	augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.87&CDS=1-2835
859	OG0000859	YDL104C	augustus_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.78&CDS=1-1014
860	OG0000860	YDL105W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.61&CDS=1-1218
861	OG0000861	YDL106C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.62&CDS=1-3414
862	OG0000862	YDL107W	augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.34&CDS=1-1080
863	OG0000863	YDL110C	augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-5.157&CDS=1-456
864	OG0000864	YDL111C	augustus_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-1.1&CDS=1-876
865	OG0000865	YDL112W	snap_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-1.120&CDS=1-4326
866	OG0000866	YDL114W	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.69&CDS=1-1017
867	OG0000867	YDL115C	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.51&CDS=1-1146
868	OG0000868	YDL116W	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.55&CDS=1-2340
869	OG0000869	YDL117W	maker-NODE_14_length_402820_cov_37.3962_ID_27-snap-gene-1.37-mRNA-1_1&gene=maker-NODE_14_length_402820_cov_37.3962_ID_27-snap-gene-1.37&CDS=1-2547
870	OG0000870	YDL119C	augustus_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.72&CDS=1-882
871	OG0000871	YDL120W	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.21&CDS=1-546
872	OG0000872	YDL122W	snap_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.74&CDS=1-2418
873	OG0000873	YDL125C	snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.38&CDS=1-447
874	OG0000874	YDL126C	snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-0.56&CDS=1-2493
875	OG0000875	YDL128W	snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.27&CDS=1-1335
876	OG0000876	YDL131W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.80&CDS=1-1311
877	OG0000877	YDL132W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.81&CDS=1-2382
878	OG0000878	YDL133W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.82&CDS=1-1386
879	OG0000879	YDL134C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.65&CDS=1-1017
880	OG0000880	YDL135C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.84&CDS=1-603
881	OG0000881	YDL139C	snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.50&CDS=1-1914
882	OG0000882	YDL140C	snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.52&CDS=1-5208
883	OG0000883	YDL141W	snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.70&CDS=1-1983
884	OG0000884	YDL142C	augustus_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.17&CDS=1-879
885	OG0000885	YDL143W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.127-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.127&CDS=1-1584
886	OG0000886	YDL145C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.91&CDS=1-3615
887	OG0000887	YDL146W	genemark-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.20&CDS=1-1788
888	OG0000888	YDL147W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.64&CDS=1-1329
889	OG0000889	YDL148C	snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.74&CDS=1-2526
890	OG0000890	YDL149W	snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.168-mRNA-1_1&gene=snap_masked-NODE_34_length_157888_cov_36.3073_ID_67-processed-gene-0.168&CDS=1-3135
891	OG0000891	YDL150W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.111&CDS=1-1224
892	OG0000892	YDL153C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.129-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.129&CDS=1-1677
893	OG0000893	YDL154W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.110-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.110&CDS=1-2367
894	OG0000894	YDL156W	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.146-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.146&CDS=1-1578
895	OG0000895	YDL157C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.111&CDS=1-309
896	OG0000896	YDL159W	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.140&CDS=1-1533
897	OG0000897	YDL160C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.108&CDS=1-1404
898	OG0000898	YDL165W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-2.107&CDS=1-1023
899	OG0000899	YDL166C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-2.122&CDS=1-546
900	OG0000900	YDL167C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-5.109&CDS=1-2187
901	OG0000901	YDL168W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.113&CDS=1-1140
902	OG0000902	YDL169C	augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-2.31&CDS=1-660
903	OG0000903	YDL170W	maker-NODE_5_length_763819_cov_35.0206_ID_9-snap-gene-2.40-mRNA-1_1&gene=maker-NODE_5_length_763819_cov_35.0206_ID_9-snap-gene-2.40&CDS=1-2382
904	OG0000904	YDL171C	maker-NODE_2_length_923280_cov_37.2315_ID_3-snap-gene-5.3-mRNA-1_1&gene=maker-NODE_2_length_923280_cov_37.2315_ID_3-snap-gene-5.3&CDS=1-6402
905	OG0000905	YDL174C	maker-NODE_43_length_103192_cov_41.1572_ID_85-snap-gene-0.87-mRNA-1_1&gene=maker-NODE_43_length_103192_cov_41.1572_ID_85-snap-gene-0.87&CDS=1-1695
906	OG0000906	YDL177C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-1.146&CDS=1-594
907	OG0000907	YDL178W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-6.45&CDS=1-1641
908	OG0000908	YDL183C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.64&CDS=1-990
909	OG0000909	YDL185W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.119&CDS=1-2094
910	OG0000910	YDL186W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.83&CDS=1-936
911	OG0000911	YDL189W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.85&CDS=1-2217
912	OG0000912	YDL190C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.86&CDS=1-3171
913	OG0000913	YDL193W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.70&CDS=1-1101
914	OG0000914	YDL195W	snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.69&CDS=1-3762
915	OG0000915	YDL198C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.151-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.151&CDS=1-903
916	OG0000916	YDL201W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.22&CDS=1-933
917	OG0000917	YDL202W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.21&CDS=1-825
918	OG0000918	YDL206W	snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.13&CDS=1-1872
919	OG0000919	YDL207W	augustus_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-3.44&CDS=1-2202
920	OG0000920	YDL208W	snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.14&CDS=1-417
921	OG0000921	YDL209C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.108&CDS=1-1020
922	OG0000922	YDL210W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-2.135&CDS=1-1758
923	OG0000923	YDL212W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.10&CDS=1-651
924	OG0000924	YDL213C	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-1.33&CDS=1-738
925	OG0000925	YDL215C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-7.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-7.120&CDS=1-3090
926	OG0000926	YDL216C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-6.46&CDS=1-1377
927	OG0000927	YDL217C	augustus_masked-NODE_28_length_201022_cov_43.3182_ID_55-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_28_length_201022_cov_43.3182_ID_55-processed-gene-0.8&CDS=1-555
928	OG0000928	YDL219W	maker-NODE_28_length_201022_cov_43.3182_ID_55-snap-gene-0.87-mRNA-1_1&gene=maker-NODE_28_length_201022_cov_43.3182_ID_55-snap-gene-0.87&CDS=1-1071
929	OG0000929	YDL225W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-7.105&CDS=1-1860
930	OG0000930	YDL226C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-3.116&CDS=1-1095
931	OG0000931	YDL230W	augustus_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-1.2&CDS=1-1893
932	OG0000932	YDL233W	augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-7.10&CDS=1-2379
933	OG0000933	YDL234C	snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-3.56&CDS=1-2253
934	OG0000934	YDL235C	snap_masked-NODE_48_length_80608_cov_39.0841_ID_95-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_48_length_80608_cov_39.0841_ID_95-processed-gene-0.12&CDS=1-672
935	OG0000935	YDL236W	augustus_masked-NODE_48_length_80608_cov_39.0841_ID_95-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_48_length_80608_cov_39.0841_ID_95-processed-gene-0.88&CDS=1-912
936	OG0000936	YDL238C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.104&CDS=1-1446
937	OG0000937	YDL240W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.82&CDS=1-3444
938	OG0000938	YDR002W	snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.41&CDS=1-609
939	OG0000939	YDR004W	augustus_masked-NODE_27_length_203989_cov_37.1743_ID_53-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_27_length_203989_cov_37.1743_ID_53-processed-gene-1.69&CDS=1-1641
940	OG0000940	YDR005C	snap_masked-NODE_27_length_203989_cov_37.1743_ID_53-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_27_length_203989_cov_37.1743_ID_53-processed-gene-1.33&CDS=1-1233
941	OG0000941	YDR006C	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.11&CDS=1-2019
942	OG0000942	YDR007W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.165-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.165&CDS=1-747
943	OG0000943	YDR011W	genemark-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.63-mRNA-1_1&gene=genemark-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.63&CDS=1-4929
944	OG0000944	YDR013W	augustus_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-1.52&CDS=1-585
945	OG0000945	YDR017C	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-3.99&CDS=1-2817
946	OG0000946	YDR021W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-3.111&CDS=1-1188
947	OG0000947	YDR023W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-3.89&CDS=1-1389
948	OG0000948	YDR026C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.114&CDS=1-1953
949	OG0000949	YDR027C	genemark-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-0.5&CDS=1-3504
950	OG0000950	YDR030C	augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-2.93&CDS=1-1323
951	OG0000951	YDR031W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-3.118&CDS=1-303
952	OG0000952	YDR034C	maker-NODE_1_length_1123490_cov_36.3557_ID_1-snap-gene-10.97-mRNA-1_1&gene=maker-NODE_1_length_1123490_cov_36.3557_ID_1-snap-gene-10.97&CDS=1-2427
953	OG0000953	YDR035W	augustus_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.167&CDS=1-1137
954	OG0000954	YDR036C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.126&CDS=1-1479
955	OG0000955	YDR037W	snap_masked-NODE_29_length_190992_cov_44.1238_ID_57-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_29_length_190992_cov_44.1238_ID_57-processed-gene-0.97&CDS=1-1767
956	OG0000956	YDR041W	snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.71&CDS=1-918
