	OrthologID	Saccharomyces_cerevisiae	yHAB148_Kazachstania_intestinalis
10	OG0000010	YCR004C, YDR032C	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-1.136&CDS=1-597, augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-2.34&CDS=1-594, augustus_masked-NODE_3_length_296438_cov_15.0578_ID_5-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-NODE_3_length_296438_cov_15.0578_ID_5-processed-gene-1.257&CDS=1-783, augustus_masked-NODE_67_length_50041_cov_14.0094_ID_133-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_67_length_50041_cov_14.0094_ID_133-processed-gene-0.32&CDS=1-876
11	OG0000011	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_13_length_198474_cov_15.272_ID_25-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_13_length_198474_cov_15.272_ID_25-processed-gene-0.21&CDS=1-1137, augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.205&CDS=1-1122, augustus_masked-NODE_55_length_63939_cov_14.3433_ID_109-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_55_length_63939_cov_14.3433_ID_109-processed-gene-0.82&CDS=1-1122
12	OG0000012	YDR492W, YOL002C, YOL101C	augustus_masked-NODE_22_length_138830_cov_15.1455_ID_43-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_22_length_138830_cov_15.1455_ID_43-processed-gene-0.48&CDS=1-813, augustus_masked-NODE_31_length_116852_cov_15.1139_ID_61-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_31_length_116852_cov_15.1139_ID_61-processed-gene-0.41&CDS=1-936, maker-NODE_1_length_424984_cov_16.6998_ID_1-augustus-gene-1.118-mRNA-1_1&gene=maker-NODE_1_length_424984_cov_16.6998_ID_1-augustus-gene-1.118&CDS=1-1185
13	OG0000013	YEL063C, YGR191W, YNL268W	augustus_masked-NODE_14_length_183115_cov_17.9585_ID_27-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_14_length_183115_cov_17.9585_ID_27-processed-gene-0.151&CDS=1-1806, augustus_masked-NODE_32_length_108397_cov_16.2126_ID_63-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_32_length_108397_cov_16.2126_ID_63-processed-gene-0.88&CDS=1-1350, maker-NODE_49_length_72555_cov_15.2167_ID_97-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_49_length_72555_cov_15.2167_ID_97-augustus-gene-0.1&CDS=1-3426
14	OG0000014	YER073W, YOR374W, YPL061W	augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.196&CDS=1-1554, augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-3.22&CDS=1-1491, maker-NODE_29_length_118531_cov_14.9387_ID_57-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_29_length_118531_cov_14.9387_ID_57-augustus-gene-0.0&CDS=1-1929
15	OG0000015	YGR254W, YHR174W, YMR323W, YOR393W, YPL281C	augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.38&CDS=1-2613
16	OG0000016	YIR013C, YLR013W	augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.25&CDS=1-672, augustus_masked-NODE_92_length_15784_cov_14.6396_ID_183-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_92_length_15784_cov_14.6396_ID_183-processed-gene-0.9&CDS=1-1194, genemark-NODE_82_length_31556_cov_15.4741_ID_163-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_82_length_31556_cov_15.4741_ID_163-processed-gene-0.27&CDS=1-789, snap_masked-NODE_34_length_102394_cov_15.2221_ID_67-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_34_length_102394_cov_15.2221_ID_67-processed-gene-0.72&CDS=1-681
17	OG0000017	Q0045, Q0060, Q0065, Q0070	maker-NODE_100_length_9521_cov_644.594_ID_199-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_100_length_9521_cov_644.594_ID_199-snap-gene-0.5&CDS=1-855, maker-NODE_114_length_6127_cov_674.113_ID_227-snap-gene-0.16-mRNA-1_1&gene=maker-NODE_114_length_6127_cov_674.113_ID_227-snap-gene-0.16&CDS=1-255
18	OG0000018	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_44_length_85070_cov_15.4255_ID_87-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_44_length_85070_cov_15.4255_ID_87-processed-gene-0.126&CDS=1-4650
19	OG0000019	YBR245C, YOR304W	augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.194&CDS=1-3162, augustus_masked-NODE_36_length_99242_cov_15.614_ID_71-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_36_length_99242_cov_15.614_ID_71-processed-gene-0.87&CDS=1-3165, augustus_masked-NODE_68_length_47068_cov_17.2073_ID_135-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_68_length_47068_cov_17.2073_ID_135-processed-gene-0.15&CDS=1-3354
20	OG0000020	YCL067C, YCR039C, YCR096C	augustus_masked-NODE_32_length_108397_cov_16.2126_ID_63-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_32_length_108397_cov_16.2126_ID_63-processed-gene-0.61&CDS=1-609, augustus_masked-NODE_39_length_90173_cov_15.2876_ID_77-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_39_length_90173_cov_15.2876_ID_77-processed-gene-0.94&CDS=1-609
21	OG0000021	YCR005C, YNR001C, YPR001W	augustus_masked-NODE_3_length_296438_cov_15.0578_ID_5-processed-gene-1.256-mRNA-1_1&gene=augustus_masked-NODE_3_length_296438_cov_15.0578_ID_5-processed-gene-1.256&CDS=1-1482, augustus_masked-NODE_72_length_42685_cov_15.6577_ID_143-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_72_length_42685_cov_15.6577_ID_143-processed-gene-0.75&CDS=1-1395
22	OG0000022	YDL025C, YOR267C	augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-0.136&CDS=1-2052, augustus_masked-NODE_42_length_86216_cov_15.7481_ID_83-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_42_length_86216_cov_15.7481_ID_83-processed-gene-0.130&CDS=1-1500, augustus_masked-NODE_46_length_83189_cov_14.6256_ID_91-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_46_length_83189_cov_14.6256_ID_91-processed-gene-0.119&CDS=1-2121
23	OG0000023	YDL066W, YLR174W	augustus_masked-NODE_10_length_236053_cov_15.3402_ID_19-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_10_length_236053_cov_15.3402_ID_19-processed-gene-1.54&CDS=1-1266, augustus_masked-NODE_27_length_120258_cov_14.8531_ID_53-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_27_length_120258_cov_14.8531_ID_53-processed-gene-0.26&CDS=1-1251, genemark-NODE_56_length_60609_cov_15.5326_ID_111-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_56_length_60609_cov_15.5326_ID_111-processed-gene-0.44&CDS=1-1233
24	OG0000024	YDL080C, YLR044C, YLR134W	augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.28&CDS=1-1692, genemark-NODE_92_length_15784_cov_14.6396_ID_183-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_92_length_15784_cov_14.6396_ID_183-processed-gene-0.4&CDS=1-1818
25	OG0000025	YDR243C, YOR204W	augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.183&CDS=1-1857, augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.38&CDS=1-1875, augustus_masked-NODE_5_length_253344_cov_15.3981_ID_9-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_5_length_253344_cov_15.3981_ID_9-processed-gene-0.6&CDS=1-1869
26	OG0000026	YER056C, YER060W, YER060W-A	augustus_masked-NODE_29_length_118531_cov_14.9387_ID_57-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_29_length_118531_cov_14.9387_ID_57-processed-gene-0.129&CDS=1-1605, genemark-NODE_108_length_7418_cov_15.3901_ID_215-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_108_length_7418_cov_15.3901_ID_215-processed-gene-0.3&CDS=1-1692
27	OG0000027	YER123W, YHR135C	augustus_masked-NODE_30_length_117629_cov_15.3164_ID_59-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_30_length_117629_cov_15.3164_ID_59-processed-gene-0.2&CDS=1-1506, augustus_masked-NODE_40_length_88277_cov_14.7049_ID_79-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_40_length_88277_cov_14.7049_ID_79-processed-gene-0.111&CDS=1-1587, augustus_masked-NODE_51_length_70577_cov_14.6883_ID_101-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_51_length_70577_cov_14.6883_ID_101-processed-gene-0.10&CDS=1-1458
28	OG0000028	YER130C, YKL062W	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-0.30&CDS=1-1638, augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-3.43&CDS=1-1704, augustus_masked-NODE_30_length_117629_cov_15.3164_ID_59-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_30_length_117629_cov_15.3164_ID_59-processed-gene-0.33&CDS=1-1083
29	OG0000029	YGR086C, YPL004C	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-0.21&CDS=1-906, augustus_masked-NODE_72_length_42685_cov_15.6577_ID_143-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_72_length_42685_cov_15.6577_ID_143-processed-gene-0.55&CDS=1-1005, augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.5&CDS=1-918
30	OG0000030	YGR092W, YGR094W, YPR111W	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-0.41&CDS=1-3177, augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.4&CDS=1-6105
31	OG0000031	YJL116C, YNL066W	augustus_masked-NODE_59_length_58945_cov_14.5838_ID_117-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_59_length_58945_cov_14.5838_ID_117-processed-gene-0.91&CDS=1-1113, augustus_masked-NODE_66_length_50366_cov_14.6421_ID_131-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_66_length_50366_cov_14.6421_ID_131-processed-gene-0.55&CDS=1-1275, augustus_masked-NODE_71_length_43021_cov_14.9565_ID_141-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_71_length_43021_cov_14.9565_ID_141-processed-gene-0.26&CDS=1-1092
32	OG0000032	YJR092W, YJR094W-A, YPR043W	augustus_masked-NODE_38_length_90861_cov_15.0518_ID_75-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_38_length_90861_cov_15.0518_ID_75-processed-gene-0.116&CDS=1-3165, augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-0.91&CDS=1-3423
33	OG0000033	YLR342W, YMR306W	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-1.127&CDS=1-5511, augustus_masked-NODE_3_length_296438_cov_15.0578_ID_5-processed-gene-1.251-mRNA-1_1&gene=augustus_masked-NODE_3_length_296438_cov_15.0578_ID_5-processed-gene-1.251&CDS=1-5334, augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.49&CDS=1-5685
34	OG0000034	YMR008C, YOL011W	augustus_masked-NODE_30_length_117629_cov_15.3164_ID_59-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_30_length_117629_cov_15.3164_ID_59-processed-gene-0.22&CDS=1-2022, augustus_masked-NODE_31_length_116852_cov_15.1139_ID_61-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_31_length_116852_cov_15.1139_ID_61-processed-gene-0.46&CDS=1-1977, genemark-NODE_19_length_143847_cov_14.769_ID_37-processed-gene-0.195-mRNA-1_1&gene=genemark-NODE_19_length_143847_cov_14.769_ID_37-processed-gene-0.195&CDS=1-2139
35	OG0000035	Q0105, Q0110, Q0115, Q0120	augustus_masked-NODE_114_length_6127_cov_674.113_ID_227-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_114_length_6127_cov_674.113_ID_227-processed-gene-0.12&CDS=1-489
36	OG0000036	YAL054C, YLR153C	augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.77&CDS=1-2145, augustus_masked-NODE_76_length_34743_cov_16.6578_ID_151-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_76_length_34743_cov_16.6578_ID_151-processed-gene-0.30&CDS=1-2049
37	OG0000037	YAL056W, YOR371C	snap_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.59&CDS=1-2736, snap_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.10&CDS=1-2895
38	OG0000038	YAL060W, YAL061W	augustus_masked-NODE_3_length_296438_cov_15.0578_ID_5-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_296438_cov_15.0578_ID_5-processed-gene-0.50&CDS=1-1149, augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.60&CDS=1-1170
39	OG0000039	YAR042W, YDL019C	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-2.13&CDS=1-6858, augustus_masked-NODE_67_length_50041_cov_14.0094_ID_133-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_67_length_50041_cov_14.0094_ID_133-processed-gene-0.46&CDS=1-3972
40	OG0000040	YBL005W, YGL013C	snap_masked-NODE_34_length_102394_cov_15.2221_ID_67-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_34_length_102394_cov_15.2221_ID_67-processed-gene-0.61&CDS=1-3141, snap_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.234-mRNA-1_1&gene=snap_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.234&CDS=1-3039
41	OG0000041	YBL027W, YBR084C-A	augustus_masked-NODE_16_length_168731_cov_15.3231_ID_31-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_16_length_168731_cov_15.3231_ID_31-processed-gene-0.17&CDS=1-564, snap_masked-NODE_13_length_198474_cov_15.272_ID_25-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_13_length_198474_cov_15.272_ID_25-processed-gene-0.87&CDS=1-564
