	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034887_Ogataea_trehaloabstinens
207	OG0000207	YBR242W, YGL101W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.142&CDS=1-669
208	OG0000208	YBR244W, YIR037W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.149&CDS=1-561
209	OG0000209	YBR245C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.150&CDS=1-3117, maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-10.102-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-10.102&CDS=1-5370
210	OG0000210	YBR270C, YJL058C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.128&CDS=1-2031
211	OG0000211	YBR273C, YJL048C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.141&CDS=1-1611
212	OG0000212	YBR294W, YLR092W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.237-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.237&CDS=1-2379
213	OG0000213	YCL011C, YNL004W	maker-NODE_11_length_460145_cov_17.0925_ID_21-augustus-gene-1.102-mRNA-1_1&gene=maker-NODE_11_length_460145_cov_17.0925_ID_21-augustus-gene-1.102&CDS=1-1410
214	OG0000214	YCL036W, YDR514C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.100&CDS=1-867
215	OG0000215	YCL039W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.136&CDS=1-1776, augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.137&CDS=1-984
216	OG0000216	YCL040W, YDR516C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.71&CDS=1-1416
217	OG0000217	YCL048W, YDR522C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.77&CDS=1-1335
218	OG0000218	YCL051W, YDR528W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.96&CDS=1-2061
219	OG0000219	YCL066W, YCR040W	augustus_masked-NODE_23_length_17652_cov_17.6357_ID_45-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_23_length_17652_cov_17.6357_ID_45-processed-gene-0.24&CDS=1-888
220	OG0000220	YCL068C, YCR038C	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-7.3-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-7.3&CDS=1-5187
221	OG0000221	YCR026C, YEL016C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.23&CDS=1-2091
222	OG0000222	YCR031C, YJL191W	maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-6.4-mRNA-1_1&gene=maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-6.4&CDS=1-1668
223	OG0000223	YCR034W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.13&CDS=1-1014, augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.36&CDS=1-870
224	OG0000224	YCR045C, YOR003W	snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-4.11&CDS=1-1167
225	OG0000225	YCR073C, YNR031C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.22&CDS=1-4635
226	OG0000226	YCR073W-A, YNR034W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.10&CDS=1-960
227	OG0000227	YDL042C, YOL068C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.155&CDS=1-1713
228	OG0000228	YDL075W, YLR406C	snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.15-mRNA-1_1&gene=snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.15&CDS=1-345
229	OG0000229	YDL082W, YMR142C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.301-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.301&CDS=1-591
230	OG0000230	YDL083C, YMR143W	maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-7.115-mRNA-1_1&gene=maker-NODE_5_length_890716_cov_16.6707_ID_9-augustus-gene-7.115&CDS=1-435
231	OG0000231	YDL088C, YMR153W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.47&CDS=1-1197
232	OG0000232	YDL131W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.78&CDS=1-1212, augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.136&CDS=1-1320
233	OG0000233	YDL136W, YDL191W	genemark-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.78&CDS=1-363
234	OG0000234	YDL137W, YDL192W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.128&CDS=1-543
235	OG0000235	YDL144C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.144&CDS=1-1029, augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.40&CDS=1-1020
236	OG0000236	YDL170W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.86&CDS=1-2028, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-0.47&CDS=1-1617
237	OG0000237	YDL174C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.79&CDS=1-1686, augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.103&CDS=1-1689
238	OG0000238	YDL206W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.60&CDS=1-1872, genemark-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.113-mRNA-1_1&gene=genemark-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.113&CDS=1-1959
239	OG0000239	YDL224C, YNL197C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.47&CDS=1-1962
240	OG0000240	YDL237W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-10.45&CDS=1-927, augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.9&CDS=1-1041
241	OG0000241	YDL238C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.288-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.288&CDS=1-1434, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.69&CDS=1-1437
242	OG0000242	YDL246C, YJR159W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.72&CDS=1-1056
243	OG0000243	YDR031W	augustus_masked-NODE_17_length_58967_cov_35.7279_ID_33-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_17_length_58967_cov_35.7279_ID_33-processed-gene-0.5&CDS=1-1581, maker-NODE_1_length_1805010_cov_18.4679_ID_1-snap-gene-13.169-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-snap-gene-13.169&CDS=1-1878
244	OG0000244	YDR066C, YER139C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.46&CDS=1-627
245	OG0000245	YDR069C, YER144C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.109&CDS=1-2526
246	OG0000246	YDR098C, YER174C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.110&CDS=1-777
247	OG0000247	YDR107C, YLR083C	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.31&CDS=1-1860
248	OG0000248	YDR122W, YLR096W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.136&CDS=1-3624
249	OG0000249	YDR132C, YLR108C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.86&CDS=1-1173
250	OG0000250	YDR151C, YLR136C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.111&CDS=1-1128
251	OG0000251	YDR200C, YLR238W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.138&CDS=1-1680
252	OG0000252	YDR206W, YLR233C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.141&CDS=1-2454
253	OG0000253	YDR247W, YPL026C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.127&CDS=1-1734
254	OG0000254	YDR251W, YPL032C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.67&CDS=1-2628
255	OG0000255	YDR252W, YPL037C	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-12.126-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-12.126&CDS=1-1647
256	OG0000256	YDR263C, YOR033C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-7.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-7.143&CDS=1-1737
257	OG0000257	YDR264C, YOR034C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.39&CDS=1-2184
258	OG0000258	YDR272W, YOR040W	genemark-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.16&CDS=1-843
259	OG0000259	YDR277C, YOR047C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-12.102&CDS=1-1215
260	OG0000260	YDR312W, YHR066W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.21&CDS=1-1191
261	OG0000261	YDR348C, YHR097C	maker-NODE_7_length_761518_cov_19.0131_ID_13-snap-gene-0.52-mRNA-1_1&gene=maker-NODE_7_length_761518_cov_19.0131_ID_13-snap-gene-0.52&CDS=1-1536
262	OG0000262	YDR351W, YHR103W	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.8&CDS=1-2100
263	OG0000263	YDR358W, YHR108W	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-0.132&CDS=1-1728
264	OG0000264	YDR368W, YOR120W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.58&CDS=1-933
265	OG0000265	YDR379W, YOR127W	maker-NODE_8_length_752213_cov_18.8698_ID_15-snap-gene-4.13-mRNA-1_1&gene=maker-NODE_8_length_752213_cov_18.8698_ID_15-snap-gene-4.13&CDS=1-3063
266	OG0000266	YDR380W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.58&CDS=1-1767, augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-0.87&CDS=1-1746
267	OG0000267	YDR391C, YOR013W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.156&CDS=1-603
268	OG0000268	YDR409W, YOR156C	maker-NODE_2_length_1537802_cov_17.1257_ID_3-snap-gene-14.99-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-snap-gene-14.99&CDS=1-3696
269	OG0000269	YDR415C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.57&CDS=1-2433, augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.98&CDS=1-1200
270	OG0000270	YDR418W, YEL054C	genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-7.84-mRNA-1_1&gene=genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-7.84&CDS=1-507
271	OG0000271	YDR447C, YML024W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.61&CDS=1-405
272	OG0000272	YDR450W, YML026C	maker-NODE_4_length_943695_cov_17.616_ID_7-augustus-gene-5.65-mRNA-1_1&gene=maker-NODE_4_length_943695_cov_17.616_ID_7-augustus-gene-5.65&CDS=1-447
273	OG0000273	YDR451C, YML027W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.74&CDS=1-1308
274	OG0000274	YDR453C, YML028W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.30&CDS=1-585
275	OG0000275	YDR463W, YHR006W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.76&CDS=1-1650
276	OG0000276	YDR471W, YHR010W	maker-NODE_11_length_460145_cov_17.0925_ID_21-augustus-gene-3.175-mRNA-1_1&gene=maker-NODE_11_length_460145_cov_17.0925_ID_21-augustus-gene-3.175&CDS=1-408
277	OG0000277	YDR475C, YOR019W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.71&CDS=1-2334
278	OG0000278	YDR497C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.24&CDS=1-1596, snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.109-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-8.109&CDS=1-1608
279	OG0000279	YDR500C, YLR185W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-0.65&CDS=1-246
280	OG0000280	YDR502C, YLR180W	maker-NODE_11_length_460145_cov_17.0925_ID_21-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_11_length_460145_cov_17.0925_ID_21-snap-gene-0.3&CDS=1-2646
281	OG0000281	YDR505C, YLR177W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-0.85&CDS=1-1974
282	OG0000282	YEL006W, YIL006W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.8&CDS=1-1134
283	OG0000283	YEL022W, YJR031C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.174-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.174&CDS=1-4470
284	OG0000284	YEL036C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.34&CDS=1-1398, augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.48&CDS=1-2160
285	OG0000285	YEL041W, YJR049C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.11&CDS=1-1914
286	OG0000286	YEL047C, YJR051W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.107&CDS=1-1479
287	OG0000287	YEL048C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.181-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.181&CDS=1-2547, augustus_masked-NODE_22_length_23210_cov_34.2671_ID_43-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_22_length_23210_cov_34.2671_ID_43-processed-gene-0.35&CDS=1-1458
288	OG0000288	YEL061C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.87&CDS=1-4857, maker-NODE_18_length_56263_cov_38.6797_ID_35-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_18_length_56263_cov_38.6797_ID_35-snap-gene-0.49&CDS=1-2580
289	OG0000289	YEL066W, YPR193C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.83&CDS=1-486
290	OG0000290	YER031C, YGL210W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.62&CDS=1-669
291	OG0000291	YER056C-A, YIL052C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.97&CDS=1-348
292	OG0000292	YER057C, YIL051C	maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-5.57-mRNA-1_1&gene=maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-5.57&CDS=1-678
293	OG0000293	YER059W, YIL050W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.77&CDS=1-1887
294	OG0000294	YER064C, YIL056W	maker-NODE_5_length_890716_cov_16.6707_ID_9-snap-gene-0.99-mRNA-1_1&gene=maker-NODE_5_length_890716_cov_16.6707_ID_9-snap-gene-0.99&CDS=1-1650
295	OG0000295	YER066W, YFL009W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.116&CDS=1-2322
296	OG0000296	YER074W, YIL069C	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.95&CDS=1-405
297	OG0000297	YER088C	genemark-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.16&CDS=1-882, snap_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.45&CDS=1-471
298	OG0000298	YER131W, YGL189C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.30&CDS=1-360
299	OG0000299	YER132C, YGL197W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.103&CDS=1-4056
300	OG0000300	YER166W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-4.69&CDS=1-4899, maker-NODE_8_length_752213_cov_18.8698_ID_15-augustus-gene-2.166-mRNA-1_1&gene=maker-NODE_8_length_752213_cov_18.8698_ID_15-augustus-gene-2.166&CDS=1-5544
301	OG0000301	YFL004W, YPL019C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.180&CDS=1-2628
302	OG0000302	YFL048C, YLR080W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.13&CDS=1-1374
303	OG0000303	YFL050C, YOL130W	snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.136&CDS=1-2361
304	OG0000304	YFL055W	augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.101&CDS=1-1614, augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.108&CDS=1-1548
