	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035279_Tortispora_starmeri
10	OG0000010	YBR199W, YIL085C, YNL029C, YOR099W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.4&CDS=1-1134, augustus_masked-NODE_46_length_56016_cov_11.5161_ID_7719-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_46_length_56016_cov_11.5161_ID_7719-processed-gene-0.86&CDS=1-1206, augustus_masked-NODE_59_length_25806_cov_6.65163_ID_8331-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_59_length_25806_cov_6.65163_ID_8331-processed-gene-0.0&CDS=1-1323, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.64&CDS=1-1476, augustus_masked-NODE_82_length_1933_cov_8.66613_ID_10786-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_82_length_1933_cov_8.66613_ID_10786-processed-gene-0.1&CDS=1-1344, snap_masked-NODE_61_length_23706_cov_17.2317_ID_8766-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_61_length_23706_cov_17.2317_ID_8766-processed-gene-0.2&CDS=1-885
11	OG0000011	YDL047W, YDL134C, YDR075W, YGR123C, YNR032W	augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.123&CDS=1-927, augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.25&CDS=1-1437, augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.75&CDS=1-918, augustus_masked-NODE_59_length_25806_cov_6.65163_ID_8331-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_59_length_25806_cov_6.65163_ID_8331-processed-gene-0.12&CDS=1-954, snap_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.207-mRNA-1_1&gene=snap_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.207&CDS=1-963
12	OG0000012	YDL126C, YKL197C, YLL034C, YLR397C, YNL329C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.98&CDS=1-2247, augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.242&CDS=1-3291, augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.129&CDS=1-2250, augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.64&CDS=1-3174, augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.57&CDS=1-2451
13	OG0000013	YER013W, YGL120C, YKL078W, YKR086W, YNR011C	augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.13&CDS=1-2148, augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.79&CDS=1-2055, augustus_masked-NODE_45_length_56091_cov_10.3506_ID_7395-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_45_length_56091_cov_10.3506_ID_7395-processed-gene-0.50&CDS=1-3069, augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.186&CDS=1-2811, augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.91&CDS=1-3027
14	OG0000014	YGR260W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.73&CDS=1-1572, augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.55&CDS=1-1485, augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.199&CDS=1-1512, augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.226&CDS=1-1479, augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.142&CDS=1-1611, augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.106&CDS=1-1506, augustus_masked-NODE_51_length_47217_cov_25.182_ID_9480-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_51_length_47217_cov_25.182_ID_9480-processed-gene-0.66&CDS=1-1545, augustus_masked-NODE_51_length_47217_cov_25.182_ID_9480-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_51_length_47217_cov_25.182_ID_9480-processed-gene-0.67&CDS=1-1524
15	OG0000015	YBR293W, YMR088C	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.19&CDS=1-1017, augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.124&CDS=1-1686, augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.102&CDS=1-1701, augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.179-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.179&CDS=1-2820, augustus_masked-NODE_60_length_23931_cov_9.77031_ID_8369-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_60_length_23931_cov_9.77031_ID_8369-processed-gene-0.39&CDS=1-1677, augustus_masked-NODE_60_length_23931_cov_9.77031_ID_8369-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_60_length_23931_cov_9.77031_ID_8369-processed-gene-0.41&CDS=1-1680
16	OG0000016	YCR002C, YHR107C, YJR076C, YLR314C	augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.56&CDS=1-1143, augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.16&CDS=1-1044, augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.32&CDS=1-1422, maker-NODE_33_length_96181_cov_11.781_ID_8249-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_33_length_96181_cov_11.781_ID_8249-augustus-gene-0.47&CDS=1-1128
17	OG0000017	YDR457W, YER125W, YGL141W, YJR036C	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.129&CDS=1-2400, augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.32&CDS=1-2952, genemark-NODE_49_length_48947_cov_9.6271_ID_8710-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_49_length_48947_cov_9.6271_ID_8710-processed-gene-0.17&CDS=1-2430, snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.111&CDS=1-10191
18	OG0000018	YAL063C, YAL064C-A, YAR050W, YHR211W, YHR213W, YKR102W	maker-NODE_7_length_343474_cov_9.93038_ID_8452-snap-gene-2.180-mRNA-1_1&gene=maker-NODE_7_length_343474_cov_9.93038_ID_8452-snap-gene-2.180&CDS=1-2244
19	OG0000019	YBR114W, YLR032W, YOR191W	augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.73&CDS=1-2541, augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.129&CDS=1-2514, augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_28_length_110160_cov_11.4914_ID_8006-processed-gene-0.154&CDS=1-3270, augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-1.133&CDS=1-3186
20	OG0000020	YBR118W, YDR172W, YKR084C, YPR080W	augustus_masked-NODE_33_length_96181_cov_11.781_ID_8249-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_33_length_96181_cov_11.781_ID_8249-processed-gene-0.5&CDS=1-3813, augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.68&CDS=1-2256, genemark-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.198-mRNA-1_1&gene=genemark-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.198&CDS=1-1377
21	OG0000021	YDR385W, YKL173W, YNL163C, YOR133W	augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.266-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.266&CDS=1-2871, augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.45&CDS=1-2952, genemark-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.48&CDS=1-2526
22	OG0000022	YDR536W, YFL040W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.149&CDS=1-1542, augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-1.2&CDS=1-1566, augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.254-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.254&CDS=1-1764, maker-NODE_40_length_66930_cov_9.42058_ID_7647-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_40_length_66930_cov_9.42058_ID_7647-augustus-gene-0.42&CDS=1-1839, snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.132&CDS=1-2244
23	OG0000023	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.5&CDS=1-1971, augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-0.19&CDS=1-2247
24	OG0000024	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-0.68&CDS=1-1923, augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.111&CDS=1-1893, augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.20&CDS=1-1872, maker-NODE_15_length_254194_cov_22.2788_ID_8836-snap-gene-1.283-mRNA-1_1&gene=maker-NODE_15_length_254194_cov_22.2788_ID_8836-snap-gene-1.283&CDS=1-3549
25	OG0000025	YAL026C, YER166W, YMR162C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.119&CDS=1-4533, augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.146&CDS=1-3993, augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-1.144&CDS=1-4968
