	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034742_Lipomyces_suomiensis
360	OG0000360	YJR061W, YKL201C	maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-2.10-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-2.10&CDS=1-1167
361	OG0000361	YJR091C, YPR042C	genemark-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-2.2-mRNA-1_1&gene=genemark-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-2.2&CDS=1-3231
362	OG0000362	YJR094W-A, YPR043W	genemark-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-4.33&CDS=1-288
363	OG0000363	YJR095W	snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.80&CDS=1-957, snap_masked-NODE_46_length_56340_cov_21.8553_ID_91-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_46_length_56340_cov_21.8553_ID_91-processed-gene-0.27&CDS=1-954
364	OG0000364	YJR096W	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.108-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.108&CDS=1-843, snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.153-mRNA-1_1&gene=snap_masked-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-2.153&CDS=1-1356
365	OG0000365	YJR124C	augustus_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-5.158&CDS=1-1467, maker-NODE_41_length_80159_cov_21.486_ID_81-snap-gene-0.84-mRNA-1_1&gene=maker-NODE_41_length_80159_cov_21.486_ID_81-snap-gene-0.84&CDS=1-1452
366	OG0000366	YJR130C, YML082W	augustus_masked-NODE_27_length_157832_cov_21.7802_ID_53-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_27_length_157832_cov_21.7802_ID_53-processed-gene-0.168&CDS=1-1782
367	OG0000367	YKL004W	snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-1.38&CDS=1-1602, snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-2.41&CDS=1-1254
368	OG0000368	YKL046C	snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-0.118&CDS=1-1380, snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-5.159-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-5.159&CDS=1-1326
369	OG0000369	YKL050C, YMR031C	snap_masked-NODE_45_length_56988_cov_21.7162_ID_89-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_45_length_56988_cov_21.7162_ID_89-processed-gene-0.19&CDS=1-2451
370	OG0000370	YKL071W	genemark-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_16_length_344319_cov_21.9001_ID_31-processed-gene-1.140&CDS=1-738, snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-0.82&CDS=1-798
371	OG0000371	YKL072W, YMR053C	snap_masked-NODE_35_length_111190_cov_21.4766_ID_69-processed-gene-0.165-mRNA-1_1&gene=snap_masked-NODE_35_length_111190_cov_21.4766_ID_69-processed-gene-0.165&CDS=1-3150
372	OG0000372	YKL081W, YPL048W	genemark-NODE_34_length_111211_cov_21.3373_ID_67-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_34_length_111211_cov_21.3373_ID_67-processed-gene-0.89&CDS=1-1173
373	OG0000373	YKL082C	augustus_masked-NODE_112_length_412_cov_0.961877_ID_223-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_112_length_412_cov_0.961877_ID_223-processed-gene-0.0&CDS=1-408, snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-4.30&CDS=1-1131
374	OG0000374	YKL104C	augustus_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-2.120&CDS=1-2262, augustus_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_17_length_337742_cov_21.7864_ID_33-processed-gene-2.91&CDS=1-2085
375	OG0000375	YKL121W, YMR102C	maker-NODE_7_length_563888_cov_21.4671_ID_13-augustus-gene-0.118-mRNA-1_1&gene=maker-NODE_7_length_563888_cov_21.4671_ID_13-augustus-gene-0.118&CDS=1-2739
376	OG0000376	YKL133C, YMR115W	snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-8.115&CDS=1-1539
377	OG0000377	YKL141W, YMR118C	snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-0.92&CDS=1-543
378	OG0000378	YKL184W	maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-5.140-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-5.140&CDS=1-1341, snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-0.50&CDS=1-1386
379	OG0000379	YKL189W	maker-NODE_104_length_431_cov_0.955556_ID_207-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_104_length_431_cov_0.955556_ID_207-augustus-gene-0.0&CDS=1-333, maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-0.119-mRNA-1_1&gene=maker-NODE_24_length_208133_cov_21.6284_ID_47-snap-gene-0.119&CDS=1-1002
380	OG0000380	YKR066C	maker-NODE_41_length_80159_cov_21.486_ID_81-snap-gene-0.83-mRNA-1_1&gene=maker-NODE_41_length_80159_cov_21.486_ID_81-snap-gene-0.83&CDS=1-843, snap_masked-NODE_54_length_28222_cov_21.4018_ID_107-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_54_length_28222_cov_21.4018_ID_107-processed-gene-0.12&CDS=1-1113
381	OG0000381	YKR076W, YMR251W	maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-1.85-mRNA-1_1&gene=maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-1.85&CDS=1-960
382	OG0000382	YKR091W, YOR083W	augustus_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-2.35&CDS=1-1536
383	OG0000383	YLL012W, YLR020C	snap_masked-NODE_32_length_122121_cov_22.1876_ID_63-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_32_length_122121_cov_22.1876_ID_63-processed-gene-0.119&CDS=1-1665
384	OG0000384	YLL016W, YLR310C	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-4.134-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-4.134&CDS=1-3393
385	OG0000385	YLL036C	maker-NODE_5_length_616858_cov_21.8676_ID_9-augustus-gene-1.145-mRNA-1_1&gene=maker-NODE_5_length_616858_cov_21.8676_ID_9-augustus-gene-1.145&CDS=1-405, snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-1.138&CDS=1-402
386	OG0000386	YLL057C	snap_masked-NODE_37_length_83734_cov_21.3977_ID_73-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_37_length_83734_cov_21.3977_ID_73-processed-gene-0.1&CDS=1-1119, snap_masked-NODE_40_length_82193_cov_22.0704_ID_79-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_40_length_82193_cov_22.0704_ID_79-processed-gene-0.90&CDS=1-1122
387	OG0000387	YLR023C	maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_15_length_346321_cov_21.575_ID_29-snap-gene-0.92&CDS=1-1446, maker-NODE_6_length_613558_cov_21.9661_ID_11-augustus-gene-5.184-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-augustus-gene-5.184&CDS=1-1437
388	OG0000388	YLR144C	snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-2.100&CDS=1-2904, snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-2.99&CDS=1-2169
389	OG0000389	YLR188W	augustus_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_9_length_509433_cov_21.618_ID_17-processed-gene-0.23&CDS=1-2289, maker-NODE_51_length_30081_cov_22.4303_ID_101-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_51_length_30081_cov_22.4303_ID_101-augustus-gene-0.46&CDS=1-2019
390	OG0000390	YLR260W, YOR171C	maker-NODE_11_length_473546_cov_21.5278_ID_21-augustus-gene-3.11-mRNA-1_1&gene=maker-NODE_11_length_473546_cov_21.5278_ID_21-augustus-gene-3.11&CDS=1-1491
391	OG0000391	YLR264W, YOR167C	snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-7.312-mRNA-1_1&gene=snap_masked-NODE_2_length_891861_cov_21.8302_ID_3-processed-gene-7.312&CDS=1-219
392	OG0000392	YLR270W, YOR173W	maker-NODE_36_length_86775_cov_22.1898_ID_71-augustus-gene-0.81-mRNA-1_1&gene=maker-NODE_36_length_86775_cov_22.1898_ID_71-augustus-gene-0.81&CDS=1-918
393	OG0000393	YLR287C-A, YOR182C	genemark-NODE_33_length_117923_cov_21.5319_ID_65-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_33_length_117923_cov_21.5319_ID_65-processed-gene-0.38&CDS=1-189
394	OG0000394	YLR300W, YOR190W	maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-0.77&CDS=1-1284
395	OG0000395	YLR307W, YLR308W	augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-3.91&CDS=1-957
396	OG0000396	YLR417W	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-6.155-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-6.155&CDS=1-1935, snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-6.45&CDS=1-1671
397	OG0000397	YLR449W, YML074C	augustus_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-0.61&CDS=1-1410
398	OG0000398	YLR450W, YML075C	snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_14_length_355574_cov_21.8046_ID_27-processed-gene-1.105&CDS=1-3219
399	OG0000399	YLR454W, YPR117W	snap_masked-NODE_29_length_135167_cov_21.7843_ID_57-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_29_length_135167_cov_21.7843_ID_57-processed-gene-0.91&CDS=1-8889
400	OG0000400	YLR456W, YPR172W	maker-NODE_18_length_332278_cov_21.6718_ID_35-snap-gene-0.99-mRNA-1_1&gene=maker-NODE_18_length_332278_cov_21.6718_ID_35-snap-gene-0.99&CDS=1-633
401	OG0000401	YML020W	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-2.83-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-2.83&CDS=1-2928, snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-4.67&CDS=1-2325
402	OG0000402	YML030W	maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-0.66&CDS=1-360, snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-5.140-mRNA-1_1&gene=snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-5.140&CDS=1-378
403	OG0000403	YML100W, YMR261C	snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-1.165&CDS=1-2049
404	OG0000404	YML106W, YMR271C	maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-1.158-mRNA-1_1&gene=maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-1.158&CDS=1-669
405	OG0000405	YML109W, YMR273C	snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-3.104&CDS=1-3009
406	OG0000406	YML118W, YMR285C	maker-NODE_3_length_834750_cov_21.9249_ID_5-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_3_length_834750_cov_21.9249_ID_5-augustus-gene-2.0&CDS=1-1554
407	OG0000407	YML131W	snap_masked-NODE_47_length_48237_cov_21.607_ID_93-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_47_length_48237_cov_21.607_ID_93-processed-gene-0.57&CDS=1-1065, snap_masked-NODE_47_length_48237_cov_21.607_ID_93-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_47_length_48237_cov_21.607_ID_93-processed-gene-0.58&CDS=1-1062
408	OG0000408	YMR110C	maker-NODE_30_length_129671_cov_21.4126_ID_59-augustus-gene-0.17-mRNA-1_1&gene=maker-NODE_30_length_129671_cov_21.4126_ID_59-augustus-gene-0.17&CDS=1-1506, snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-0.23&CDS=1-1644
409	OG0000409	YMR119W, YNL008C	maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-4.130-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-snap-gene-4.130&CDS=1-2298
410	OG0000410	YMR177W, YPL224C	snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_24_length_208133_cov_21.6284_ID_47-processed-gene-1.140&CDS=1-981
411	OG0000411	YMR183C, YPL232W	genemark-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-3.8-mRNA-1_1&gene=genemark-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-3.8&CDS=1-795
412	OG0000412	YMR194W, YPL249C-A	snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-4.41&CDS=1-312
413	OG0000413	YMR222C, YOR280C	maker-NODE_14_length_355574_cov_21.8046_ID_27-augustus-gene-2.229-mRNA-1_1&gene=maker-NODE_14_length_355574_cov_21.8046_ID_27-augustus-gene-2.229&CDS=1-687
414	OG0000414	YMR230W, YOR293W	maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-1.112-mRNA-1_1&gene=maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-1.112&CDS=1-318
415	OG0000415	YMR237W, YOR299W	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-8.16-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-8.16&CDS=1-2049
416	OG0000416	YMR242C, YOR312C	genemark-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-1.112&CDS=1-1590
417	OG0000417	YMR253C, YPL264C	snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-8.95-mRNA-1_1&gene=snap_masked-NODE_1_length_933472_cov_21.5653_ID_1-processed-gene-8.95&CDS=1-1344
418	OG0000418	YMR280C	augustus_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_4_length_673627_cov_21.8364_ID_7-processed-gene-5.48&CDS=1-3039, maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-2.7-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-2.7&CDS=1-2523
419	OG0000419	YMR318C	maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-3.89-mRNA-1_1&gene=maker-NODE_1_length_933472_cov_21.5653_ID_1-snap-gene-3.89&CDS=1-1098, maker-NODE_38_length_83655_cov_21.3951_ID_75-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_38_length_83655_cov_21.3951_ID_75-snap-gene-0.40&CDS=1-1080
420	OG0000420	YNL044W	maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-4.152-mRNA-1_1&gene=maker-NODE_9_length_509433_cov_21.618_ID_17-augustus-gene-4.152&CDS=1-1209, snap_masked-NODE_148_length_316_cov_0.934694_ID_295-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_148_length_316_cov_0.934694_ID_295-processed-gene-0.1&CDS=1-213
421	OG0000421	YNL087W, YOR086C	snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-0.108&CDS=1-3786
422	OG0000422	YNL096C, YOR096W	snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-3.190-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-3.190&CDS=1-579
423	OG0000423	YNL104C, YOR108W	maker-NODE_31_length_123011_cov_21.5885_ID_61-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_31_length_123011_cov_21.5885_ID_61-augustus-gene-0.59&CDS=1-1743
424	OG0000424	YNL106C, YOR109W	genemark-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_18_length_332278_cov_21.6718_ID_35-processed-gene-1.10&CDS=1-3717
425	OG0000425	YNL108C, YOR110W	snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_15_length_346321_cov_21.575_ID_29-processed-gene-0.81&CDS=1-741
426	OG0000426	YNL271C	augustus_masked-NODE_65_length_5476_cov_28.1858_ID_129-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_65_length_5476_cov_28.1858_ID_129-processed-gene-0.8&CDS=1-1512, maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-2.131-mRNA-1_1&gene=maker-NODE_6_length_613558_cov_21.9661_ID_11-snap-gene-2.131&CDS=1-4788
427	OG0000427	YNL274C	snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.203-mRNA-1_1&gene=snap_masked-NODE_10_length_498242_cov_21.6041_ID_19-processed-gene-3.203&CDS=1-996, snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-3.19&CDS=1-996
428	OG0000428	YNL299W, YOL115W	augustus_masked-NODE_36_length_86775_cov_22.1898_ID_71-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_36_length_86775_cov_22.1898_ID_71-processed-gene-0.104&CDS=1-1353
429	OG0000429	YNL301C, YOL120C	maker-NODE_62_length_7773_cov_20.4612_ID_123-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_62_length_7773_cov_20.4612_ID_123-snap-gene-0.9&CDS=1-561
430	OG0000430	YNL302C, YOL121C	maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-2.2&CDS=1-447
431	OG0000431	YNR018W	maker-NODE_47_length_48237_cov_21.607_ID_93-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_47_length_48237_cov_21.607_ID_93-snap-gene-0.4&CDS=1-630, snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_6_length_613558_cov_21.9661_ID_11-processed-gene-3.8&CDS=1-693
432	OG0000432	YOL108C	snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_21_length_287349_cov_21.5713_ID_41-processed-gene-1.45&CDS=1-357, snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_3_length_834750_cov_21.9249_ID_5-processed-gene-1.85&CDS=1-1632
433	OG0000433	YOL137W	augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-3.59&CDS=1-1584, maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-1.15-mRNA-1_1&gene=maker-NODE_8_length_529058_cov_21.6031_ID_15-snap-gene-1.15&CDS=1-1500
434	OG0000434	YOR059C	maker-NODE_49_length_38683_cov_22.982_ID_97-snap-gene-0.17-mRNA-1_1&gene=maker-NODE_49_length_38683_cov_22.982_ID_97-snap-gene-0.17&CDS=1-1386, snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_7_length_563888_cov_21.4671_ID_13-processed-gene-1.16&CDS=1-1449
435	OG0000435	YOR089C	maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-3.93-mRNA-1_1&gene=maker-NODE_12_length_407314_cov_21.4108_ID_23-snap-gene-3.93&CDS=1-681, maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-2.14-mRNA-1_1&gene=maker-NODE_17_length_337742_cov_21.7864_ID_33-snap-gene-2.14&CDS=1-699
436	OG0000436	YOR120W	maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-2.8-mRNA-1_1&gene=maker-NODE_16_length_344319_cov_21.9001_ID_31-snap-gene-2.8&CDS=1-900, snap_masked-NODE_57_length_14472_cov_21.0481_ID_113-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_57_length_14472_cov_21.0481_ID_113-processed-gene-0.6&CDS=1-915
437	OG0000437	YOR130C	maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-0.144-mRNA-1_1&gene=maker-NODE_23_length_242483_cov_21.5341_ID_45-snap-gene-0.144&CDS=1-1008, snap_masked-NODE_25_length_189752_cov_21.6608_ID_49-processed-gene-0.185-mRNA-1_1&gene=snap_masked-NODE_25_length_189752_cov_21.6608_ID_49-processed-gene-0.185&CDS=1-1065
438	OG0000438	YOR226C, YPL135W	maker-NODE_51_length_30081_cov_22.4303_ID_101-snap-gene-0.54-mRNA-1_1&gene=maker-NODE_51_length_30081_cov_22.4303_ID_101-snap-gene-0.54&CDS=1-525
439	OG0000439	YOR234C, YPL143W	maker-NODE_26_length_163505_cov_21.761_ID_51-snap-gene-0.18-mRNA-1_1&gene=maker-NODE_26_length_163505_cov_21.761_ID_51-snap-gene-0.18&CDS=1-321
440	OG0000440	YOR237W, YPL145C	snap_masked-NODE_38_length_83655_cov_21.3951_ID_75-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_38_length_83655_cov_21.3951_ID_75-processed-gene-0.88&CDS=1-1170
441	OG0000441	YOR246C	maker-NODE_25_length_189752_cov_21.6608_ID_49-snap-gene-0.321-mRNA-1_1&gene=maker-NODE_25_length_189752_cov_21.6608_ID_49-snap-gene-0.321&CDS=1-960, snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-2.151-mRNA-1_1&gene=snap_masked-NODE_12_length_407314_cov_21.4108_ID_23-processed-gene-2.151&CDS=1-963
442	OG0000442	YOR256C, YPL176C	maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.103-mRNA-1_1&gene=maker-NODE_2_length_891861_cov_21.8302_ID_3-snap-gene-7.103&CDS=1-2796
443	OG0000443	YOR273C	maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-2.151-mRNA-1_1&gene=maker-NODE_14_length_355574_cov_21.8046_ID_27-snap-gene-2.151&CDS=1-1620, snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-0.101&CDS=1-1548
444	OG0000444	YOR352W	snap_masked-NODE_132_length_363_cov_0.945205_ID_263-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_132_length_363_cov_0.945205_ID_263-processed-gene-0.0&CDS=1-300, snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_5_length_616858_cov_21.8676_ID_9-processed-gene-0.90&CDS=1-813
445	OG0000445	YOR390W, YPL279C	snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_11_length_473546_cov_21.5278_ID_21-processed-gene-3.114&CDS=1-1392
446	OG0000446	YPL050C	maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.201-mRNA-1_1&gene=maker-NODE_21_length_287349_cov_21.5713_ID_41-snap-gene-1.201&CDS=1-1047, maker-NODE_30_length_129671_cov_21.4126_ID_59-snap-gene-0.220-mRNA-1_1&gene=maker-NODE_30_length_129671_cov_21.4126_ID_59-snap-gene-0.220&CDS=1-1035
447	OG0000447	YPL133C	augustus_masked-NODE_27_length_157832_cov_21.7802_ID_53-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_27_length_157832_cov_21.7802_ID_53-processed-gene-0.153&CDS=1-1611, maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-0.60-mRNA-1_1&gene=maker-NODE_19_length_326145_cov_21.5349_ID_37-snap-gene-0.60&CDS=1-1809
