ortholog	pan id	gene id	sequence id of ingroup best hit	taxonomy id of ingroup best hit	evalue of ingroup best hit	sequence id of outgroup best hit	taxonomy id of outgroup best hit	evalue of outgroup best hit	alien index	HGT or not
OG1055	YAL054C	Brettanomyces_anomalus@Seq_1504	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Brettanomyces_anomalus@Seq_2684	XP_018035692.1-1460663-Paraphaeosphaeria-Dothideo	1460663	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Scheffersomyces_stipitis@Seq_4408	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Scheffersomyces_stipitis@Seq_5051	XP_963677.2-367110-Neurospora_crassa-Sordariomy	367110	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Spathaspora_arborariae@Seq_4783	EPE07412.1-1262450-Ophiostoma_piceae-Sordariomy	1262450	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Spathaspora_arborariae@Seq_5520	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Spathaspora_girioi@Seq_6461	OAL31349.1-856822-Fonsecaea_nubica-Eurotiomyc	856822	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Spathaspora_girioi@Seq_70	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Spathaspora_passalidarum@Seq_4431	OAL31349.1-856822-Fonsecaea_nubica-Eurotiomyc	856822	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Spathaspora_passalidarum@Seq_5040	XP_001544559.1-339724-Histoplasma_capsu-Eurotiomy	339724	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Sporopachydermia_quercuum@Seq_1051	XP_001401926.1-425011-Aspergillus_niger-Eurotiomy	425011	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Sporopachydermia_quercuum@Seq_3406	XP_015400811.1-1509407-Aspergillus_nomiu-Eurotiom	1509407	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Candida_albicans@C1_04290C_A	XP_013281490.1-1442368-Fonsecaea_pedroso-Eurotiom	1442368	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Candida_albicans@C2_10350C_A	XP_018185502.1-1328760-Xylona_heveae_TC1-other_Pe	1328760	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Starmerella_bombicola_JCM9596@Seq_2659	KUI73816.1-105487-Valsa_mali-Sordariomy	105487	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Sugiyamaella_lignohabitans@Seq_3678	XP_016616862.1-1442370-Cladophialophora_-Eurotiom	1442370	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Sugiyamaella_lignohabitans@Seq_4171	XP_016216192.1-253628-Verruconis_gallop-Dothideom	253628	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Tetrapisispora_blattae@Seq_2295	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Tetrapisispora_blattae@Seq_2714	KKY34593.1-1214573-Diaporthe_ampelin-Sordariomy	1214573	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Tetrapisispora_phaffii@Seq_1341	GAA82963.1-1033177-Aspergillus_kawac-Eurotiomyc	1033177	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Tetrapisispora_phaffii@Seq_1702	OKP14170.1-1316194-Penicillium_subru-Eurotiomyc	1316194	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Tortispora_caseinolytica@Seq_1020	CZT45292.1-38038-Rhynchosporium_se-Leotiomyce	38038	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Torulaspora_delbrueckii@Seq_2392	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Torulaspora_delbrueckii@Seq_4467	KKY34593.1-1214573-Diaporthe_ampelin-Sordariomy	1214573	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Vanderwaltozyma_polyspora@Seq_2369	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Wickerhamia_fluorescens@Seq_2609	XP_016216192.1-253628-Verruconis_gallop-Dothideom	253628	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Wickerhamia_fluorescens@Seq_2991	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Wickerhamiella_domercqiae@Seq_2483	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Wickerhamomyces_anomalus@Seq_4789	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Wickerhamomyces_anomalus@Seq_5517	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Candida_apicola@Seq_72	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Wickerhamomyces_ciferrii@Seq_2888	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Yarrowia_deformans@Seq_5031	XP_003303138.1-861557-Pyrenophora_teres-Dothideom	861557	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Yarrowia_keelungensis@Seq_3340	XP_003303138.1-861557-Pyrenophora_teres-Dothideom	861557	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Yarrowia_lipolytica@Seq_4910	XP_003303138.1-861557-Pyrenophora_teres-Dothideom	861557	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB132_Kazachstania_martiniae@Seq_1805	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB133_Kazachstania_unispora@Seq_3733	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB133_Kazachstania_unispora@Seq_4755	XP_007730852.1-1182542-Capronia_epimyces-Eurotiom	1182542	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB134_Kazachstania_turicensis@Seq_750	XP_007730852.1-1182542-Capronia_epimyces-Eurotiom	1182542	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB136_Kazachstania_bromeliacearum@Seq_1401	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB136_Kazachstania_bromeliacearum@Seq_2841	XP_008714948.1-1220924-Cyphellophora_eur-Eurotiom	1220924	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB143_Kazachstania_siamensis@Seq_3310	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Candida_arabinofermentans@Seq_2864	XP_007694638.1-665912-Bipolaris_sorokin-Dothideom	665912	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Candida_arabinofermentans@Seq_3698	XP_007730852.1-1182542-Capronia_epimyces-Eurotiom	1182542	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB147_Kazachstania_taianensis@Seq_4123	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB147_Kazachstania_taianensis@Seq_4155	XP_007730852.1-1182542-Capronia_epimyces-Eurotiom	1182542	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB153_Kazachstania_rosinii@Seq_3802	XP_018693059.1-1367422-Fonsecaea_erecta-Eurotiomy	1367422	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB153_Kazachstania_rosinii@Seq_4364	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB154_Kazachstania_transvaalensis@Seq_3239	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB154_Kazachstania_transvaalensis@Seq_3469	XP_016589769.1-1397361-Sporothrix_schenc-Sordario	1397361	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB155_Kazachstania_spencerorum@Seq_653	XP_016255873.1-569365-Cladophialophora_-Eurotiomy	569365	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB160_Kazachstania_kunashirensis@Seq_2812	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB160_Kazachstania_kunashirensis@Seq_4323	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB164_Kazachstania_aerobia@Seq_3495	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB166_Kazachstania_yakushimaensis@Seq_5004	OCW40337.1-158607-Diaporthe_heliant-Sordariomy	158607	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHAB166_Kazachstania_yakushimaensis@Seq_5147	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Candida_auris@Seq_1590	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026124_Ogataea_henricii@Seq_1257	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_5389	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_5868	XP_016216192.1-253628-Verruconis_gallop-Dothideom	253628	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_2532	XP_015400811.1-1509407-Aspergillus_nomiu-Eurotiom	1509407	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_4960	XP_016216192.1-253628-Verruconis_gallop-Dothideom	253628	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026152_Torulaspora_franciscae@Seq_1811	XP_015400811.1-1509407-Aspergillus_nomiu-Eurotiom	1509407	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026152_Torulaspora_franciscae@Seq_2232	XP_015400811.1-1509407-Aspergillus_nomiu-Eurotiom	1509407	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026152_Torulaspora_franciscae@Seq_3224	CZT45292.1-38038-Rhynchosporium_se-Leotiomyce	38038	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026197_Brettanomyces_custersianus@Seq_1987	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026197_Brettanomyces_custersianus@Seq_2562	KIV80410.1-1016849-Exophiala_sideris-Eurotiomyc	1016849	0.0	OGS71042.1-1798016-Flavobacteria_bac-BacteroChl	1798016	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026256_Zygotorulaspora_mrakii@Seq_351	GAD94462.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026256_Zygotorulaspora_mrakii@Seq_4163	CZT45292.1-38038-Rhynchosporium_se-Leotiomyce	38038	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026274_Komagataella_populi@Seq_133	XP_007719484.1-1182541-Capronia_coronata-Eurotiom	1182541	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000026274_Komagataella_populi@Seq_3749	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000034594_Starmera_quercuum@Seq_1882	XP_006690982.1-759272-Chaetomium_thermo-Sordariom	759272	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000034594_Starmera_quercuum@Seq_4187	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000034597_Candida_stellimalicola@Seq_2659	XP_016229732.1-212818-Exophiala_mesophi-Eurotiomy	212818	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000034597_Candida_stellimalicola@Seq_4841	XP_015400811.1-1509407-Aspergillus_nomiu-Eurotiom	1509407	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Candida_boidinii_JCM9604@Seq_1551	CZT45292.1-38038-Rhynchosporium_se-Leotiomyce	38038	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	Candida_boidinii_JCM9604@Seq_3626	XP_007837984.1-1229662-Pestalotiopsis_fi-Sordario	1229662	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000034605_Spencermartinsiella_europaea@Seq_121	XP_007719484.1-1182541-Capronia_coronata-Eurotiom	1182541	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
OG1055	YAL054C	yHMPu5000034606_Priceomyces_medius@Seq_3353	XP_008714948.1-1220924-Cyphellophora_eur-Eurotiom	1220924	0.0	BAJ99035.1-112509-Hordeum_vulgare_s-Streptophy	112509	0.0	0.0	No
