Arxula_adeninivorans@Seq_5787	OG2664
Arxula_adeninivorans@Seq_4190	OG2757
Arxula_adeninivorans@Seq_5079	OG1908
Arxula_adeninivorans@Seq_5454	OG4786
Arxula_adeninivorans@Seq_520	OG1074
Arxula_adeninivorans@Seq_4486	OG2894
Arxula_adeninivorans@Seq_2027	OG4570
Arxula_adeninivorans@Seq_676	OG2112
Arxula_adeninivorans@Seq_1071	OG7484
Arxula_adeninivorans@Seq_3107	OG6854
Arxula_adeninivorans@Seq_4938	OG1083
Arxula_adeninivorans@Seq_4586	OG1625
Arxula_adeninivorans@Seq_711	OG1555
Ascoidea_asiatica@Seq_2784	OG1023
Ascoidea_asiatica@Seq_4799	OG9272
Ascoidea_asiatica@Seq_4774	OG1023
Ascoidea_asiatica@Seq_3697	OG1195
Ascoidea_asiatica@Seq_4277	OG1023
Ascoidea_asiatica@Seq_4247	OG1023
Ascoidea_asiatica@Seq_6764	OG3355
Ascoidea_asiatica@Seq_6957	OG4477
Ascoidea_asiatica@Seq_7021	OG4477
Ascoidea_asiatica@Seq_4453	OG3616
Ascoidea_asiatica@Seq_5916	OG1275
Ascoidea_asiatica@Seq_4392	OG1023
Ascoidea_asiatica@Seq_5290	OG2059
Ascoidea_asiatica@Seq_1692	OG5121
Ascoidea_asiatica@Seq_5697	OG1013
Ascoidea_asiatica@Seq_405	OG1920
Ascoidea_asiatica@Seq_2482	OG1003
Ascoidea_asiatica@Seq_4181	OG1143
Ascoidea_asiatica@Seq_2548	OG1023
Ascoidea_asiatica@Seq_5209	OG1023
Ascoidea_asiatica@Seq_4199	OG1040
Ascoidea_asiatica@Seq_6261	OG1023
Ascoidea_asiatica@Seq_2753	OG2704
Ascoidea_asiatica@Seq_2603	OG2422
Ascoidea_asiatica@Seq_4868	OG1013
Ascoidea_asiatica@Seq_3775	OG1095
Ascoidea_asiatica@Seq_5832	OG1090
Ascoidea_asiatica@Seq_3754	OG1980
Ascoidea_asiatica@Seq_4408	OG1083
Ascoidea_asiatica@Seq_2742	OG2664
Ascoidea_asiatica@Seq_6813	OG1023
Ascoidea_asiatica@Seq_7379	OG2757
Ascoidea_asiatica@Seq_5132	OG1555
Ascoidea_asiatica@Seq_6230	OG4006
Ascoidea_rubescens@Seq_4761	OG1023
Ascoidea_rubescens@Seq_5206	OG1908
Ascoidea_rubescens@Seq_2579	OG5455
Ascoidea_rubescens@Seq_375	OG2059
Ascoidea_rubescens@Seq_882	OG1195
Ascoidea_rubescens@Seq_334	OG3355
Ascoidea_rubescens@Seq_1822	OG1023
Ascoidea_rubescens@Seq_892	OG1338
Ascoidea_rubescens@Seq_3172	OG4477
Ascoidea_rubescens@Seq_2312	OG3616
Ascoidea_rubescens@Seq_1708	OG1275
Ascoidea_rubescens@Seq_1274	OG1907
Ascoidea_rubescens@Seq_5083	OG3342
Ascoidea_rubescens@Seq_4241	OG1013
Ascoidea_rubescens@Seq_1152	OG1003
Ascoidea_rubescens@Seq_4512	OG1920
Ascoidea_rubescens@Seq_3149	OG2704
Ascoidea_rubescens@Seq_5841	OG2436
Ascoidea_rubescens@Seq_3967	OG1095
Ascoidea_rubescens@Seq_672	OG1083
Ascoidea_rubescens@Seq_6014	OG2112
Ashbya_aceri@Seq_1309	OG1907
Ashbya_aceri@Seq_87	OG1908
Ashbya_aceri@Seq_3282	OG1023
Ashbya_aceri@Seq_3543	OG1195
Ashbya_aceri@Seq_1217	OG2059
Ashbya_aceri@Seq_3061	OG3393
Ashbya_aceri@Seq_3551	OG2708
Ashbya_aceri@Seq_929	OG1013
Ashbya_aceri@Seq_1036	OG4477
Ashbya_aceri@Seq_1911	OG3616
Ashbya_aceri@Seq_4037	OG1275
Ashbya_aceri@Seq_102	OG1994
Ashbya_aceri@Seq_2252	OG1920
Ashbya_aceri@Seq_122	OG1997
Ashbya_aceri@Seq_2834	OG4122
Ashbya_aceri@Seq_3668	OG1090
Ashbya_aceri@Seq_1292	OG5747
Ashbya_aceri@Seq_4269	OG2704
Ashbya_aceri@Seq_3049	OG2422
Ashbya_aceri@Seq_3330	OG1095
Ashbya_aceri@Seq_1016	OG1292
Ashbya_aceri@Seq_2715	OG2693
Ashbya_aceri@Seq_2541	OG2664
Ashbya_aceri@Seq_557	OG1095
Ashbya_aceri@Seq_3679	OG1153
Ashbya_aceri@Seq_2824	OG1430
Ashbya_aceri@Seq_868	OG4006
Babjeviella_inositovora@Seq_1367	OG5455
Babjeviella_inositovora@Seq_860	OG1908
Babjeviella_inositovora@Seq_5131	OG1023
Babjeviella_inositovora@Seq_475	OG3569
Babjeviella_inositovora@Seq_348	OG1195
Babjeviella_inositovora@Seq_1573	OG4232
Babjeviella_inositovora@Seq_3326	OG1023
Babjeviella_inositovora@Seq_4797	OG1195
Babjeviella_inositovora@Seq_1067	OG1023
Babjeviella_inositovora@Seq_2706	OG4477
Babjeviella_inositovora@Seq_1142	OG1132
Babjeviella_inositovora@Seq_4539	OG3616
Babjeviella_inositovora@Seq_3936	OG1275
Babjeviella_inositovora@Seq_1093	OG1907
Babjeviella_inositovora@Seq_1753	OG1013
Babjeviella_inositovora@Seq_2403	OG2059
Babjeviella_inositovora@Seq_988	OG5676
Babjeviella_inositovora@Seq_1971	OG1920
Babjeviella_inositovora@Seq_4279	OG1090
Babjeviella_inositovora@Seq_3123	OG1040
Babjeviella_inositovora@Seq_4145	OG3355
Babjeviella_inositovora@Seq_286	OG2704
Babjeviella_inositovora@Seq_3541	OG6140
Babjeviella_inositovora@Seq_5216	OG2422
Babjeviella_inositovora@Seq_4738	OG1095
Babjeviella_inositovora@Seq_3487	OG2601
Babjeviella_inositovora@Seq_5749	OG1083
Babjeviella_inositovora@Seq_469	OG2693
Babjeviella_inositovora@Seq_380	OG2757
Babjeviella_inositovora@Seq_995	OG1997
Babjeviella_inositovora@Seq_4388	OG4570
Babjeviella_inositovora@Seq_1595	OG8240
Babjeviella_inositovora@Seq_194	OG1083
Babjeviella_inositovora@Seq_44	OG1555
Brettanomyces_anomalus@Seq_765	OG3355
Brettanomyces_anomalus@Seq_387	OG1023
Brettanomyces_anomalus@Seq_1000	OG1195
Brettanomyces_anomalus@Seq_5076	OG3569
Brettanomyces_anomalus@Seq_5231	OG3393
Brettanomyces_anomalus@Seq_152	OG1766
Brettanomyces_anomalus@Seq_2204	OG1090
Brettanomyces_anomalus@Seq_4229	OG1132
Brettanomyces_anomalus@Seq_2351	OG3616
Brettanomyces_anomalus@Seq_5212	OG1275
Brettanomyces_anomalus@Seq_956	OG1907
Brettanomyces_anomalus@Seq_1168	OG1013
Brettanomyces_anomalus@Seq_4720	OG1340
Brettanomyces_anomalus@Seq_4072	OG2059
Brettanomyces_anomalus@Seq_2548	OG9478
Brettanomyces_anomalus@Seq_2082	OG1013
Brettanomyces_anomalus@Seq_4150	OG1040
Brettanomyces_anomalus@Seq_3454	OG2704
Brettanomyces_anomalus@Seq_2303	OG2422
Brettanomyces_anomalus@Seq_175	OG1095
Brettanomyces_anomalus@Seq_2234	OG1090
Brettanomyces_anomalus@Seq_3978	OG2693
Brettanomyces_anomalus@Seq_282	OG1040
Brettanomyces_anomalus@Seq_5042	OG2757
Brettanomyces_anomalus@Seq_37	OG1997
Brettanomyces_anomalus@Seq_2811	OG1026
Brettanomyces_anomalus@Seq_5378	OG2112
Brettanomyces_anomalus@Seq_4957	OG1083
Brettanomyces_anomalus@Seq_1922	OG1555
Candida_albicans@C2_01350C_A	OG2866
Candida_apicola@Seq_53	OG1090
Candida_apicola@Seq_1873	OG1195
Candida_apicola@Seq_480	OG3393
Candida_apicola@Seq_4400	OG5711
Candida_apicola@Seq_1446	OG3355
Candida_apicola@Seq_4796	OG4477
Candida_apicola@Seq_1165	OG7484
Candida_apicola@Seq_3115	OG1275
Candida_apicola@Seq_2351	OG2059
Candida_apicola@Seq_4091	OG1069
Candida_apicola@Seq_1334	OG4232
Candida_apicola@Seq_3870	OG4477
Candida_apicola@Seq_4431	OG2704
Candida_apicola@Seq_3499	OG2422
Candida_apicola@Seq_424	OG1074
Candida_apicola@Seq_445	OG6869
Candida_apicola@Seq_4270	OG2880
Candida_apicola@Seq_114	OG1510
Candida_apicola@Seq_4768	OG4232
Candida_apicola@Seq_3632	OG2757
Candida_apicola@Seq_3741	OG1095
Candida_apicola@Seq_1263	OG1328
Candida_apicola@Seq_955	OG2112
Candida_apicola@Seq_1549	OG4786
Candida_apicola@Seq_2318	OG2381
Candida_arabinofermentans@Seq_1899	OG6145
Candida_arabinofermentans@Seq_472	OG1908
Candida_arabinofermentans@Seq_2119	OG1023
Candida_arabinofermentans@Seq_4780	OG1195
Candida_arabinofermentans@Seq_1824	OG2059
Candida_arabinofermentans@Seq_1168	OG3393
Candida_arabinofermentans@Seq_1124	OG1090
Candida_arabinofermentans@Seq_3905	OG3393
Candida_arabinofermentans@Seq_1713	OG1132
Candida_arabinofermentans@Seq_3771	OG3616
Candida_arabinofermentans@Seq_4743	OG1275
Candida_arabinofermentans@Seq_1455	OG1907
Candida_arabinofermentans@Seq_1913	OG4117
Candida_arabinofermentans@Seq_4236	OG1013
Candida_arabinofermentans@Seq_850	OG1013
Candida_arabinofermentans@Seq_5250	OG1920
Candida_arabinofermentans@Seq_1895	OG1143
Candida_arabinofermentans@Seq_533	OG1023
Candida_arabinofermentans@Seq_3376	OG1013
Candida_arabinofermentans@Seq_4189	OG1013
Candida_arabinofermentans@Seq_2301	OG1040
Candida_arabinofermentans@Seq_5266	OG2704
Candida_arabinofermentans@Seq_5619	OG1510
Candida_arabinofermentans@Seq_3518	OG3569
Candida_arabinofermentans@Seq_2233	OG1095
Candida_arabinofermentans@Seq_4383	OG1195
Candida_arabinofermentans@Seq_2689	OG2693
Candida_arabinofermentans@Seq_2617	OG2757
Candida_arabinofermentans@Seq_1143	OG1340
Candida_arabinofermentans@Seq_2540	OG4570
Candida_arabinofermentans@Seq_3566	OG2112
Candida_arabinofermentans@Seq_2603	OG1168
Candida_arabinofermentans@Seq_2759	OG1083
Candida_arabinofermentans@Seq_3938	OG1135
Candida_arabinofermentans@Seq_2126	OG1555
Candida_arabinofermentans@Seq_934	OG4006
Candida_auris@Seq_3916	OG1907
Candida_auris@Seq_337	OG4331
Candida_auris@Seq_1282	OG1023
Candida_auris@Seq_2278	OG1195
Candida_auris@Seq_1189	OG2059
Candida_auris@Seq_5132	OG1260
Candida_auris@Seq_2581	OG3393
Candida_auris@Seq_638	OG3049
Candida_auris@Seq_2559	OG5423
Candida_auris@Seq_2282	OG3616
Candida_auris@Seq_1669	OG1275
Candida_auris@Seq_2230	OG1013
Candida_auris@Seq_3875	OG1003
Candida_auris@Seq_2031	OG1026
Candida_auris@Seq_2844	OG1143
Candida_auris@Seq_2997	OG1090
Candida_auris@Seq_5024	OG1908
Candida_auris@Seq_3117	OG1013
Candida_auris@Seq_1741	OG1040
Candida_auris@Seq_3131	OG2704
Candida_auris@Seq_4640	OG2422
Candida_auris@Seq_971	OG1095
Candida_auris@Seq_1809	OG1003
Candida_auris@Seq_540	OG1090
Candida_auris@Seq_5193	OG1083
Candida_auris@Seq_463	OG2757
Candida_auris@Seq_2428	OG4786
Candida_auris@Seq_465	OG1867
Candida_auris@Seq_342	OG1920
Candida_auris@Seq_2617	OG1083
Candida_auris@Seq_3164	OG1555
Candida_auris@Seq_2749	OG4006
Candida_boidinii_JCM9604@Seq_5514	OG3355
Candida_boidinii_JCM9604@Seq_2875	OG1023
Candida_boidinii_JCM9604@Seq_5550	OG1195
Candida_boidinii_JCM9604@Seq_1205	OG2059
Candida_boidinii_JCM9604@Seq_1792	OG3393
Candida_boidinii_JCM9604@Seq_4611	OG5630
Candida_boidinii_JCM9604@Seq_3204	OG1013
Candida_boidinii_JCM9604@Seq_1854	OG3616
Candida_boidinii_JCM9604@Seq_3744	OG1275
Candida_boidinii_JCM9604@Seq_5269	OG1907
Candida_boidinii_JCM9604@Seq_3471	OG123700
Candida_boidinii_JCM9604@Seq_3753	OG1920
Candida_boidinii_JCM9604@Seq_2928	OG4232
Candida_boidinii_JCM9604@Seq_4799	OG1073
Candida_boidinii_JCM9604@Seq_4745	OG1023
Candida_boidinii_JCM9604@Seq_4543	OG2704
Candida_boidinii_JCM9604@Seq_2913	OG6854
Candida_boidinii_JCM9604@Seq_4194	OG2422
Candida_boidinii_JCM9604@Seq_285	OG1095
Candida_boidinii_JCM9604@Seq_5148	OG1980
Candida_boidinii_JCM9604@Seq_4693	OG2693
Candida_boidinii_JCM9604@Seq_5804	OG2757
Candida_boidinii_JCM9604@Seq_5326	OG1195
Candida_boidinii_JCM9604@Seq_2047	OG4570
Candida_boidinii_JCM9604@Seq_5101	OG2112
Candida_boidinii_JCM9604@Seq_2485	OG1168
Candida_boidinii_JCM9604@Seq_4904	OG1132
Candida_boidinii_JCM9604@Seq_1951	OG1555
Candida_boidinii_JCM9604@Seq_4008	OG1555
Candida_carpophila@Seq_3204	OG1907
Candida_carpophila@Seq_1053	OG1023
Candida_carpophila@Seq_3269	OG1195
Candida_carpophila@Seq_3839	OG1260
Candida_carpophila@Seq_2713	OG3393
Candida_carpophila@Seq_312	OG1023
Candida_carpophila@Seq_3208	OG2943
Candida_carpophila@Seq_1299	OG1090
Candida_carpophila@Seq_4241	OG3616
Candida_carpophila@Seq_3786	OG1275
Candida_carpophila@Seq_2906	OG1013
Candida_carpophila@Seq_992	OG1000
Candida_carpophila@Seq_2955	OG1026
Candida_carpophila@Seq_3275	OG2059
Candida_carpophila@Seq_3172	OG5280
Candida_carpophila@Seq_3753	OG1040
Candida_carpophila@Seq_1420	OG5423
Candida_carpophila@Seq_4068	OG2704
Candida_carpophila@Seq_1081	OG2422
Candida_carpophila@Seq_3954	OG1074
Candida_carpophila@Seq_816	OG1083
Candida_carpophila@Seq_3079	OG2693
Candida_carpophila@Seq_1808	OG3263
Candida_carpophila@Seq_4201	OG2664
Candida_carpophila@Seq_2203	OG1828
Candida_carpophila@Seq_950	OG1733
Candida_carpophila@Seq_1682	OG1920
Candida_carpophila@Seq_434	OG2112
Candida_carpophila@Seq_3976	OG1083
Candida_carpophila@Seq_1716	OG1555
Candida_dubliniensis@Seq_5027	OG5423
Candida_dubliniensis@Seq_4103	OG1023
Candida_dubliniensis@Seq_4423	OG1195
Candida_dubliniensis@Seq_3489	OG3569
Candida_dubliniensis@Seq_1309	OG5471
Candida_dubliniensis@Seq_4637	OG3393
Candida_dubliniensis@Seq_3865	OG1023
Candida_dubliniensis@Seq_4455	OG15011
Candida_dubliniensis@Seq_5557	OG3616
Candida_dubliniensis@Seq_3078	OG1275
Candida_dubliniensis@Seq_970	OG1907
Candida_dubliniensis@Seq_1495	OG1013
Candida_dubliniensis@Seq_325	OG2059
Candida_dubliniensis@Seq_3467	OG1090
Candida_dubliniensis@Seq_2363	OG4331
Candida_dubliniensis@Seq_1008	OG1040
Candida_dubliniensis@Seq_4931	OG1260
Candida_dubliniensis@Seq_4761	OG2704
Candida_dubliniensis@Seq_5785	OG2422
Candida_dubliniensis@Seq_5167	OG1095
Candida_dubliniensis@Seq_1731	OG1083
Candida_dubliniensis@Seq_10	OG2693
Candida_dubliniensis@Seq_3017	OG5227
Candida_dubliniensis@Seq_31	OG1074
Candida_dubliniensis@Seq_1633	OG4570
Candida_dubliniensis@Seq_4868	OG2112
Candida_dubliniensis@Seq_2122	OG1168
Candida_dubliniensis@Seq_222	OG1555
Candida_dubliniensis@Seq_4367	OG4006
Candida_glabrata@Seq_872	OG5455
Candida_glabrata@Seq_816	OG1908
Candida_glabrata@Seq_1917	OG1023
Candida_glabrata@Seq_624	OG1195
Candida_glabrata@Seq_3205	OG1013
Candida_glabrata@Seq_4029	OG1013
Candida_glabrata@Seq_3712	OG4477
Candida_glabrata@Seq_1751	OG4477
Candida_glabrata@Seq_2386	OG3616
Candida_glabrata@Seq_4614	OG1275
Candida_glabrata@Seq_877	OG1907
Candida_glabrata@Seq_833	OG3616
Candida_glabrata@Seq_424	OG1060
Candida_glabrata@Seq_3511	OG1013
Candida_glabrata@Seq_605	OG1026
Candida_glabrata@Seq_4056	OG1920
Candida_glabrata@Seq_2935	OG5548
Candida_glabrata@Seq_5055	OG1013
Candida_glabrata@Seq_2146	OG5747
Candida_glabrata@Seq_521	OG2704
Candida_glabrata@Seq_741	OG2422
Candida_glabrata@Seq_2125	OG1013
Candida_glabrata@Seq_296	OG1013
Candida_glabrata@Seq_5079	OG2059
Candida_glabrata@Seq_4563	OG1095
Candida_glabrata@Seq_4926	OG1023
Candida_glabrata@Seq_3784	OG1083
Candida_glabrata@Seq_2090	OG2693
Candida_glabrata@Seq_1318	OG2704
Candida_glabrata@Seq_2766	OG1997
Candida_glabrata@Seq_2916	OG2894
Candida_glabrata@Seq_108	OG1340
Candida_glabrata@Seq_3426	OG2112
Candida_glabrata@Seq_3943	OG1555
Candida_glabrata@Seq_2876	OG4006
Candida_homilentoma@Seq_3476	OG1907
Candida_homilentoma@Seq_390	OG1023
Candida_homilentoma@Seq_321	OG1195
Candida_homilentoma@Seq_2594	OG3569
Candida_homilentoma@Seq_385	OG1260
Candida_homilentoma@Seq_4055	OG3393
Candida_homilentoma@Seq_4057	OG1023
Candida_homilentoma@Seq_1628	OG4108
Candida_homilentoma@Seq_4894	OG3393
Candida_homilentoma@Seq_1457	OG3616
Candida_homilentoma@Seq_1756	OG1275
Candida_homilentoma@Seq_2491	OG1013
Candida_homilentoma@Seq_4676	OG2059
Candida_homilentoma@Seq_1348	OG1920
Candida_homilentoma@Seq_3042	OG5978
Candida_homilentoma@Seq_4419	OG1026
Candida_homilentoma@Seq_914	OG5280
Candida_homilentoma@Seq_865	OG1260
Candida_homilentoma@Seq_4124	OG1040
Candida_homilentoma@Seq_5034	OG5423
Candida_homilentoma@Seq_5293	OG2704
Candida_homilentoma@Seq_3727	OG2422
Candida_homilentoma@Seq_3792	OG1095
Candida_homilentoma@Seq_1742	OG1090
Candida_homilentoma@Seq_1231	OG4786
Candida_homilentoma@Seq_1940	OG2693
Candida_homilentoma@Seq_5107	OG2664
Candida_homilentoma@Seq_2771	OG2757
Candida_homilentoma@Seq_2175	OG1069
Candida_homilentoma@Seq_1092	OG1074
Candida_homilentoma@Seq_2031	OG2894
Candida_homilentoma@Seq_1193	OG2112
Candida_homilentoma@Seq_1212	OG1555
Candida_homilentoma@Seq_5137	OG4006
Candida_infanticola@Seq_1759	OG3355
Candida_infanticola@Seq_3683	OG1090
Candida_infanticola@Seq_4213	OG1195
Candida_infanticola@Seq_726	OG3393
Candida_infanticola@Seq_715	OG3616
Candida_infanticola@Seq_2135	OG1275
Candida_infanticola@Seq_4143	OG1920
Candida_infanticola@Seq_1930	OG1260
Candida_infanticola@Seq_1227	OG2704
Candida_infanticola@Seq_2649	OG2422
Candida_infanticola@Seq_1725	OG1095
Candida_infanticola@Seq_3690	OG4837
Candida_infanticola@Seq_1065	OG6869
Candida_infanticola@Seq_4084	OG1083
Candida_infanticola@Seq_1514	OG2693
Candida_infanticola@Seq_748	OG10214
Candida_infanticola@Seq_1350	OG2757
Candida_infanticola@Seq_761	OG1074
Candida_infanticola@Seq_2464	OG2112
Candida_intermedia@Seq_3435	OG1090
Candida_intermedia@Seq_4772	OG4331
Candida_intermedia@Seq_303	OG1023
Candida_intermedia@Seq_4611	OG1195
Candida_intermedia@Seq_5236	OG2059
Candida_intermedia@Seq_4905	OG1260
Candida_intermedia@Seq_847	OG3393
Candida_intermedia@Seq_4822	OG4407
Candida_intermedia@Seq_2517	OG5423
Candida_intermedia@Seq_2010	OG3616
Candida_intermedia@Seq_3054	OG1275
Candida_intermedia@Seq_4006	OG1907
Candida_intermedia@Seq_1183	OG1013
Candida_intermedia@Seq_301	OG5280
Candida_intermedia@Seq_3803	OG4122
Candida_intermedia@Seq_4936	OG1013
Candida_intermedia@Seq_4945	OG1040
Candida_intermedia@Seq_4387	OG2704
Candida_intermedia@Seq_3508	OG2422
Candida_intermedia@Seq_147	OG1095
Candida_intermedia@Seq_2909	OG1090
Candida_intermedia@Seq_2862	OG1083
Candida_intermedia@Seq_1064	OG2693
Candida_intermedia@Seq_1543	OG6140
Candida_intermedia@Seq_4100	OG2757
Candida_intermedia@Seq_4051	OG4786
Candida_intermedia@Seq_660	OG1997
Candida_intermedia@Seq_4318	OG2894
Candida_intermedia@Seq_1096	OG1083
Candida_intermedia@Seq_1209	OG1555
Candida_orthopsilosis@Seq_4645	OG1907
Candida_orthopsilosis@Seq_650	OG1023
Candida_orthopsilosis@Seq_4835	OG1195
