substrate_OGID	panID
OG13233	yHMPu5000035261_Candida_ponderosae@Seq_6230
OG67031	yHMPu5000035274_Wickerhamomyces_alni@Seq_1626
OG22664	yHMPu5000035645_Yarrowia_divulgata@Seq_3641
OG164018	yHMPu5000035699_Cyberlindnera_maclurae@Seq_5696
OG11021	Aspergillus_nidulans@Seq_1491
OG159236	Brettanomyces_anomalus@Seq_2407
OG100035	Fusarium_graminearum@Seq_11119
OG67523	Metschnikowia_matae_maris@Seq_153
OG39148	Neurospora_crassa@Seq_845
OG163126	Sporopachydermia_quercuum@Seq_296
OG169491	yHAB158_Kazachstania_viticola@Seq_1985
OG154039	yHAB158_Kazachstania_viticola@Seq_5227
OG46325	yHMPu5000034665_Kodamaea_laetipori@Seq_3244
OG7311	yHMPu5000035654_Tortispora_ganteri@Seq_2036
OG5393	Arxula_adeninivorans@Seq_2722
OG25622	Neurospora_crassa@Seq_8391
OG192251	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1662
OG192038	yHMPu5000034952_Citeromyces_siamensis@Seq_8038
OG122173	yHMPu5000034978_Cyberlindnera_mrakii@Seq_1402
OG93459	yHMPu5000034978_Cyberlindnera_mrakii@Seq_2842
OG94020	yHMPu5000034978_Cyberlindnera_mrakii@Seq_3847
OG109398	yHMPu5000034978_Cyberlindnera_mrakii@Seq_4349
OG103700	yHMPu5000034978_Cyberlindnera_mrakii@Seq_4921
OG97958	yHMPu5000035044_Barnettozyma_californica@Seq_225
OG194047	yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_5072
OG166032	yHMPu5000035687_Cyberlindnera_suaveolens@Seq_1707
OG7473	Aspergillus_nidulans@Seq_1060
OG92239	Lachancea_fermentati@Seq_2357
OG213096	Xylona_heveae@Seq_6639
OG226710	yHMPu5000035652_Torulaspora_maleeae@Seq_264
OG126719	Ascoidea_asiatica@Seq_3633
OG4125	Lachancea_dasiensis@Seq_2651
OG105223	Stagonospora_nodorum@Seq_4120
OG228316	yHMPu5000034754_Lipomyces_arxii@Seq_5868
OG66716	yHMPu5000034887_Ogataea_trehaloabstinens@Seq_1110
OG211278	yHMPu5000034952_Citeromyces_siamensis@Seq_6283
OG99532	yHMPu5000034952_Citeromyces_siamensis@Seq_835
OG184946	yHMPu5000035048_Barnettozyma_salicaria@Seq_317
OG167437	yHMPu5000035048_Barnettozyma_salicaria@Seq_4728
OG221578	yHMPu5000035048_Barnettozyma_salicaria@Seq_5331
OG6904	yHMPu5000035633_Candida_hispaniensis@Seq_2087
OG6798	yHMPu5000041822_Dipodascus_geniculatus@Seq_921
OG10854	yHMPu5000034887_Ogataea_trehaloabstinens@Seq_4783
OG11951	yHMPu5000034761_Lipomyces_lipofer@Seq_3584
OG71308	Aspergillus_nidulans@Seq_2214
OG151702	yHMPu5000034978_Cyberlindnera_mrakii@Seq_1867
OG9787	yHMPu5000035675_Kregervanrija_fluxuum@Seq_5793
OG78619	yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3605
OG33994	yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4822
OG105904	yHMPu5000034952_Citeromyces_siamensis@Seq_12781
OG139817	yHMPu5000034952_Citeromyces_siamensis@Seq_1379
OG134449	yHMPu5000034952_Citeromyces_siamensis@Seq_3293
OG188432	yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_1844
OG232653	yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_2742
OG123934	yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_5584
OG61114	Lachancea_cidri@Seq_4450
OG8563	Lachancea_fermentati@Seq_1522
OG175714	Lachancea_fermentati@Seq_735
OG181026	Stagonospora_nodorum@Seq_10830
OG21722	Stagonospora_nodorum@Seq_5893
OG230099	yHMPu5000034670_Blastobotrys_proliferans@Seq_4693
OG4333	yHMPu5000041863_Candida_gorgasii@Seq_3887
OG37597	Coccidioides_immitis@Seq_3526
OG152366	Aspergillus_nidulans@Seq_4322
OG128702	Babjeviella_inositovora@Seq_4433
OG165948	Botrytis_cinerea@Seq_2367
OG101792	yHMPu5000041678_Debaryomyces_prosopidis@Seq_635
OG105978	yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_4374
OG5530	yHMPu5000034605_Spencermartinsiella_europaea@Seq_3484
OG32939	yHMPu5000034605_Spencermartinsiella_europaea@Seq_4922
OG176093	yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2254
OG198294	yHMPu5000034978_Cyberlindnera_mrakii@Seq_5355
OG126966	yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_646
OG5682	yHMPu5000041829_Debaryomyces_fabryi@Seq_3216
OG48607	Arthrobotrys_oligospora@Seq_2650
OG69270	Arthrobotrys_oligospora@Seq_5310
OG176709	Botrytis_cinerea@Seq_4657
OG232155	yHMPu5000026142_Citeromyces_matritensis@Seq_5255
OG5581	yHMPu5000041840_Candida_wancherniae@Seq_236
OG32200	Schizosaccharomyces_pombe@Seq_4906
OG8167	yHMPu5000041855_Candida_ascalaphidarum@Seq_2625
OG59950	Lipomyces_starkeyi@Seq_8594
OG156094	yHMPu5000034749_Lipomyces_mesembrius@Seq_1020
OG137118	yHMPu5000034760_Lipomyces_kononenkoae@Seq_5795
OG126204	yHMPu5000034761_Lipomyces_lipofer@Seq_2576
OG109777	Metschnikowia_cerradonensis@Seq_557
OG95521	Metschnikowia_mauinuiana@Seq_1166
OG138375	Metschnikowia_santaceciliae@Seq_821
OG19102	Saitoella_complicata@Seq_1191
OG50037	yHMPu5000034631_Martiniozyma_abiesophila@Seq_8212
OG131405	yHMPu5000035274_Wickerhamomyces_alni@Seq_4229
OG59490	yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2575
OG177859	Meyerozyma_guilliermondii@Seq_230
OG5659	Nakazawaea_peltata@Seq_3739
OG39466	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3003
OG207935	yHMPu5000034918_Nakazawaea_holstii@Seq_2059
OG104964	yHMPu5000034978_Cyberlindnera_mrakii@Seq_5582
OG75764	yHMPu5000034978_Cyberlindnera_mrakii@Seq_710
OG69386	yHMPu5000035707_Candida_heveicola@Seq_1808
OG142044	Sclerotinia_sclerotiorum@Seq_14489
OG126306	Stagonospora_nodorum@Seq_2853
OG61414	Lipomyces_starkeyi@Seq_4707
OG181702	yHAB159_Kazachstania_solicola@Seq_838
OG51999	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_4689
OG35356	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_6157
OG109138	yHMPu5000035047_Barnettozyma_pratensis@Seq_2138
OG85893	yHMPu5000035690_Candida_vartiovaarae@Seq_1713
OG60537	Dekkera_bruxellensis@Seq_511
OG169231	Arthrobotrys_oligospora@Seq_5787
OG231426	yHMPu5000034978_Cyberlindnera_mrakii@Seq_1751
OG7442	yHMPu5000026274_Komagataella_populi@Seq_2009
OG7214	yHMPu5000041713_Debaryomyces_maramus@Seq_3738
OG5001	Millerozyma_acaciae@Seq_1901
OG184929	yHMPu5000034605_Spencermartinsiella_europaea@Seq_6025
OG146783	Botrytis_cinerea@Seq_200
OG181885	yHMPu5000034673_Blastobotrys_nivea@Seq_6825
OG25727	Sclerotinia_sclerotiorum@Seq_9512
OG41217	Sclerotinia_sclerotiorum@Seq_9729
OG5620	yHMPu5000034671_Blastobotrys_peoriensis@Seq_241
OG11610	Fusarium_graminearum@Seq_8280
OG205656	Metschnikowia_dekortum@Seq_4738
OG30265	yHMPu5000034673_Blastobotrys_nivea@Seq_8338
OG136852	yHMPu5000034754_Lipomyces_arxii@Seq_7446
OG189559	yHMPu5000034892_Ogataea_pilisensis@Seq_3452
OG180812	yHMPu5000035244_Candida_incommunis@Seq_1776
OG195560	yHMPu5000035261_Candida_ponderosae@Seq_6981
OG70236	yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3998
OG120944	yHMPu5000035633_Candida_hispaniensis@Seq_2232
OG63889	Saitoella_complicata@Seq_2594
OG9265	Arxula_adeninivorans@Seq_4284
OG71613	Aspergillus_nidulans@Seq_1082
OG13243	Aspergillus_nidulans@Seq_3040
OG126430	Aspergillus_nidulans@Seq_6781
OG177596	Aspergillus_nidulans@Seq_7727
OG5525	Aspergillus_nidulans@Seq_9981
OG227401	Botrytis_cinerea@Seq_14818
OG53692	Fusarium_graminearum@Seq_4311
OG85703	Fusarium_graminearum@Seq_4796
OG110746	Lipomyces_starkeyi@Seq_3005
OG136855	Lipomyces_starkeyi@Seq_3443
OG101553	Lipomyces_starkeyi@Seq_5506
OG111858	Metschnikowia_borealis@Seq_758
OG147369	Metschnikowia_continentalis@Seq_6394
OG133707	Metschnikowia_lockheadii@Seq_3696
OG207331	Metschnikowia_lockheadii@Seq_4016
OG86669	Metschnikowia_lockheadii@Seq_4689
OG222755	Metschnikowia_matae@Seq_121
OG111464	Metschnikowia_matae@Seq_6782
OG1105	Metschnikowia_santaceciliae@Seq_5740
OG126205	Neurospora_crassa@Seq_114
OG154851	Ogataea_polymorpha@Seq_424
OG84909	Sclerotinia_sclerotiorum@Seq_5172
OG229883	Sclerotinia_sclerotiorum@Seq_5697
OG31316	Sclerotinia_sclerotiorum@Seq_8569
OG186521	Spathaspora_girioi@Seq_1606
OG195564	Spathaspora_girioi@Seq_4886
OG74345	Spathaspora_girioi@Seq_4964
OG44499	Stagonospora_nodorum@Seq_11044
OG32659	Stagonospora_nodorum@Seq_7494
OG45994	Wickerhamomyces_ciferrii@Seq_898
OG137132	Yarrowia_deformans@Seq_1172
OG96654	yHMPu5000034607_Saccharomycopsis_capsularis@Seq_3033
OG78963	yHMPu5000034648_Candida_restingae@Seq_1137
OG151919	yHMPu5000034648_Candida_restingae@Seq_3886
OG51650	yHMPu5000034648_Candida_restingae@Seq_4878
OG167459	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5008
OG121717	yHMPu5000034667_Blastobotrys_serpentis@Seq_284
OG53120	yHMPu5000034670_Blastobotrys_proliferans@Seq_4000
OG205762	yHMPu5000034670_Blastobotrys_proliferans@Seq_558
OG25587	yHMPu5000034670_Blastobotrys_proliferans@Seq_7210
OG114025	yHMPu5000034671_Blastobotrys_peoriensis@Seq_1308
OG35815	yHMPu5000034671_Blastobotrys_peoriensis@Seq_2058
OG41215	yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677
OG178307	yHMPu5000034671_Blastobotrys_peoriensis@Seq_324
OG200601	yHMPu5000034671_Blastobotrys_peoriensis@Seq_4470
OG139399	yHMPu5000034673_Blastobotrys_nivea@Seq_2076
OG171360	yHMPu5000034673_Blastobotrys_nivea@Seq_2467
OG108341	yHMPu5000034673_Blastobotrys_nivea@Seq_3038
OG126390	yHMPu5000034673_Blastobotrys_nivea@Seq_3651
OG221977	yHMPu5000034673_Blastobotrys_nivea@Seq_4688
OG70448	yHMPu5000034673_Blastobotrys_nivea@Seq_5181
OG221678	yHMPu5000034673_Blastobotrys_nivea@Seq_5246
OG107634	yHMPu5000034673_Blastobotrys_nivea@Seq_5425
OG66132	yHMPu5000034673_Blastobotrys_nivea@Seq_5973
OG79303	yHMPu5000034673_Blastobotrys_nivea@Seq_6857
OG41389	yHMPu5000034673_Blastobotrys_nivea@Seq_8024
OG126141	yHMPu5000034673_Blastobotrys_nivea@Seq_9625
OG185539	yHMPu5000034754_Lipomyces_arxii@Seq_1038
OG53468	yHMPu5000034754_Lipomyces_arxii@Seq_2760
OG189778	yHMPu5000034754_Lipomyces_arxii@Seq_3255
OG117957	yHMPu5000034754_Lipomyces_arxii@Seq_4198
OG39384	yHMPu5000034760_Lipomyces_kononenkoae@Seq_6804
OG93044	yHMPu5000034884_Peterozyma_toletana@Seq_141
OG54838	yHMPu5000034884_Peterozyma_toletana@Seq_6186
OG143326	yHMPu5000034884_Peterozyma_toletana@Seq_631
OG102785	yHMPu5000034887_Ogataea_trehaloabstinens@Seq_2225
OG139924	yHMPu5000034892_Ogataea_pilisensis@Seq_5094
OG91398	yHMPu5000034892_Ogataea_pilisensis@Seq_5390
OG141675	yHMPu5000034901_Ogataea_methylivora@Seq_1399
OG55647	yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2875
OG55651	yHMPu5000034947_Ambrosiozyma_philentoma@Seq_5560
OG224362	yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6337
OG139096	yHMPu5000034957_Hanseniaspora_osmophila@Seq_2805
OG231051	yHMPu5000034957_Hanseniaspora_osmophila@Seq_791
OG119385	yHMPu5000034963_Hanseniaspora_clermontiae@Seq_3070
OG31778	yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1453
OG79908	yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1979
OG13403	yHMPu5000035046_Barnettozyma_populi@Seq_5438
OG175079	yHMPu5000035244_Candida_incommunis@Seq_1862
OG169955	yHMPu5000035261_Candida_ponderosae@Seq_1550
OG144605	yHMPu5000035261_Candida_ponderosae@Seq_2343
OG136099	yHMPu5000035261_Candida_ponderosae@Seq_2733
OG170624	yHMPu5000035645_Yarrowia_divulgata@Seq_4479
OG1151	yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_598
OG95826	yHMPu5000041824_Debaryomyces_subglobosus@Seq_4573
OG186212	yHMPu5000041824_Debaryomyces_subglobosus@Seq_5088
OG176989	yHMPu5000041824_Debaryomyces_subglobosus@Seq_5271
OG60187	yHMPu5000041824_Debaryomyces_subglobosus@Seq_532
OG154662	yHMPu5000041829_Debaryomyces_fabryi@Seq_4811
OG171065	yHMPu5000041863_Candida_gorgasii@Seq_3431
OG32589	Aspergillus_nidulans@Seq_9781
OG6088	Arxula_adeninivorans@Seq_5367
OG131075	Aspergillus_nidulans@Seq_3771
OG92410	Aspergillus_nidulans@Seq_7129
OG59665	Candida_versatilis@Seq_2648
OG9266	Fusarium_graminearum@Seq_10472
OG216908	Lipomyces_starkeyi@Seq_5342
OG106298	Lipomyces_starkeyi@Seq_5389
OG217357	yHMPu5000034673_Blastobotrys_nivea@Seq_4341
OG24370	yHMPu5000034674_Blastobotrys_muscicola@Seq_3419
OG10268	yHMPu5000034674_Blastobotrys_muscicola@Seq_5223
OG24368	yHMPu5000034674_Blastobotrys_muscicola@Seq_5722
OG113500	yHMPu5000034754_Lipomyces_arxii@Seq_2000
OG120375	yHMPu5000034754_Lipomyces_arxii@Seq_4965
OG126369	yHMPu5000034754_Lipomyces_arxii@Seq_5517
OG103318	yHMPu5000034754_Lipomyces_arxii@Seq_7794
OG182491	yHMPu5000034902_Ogataea_minuta@Seq_1591
OG160731	yHMPu5000035665_Middelhovenomyces_tepae@Seq_3949
OG160433	yHMPu5000035665_Middelhovenomyces_tepae@Seq_5608
OG60587	Arthrobotrys_oligospora@Seq_1096
OG208552	Arthrobotrys_oligospora@Seq_399
OG9360	Arxula_adeninivorans@Seq_4646
OG10917	Arxula_adeninivorans@Seq_5678
OG231252	Botrytis_cinerea@Seq_5417
OG62943	Debaryomyces_hansenii@Seq_5326
OG94410	Lachancea_waltii@Seq_105
OG56415	Metschnikowia_bowlesiae@Seq_3761
OG67094	Metschnikowia_lockheadii@Seq_100
OG5163	Metschnikowia_santaceciliae@Seq_2763
OG40156	Sclerotinia_sclerotiorum@Seq_6238
OG1269	Spathaspora_arborariae@Seq_5108
OG216460	yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_5110
OG48572	yHMPu5000034613_Saturnispora_serradocipensis@Seq_1769
OG130886	yHMPu5000034631_Martiniozyma_abiesophila@Seq_4708
OG163900	yHMPu5000034637_Ogataea_populiabae@Seq_5425
OG104962	yHMPu5000034637_Ogataea_populiabae@Seq_64
OG15074	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_1894
OG7024	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5782
OG53051	yHMPu5000034670_Blastobotrys_proliferans@Seq_2561
OG18345	yHMPu5000034673_Blastobotrys_nivea@Seq_9040
OG32411	yHMPu5000034675_Blastobotrys_mokoenaii@Seq_893
OG13115	yHMPu5000034748_Lipomyces_oligophaga@Seq_775
OG100190	yHMPu5000034754_Lipomyces_arxii@Seq_1282
OG180789	yHMPu5000034754_Lipomyces_arxii@Seq_3647
OG188229	yHMPu5000034754_Lipomyces_arxii@Seq_7958
OG137735	yHMPu5000034760_Lipomyces_kononenkoae@Seq_7506
OG99154	yHMPu5000034885_Ogataea_zsoltii@Seq_3009
OG27882	yHMPu5000034897_Ogataea_glucozyma@Seq_4971
OG234188	yHMPu5000034952_Citeromyces_siamensis@Seq_9282
OG205050	yHMPu5000034978_Cyberlindnera_mrakii@Seq_5538
OG209354	yHMPu5000035011_Candida_pyralidae@Seq_3854
OG232013	yHMPu5000035286_Candida_azyma@Seq_5216
OG202032	yHMPu5000035651_Torulaspora_microellipsoides@Seq_1666
OG99161	yHMPu5000035691_Candida_salmanticensis@Seq_3908
OG51470	yHMPu5000041678_Debaryomyces_prosopidis@Seq_2537
OG22752	yHMPu5000041822_Dipodascus_geniculatus@Seq_3553
OG177333	Arthrobotrys_oligospora@Seq_1534
OG11510	Aspergillus_nidulans@Seq_5838
OG223377	Botrytis_cinerea@Seq_10177
OG5641	Kuraishia_capsulata@Seq_12
OG65956	Lipomyces_starkeyi@Seq_4367
OG63381	Lipomyces_starkeyi@Seq_89
OG142666	Lipomyces_starkeyi@Seq_958
OG226407	Metschnikowia_arizonensis@Seq_4652
OG186179	Metschnikowia_cerradonensis@Seq_2033
OG53863	Metschnikowia_cerradonensis@Seq_2312
OG180376	Metschnikowia_hamakuensis@Seq_5036
OG127288	Metschnikowia_ipomoeae@Seq_5124
OG47537	yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_2433
OG81429	yHMPu5000026142_Citeromyces_matritensis@Seq_1149
OG173265	yHMPu5000034675_Blastobotrys_mokoenaii@Seq_4360
OG104274	yHMPu5000034749_Lipomyces_mesembrius@Seq_187
OG189892	yHMPu5000034754_Lipomyces_arxii@Seq_4260
OG146563	yHMPu5000034761_Lipomyces_lipofer@Seq_1374
OG54159	yHMPu5000034761_Lipomyces_lipofer@Seq_2248
OG110856	yHMPu5000034761_Lipomyces_lipofer@Seq_483
OG228363	yHMPu5000034761_Lipomyces_lipofer@Seq_5342
OG194423	yHMPu5000034761_Lipomyces_lipofer@Seq_981
OG140594	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1909
OG184668	yHMPu5000034952_Citeromyces_siamensis@Seq_674
OG214241	yHMPu5000034952_Citeromyces_siamensis@Seq_9979
OG195228	yHMPu5000035674_Kregervanrija_delftensis@Seq_1300
OG112164	yHMPu5000041678_Debaryomyces_prosopidis@Seq_3265
OG195666	yHMPu5000026152_Torulaspora_franciscae@Seq_1367
OG27928	yHMPu5000034862_Zygotorulaspora_florentina@Seq_4058
OG126844	yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_1769
OG58837	yHMPu5000035651_Torulaspora_microellipsoides@Seq_1084
OG58840	yHMPu5000035651_Torulaspora_microellipsoides@Seq_4234
OG58838	yHMPu5000035651_Torulaspora_microellipsoides@Seq_4629
OG195134	Lipomyces_starkeyi@Seq_6408
OG105418	Metschnikowia_matae_maris@Seq_3069
OG95582	Stagonospora_nodorum@Seq_11779
OG44633	Stagonospora_nodorum@Seq_4313
OG22967	yHMPu5000034760_Lipomyces_kononenkoae@Seq_5338
OG116175	yHMPu5000034952_Citeromyces_siamensis@Seq_1126
OG47273	yHAB160_Kazachstania_kunashirensis@Seq_5180
OG124274	yHMPu5000026142_Citeromyces_matritensis@Seq_4894
OG66140	yHMPu5000035046_Barnettozyma_populi@Seq_3049
OG135231	Dekkera_bruxellensis@Seq_2430
OG172230	Metschnikowia_matae@Seq_2888
OG1037	YLL026W
OG2510	YPL006W
OG162917	yHAB166_Kazachstania_yakushimaensis@Seq_1553
OG160115	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3948
OG4375	yHMPu5000041863_Candida_gorgasii@Seq_1495
OG197849	Saccharomyces_mikatae@Seq_3517
OG31891	yHAB147_Kazachstania_taianensis@Seq_3785
OG161383	yHAB155_Kazachstania_spencerorum@Seq_4802
OG161514	yHMPu5000034655_Botryozyma_nematodophila@Seq_3408
OG230125	yHMPu5000035691_Candida_salmanticensis@Seq_5875
OG69521	Metschnikowia_continentalis@Seq_4303
OG119111	Saprochaete_clavata@Seq_4175
OG3548	YKR003W
OG70601	Tetrapisispora_blattae@Seq_3754
OG3355	YDL199C
OG2428	YPL222W
OG83714	yHAB153_Kazachstania_rosinii@Seq_1275
OG13794	yHMPu5000034748_Lipomyces_oligophaga@Seq_1480
OG117932	Hanseniaspora_valbyensis@Seq_262
OG107631	Metschnikowia_mauinuiana@Seq_3578
OG2750	YJL069C
OG1187	YML116W
OG194732	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4491
OG142365	yHMPu5000034952_Citeromyces_siamensis@Seq_12653
OG1184	yHMPu5000035244_Candida_incommunis@Seq_4397
OG65067	Metschnikowia_mauinuiana@Seq_5491
OG129162	Saprochaete_clavata@Seq_1041
OG75309	Saprochaete_clavata@Seq_3751
OG27847	yHAB158_Kazachstania_viticola@Seq_4314
OG171987	Metschnikowia_matae_maris@Seq_4418
OG1090	YFL040W
OG151081	yHAB133_Kazachstania_unispora@Seq_3663
OG192226	yHAB155_Kazachstania_spencerorum@Seq_3423
OG233769	yHAB155_Kazachstania_spencerorum@Seq_4193
OG23930	yHAB158_Kazachstania_viticola@Seq_18
OG71714	yHAB158_Kazachstania_viticola@Seq_729
OG1931	YLR069C
OG1075	YPR181C
OG6854	Aspergillus_nidulans@Seq_1001
OG5567	Meyerozyma_guilliermondii@Seq_312
OG6250	yHMPu5000034742_Lipomyces_suomiensis@Seq_2394
OG5021	Candida_intermedia@Seq_2471
OG1260	Metschnikowia_drakensbergensis@Seq_2674
OG16259	yHMPu5000034604_Sporopachydermia_lactativora@Seq_3335
OG8169	yHMPu5000034904_Ogataea_nonfermentans@Seq_1967
OG179133	Kazachstania_naganishii@Seq_53
OG1023	YDL194W
OG1167	YKL046C
OG1148	YLR419W
OG3061	Metschnikowia_mauinuiana@Seq_2167
OG4309	yHMPu5000035033_Candida_cretensis@Seq_1944
OG166710	Candida_tropicalis@Seq_143
OG1308	Metschnikowia_hawaiiensis@Seq_5691
OG2169	YML069W
OG202016	yHMPu5000026142_Citeromyces_matritensis@Seq_1735
OG5612	yHMPu5000034667_Blastobotrys_serpentis@Seq_5332
OG5881	yHMPu5000034637_Ogataea_populiabae@Seq_358
OG5177	YGL140C
OG3707	YGR111W
OG145513	Debaryomyces_hansenii@Seq_5360
OG13250	Kazachstania_naganishii@Seq_1292
OG143696	Kazachstania_naganishii@Seq_324
OG179176	Lachancea_waltii@Seq_4698
OG175148	Saccharomyces_eubayanus@Seq_1544
OG41636	Saccharomyces_eubayanus@Seq_2475
OG136998	Saccharomyces_eubayanus@Seq_2501
OG101067	Saccharomyces_eubayanus@Seq_2947
OG31639	Saccharomyces_eubayanus@Seq_3029
OG159442	Saccharomyces_eubayanus@Seq_4101
OG202545	Saccharomyces_kudriavzevii@Seq_3853
OG41710	Saccharomyces_kudriavzevii@Seq_4460
OG126734	Saccharomyces_mikatae@Seq_729
OG41735	Saccharomyces_paradoxus@Seq_3479
OG75493	Saccharomyces_paradoxus@Seq_356
OG195505	Saccharomyces_paradoxus@Seq_4738
OG104701	Saccharomyces_uvarum@Seq_1308
OG217763	Saccharomyces_uvarum@Seq_8
OG120351	Tetrapisispora_blattae@Seq_1400
OG136667	yHAB133_Kazachstania_unispora@Seq_2940
OG193455	yHAB133_Kazachstania_unispora@Seq_3118
OG103826	yHAB133_Kazachstania_unispora@Seq_4286
OG202165	yHAB133_Kazachstania_unispora@Seq_4409
OG224999	yHAB134_Kazachstania_turicensis@Seq_3939
OG129724	yHAB143_Kazachstania_siamensis@Seq_2362
OG23863	yHAB143_Kazachstania_siamensis@Seq_2868
OG197418	yHAB143_Kazachstania_siamensis@Seq_3341
OG139868	yHAB143_Kazachstania_siamensis@Seq_4837
OG195970	yHAB143_Kazachstania_siamensis@Seq_4849
